frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-03-23_1358_left/019903	1071.0983	980.30566	1084.2555	996.5107	3.4	false	
2018-03-23_1358_left/019897	1082.4003	974.582	1095.5883	990.5513	3.4	false	
2018-03-23_1358_left/019895	1085.3871	975.73724	1097.4999	990.95264	3.4	false	
2018-03-23_1358_left/019894	1087.2935	975.45734	1099.6208	990.0763	3.4	false	
2018-03-23_1358_left/019892	1090.3392	974.3468	1102.5985	989.1745	3.4	false	
2018-03-23_1358_left/019891	1091.6395	975.1451	1103.5385	989.4973	3.4	false	
2018-03-23_1358_left/019890	1092.8936	973.69464	1104.636	988.45166	3.4	false	
2018-03-23_1358_left/019889	1094.0055	972.34985	1106.1354	986.19293	3.4	false	
2018-03-23_1358_left/019888	1095.5917	970.9162	1107.1254	984.8844	3.4	false	
2018-03-23_1358_left/019887	1097.406	971.39166	1109.3735	985.15015	3.4	false	
2018-03-23_1358_left/019886	1098.5833	969.463	1110.583	984.08466	3.4	false	
2018-03-23_1358_left/019885	1099.3143	970.74054	1111.8519	985.2876	3.4	false	
2018-03-23_1358_left/019883	1102.1111	971.4784	1114.7485	985.89154	3.4	false	
2018-03-23_1358_left/019882	1103.3044	971.29266	1115.7036	986.2909	3.4	false	
2018-03-23_1358_left/019881	1103.4498	969.29706	1116.1041	984.14197	3.4	false	
2018-03-23_1358_left/019879	1105.6031	969.1793	1118.0485	984.07025	3.4	false	
2018-03-23_1358_left/019878	1106.4257	973.2779	1118.8939	987.77637	3.4	false	
2018-03-23_1358_left/019877	1107.2979	970.66785	1119.3352	985.4528	3.4	false	
2018-03-23_1358_left/019875	1107.8267	975.5446	1119.9829	990.4745	3.4	false	
2018-03-23_1358_left/019874	1108.4307	973.71246	1120.54	988.36914	3.4	false	
2018-03-23_1358_left/019873	1109.0153	977.8374	1121.1869	992.39264	3.4	false	
2018-03-23_1358_left/019872	1109.2881	975.5997	1121.0864	990.31006	3.4	false	
2018-03-23_1358_left/019867	1111.086	979.2092	1122.9113	993.7005	3.4	false	
2018-03-23_1358_left/019866	1110.7444	981.4952	1122.6885	995.85596	3.4	false	
2018-03-23_1358_left/019865	1111.1101	977.8846	1122.4565	992.26733	3.4	false	
2018-03-23_1358_left/019864	1111.7864	981.0529	1123.6748	995.6459	3.4	false	
2018-03-23_1358_left/019863	1111.156	984.67847	1122.6938	999.5789	3.4	false	
2018-03-23_1358_left/019862	1112.0215	984.4929	1123.3733	998.86896	3.4	false	
2018-03-23_1358_left/019861	1112.2444	985.38696	1124.1562	1000.7347	5.16	false	
2018-03-23_1358_left/019857	1113.3198	986.878	1123.843	1001.2207	3.4	false	
2018-03-23_1358_left/019855	1113.1665	989.4914	1124.0647	1003.42053	3.4	false	
2018-03-23_1358_left/019854	1115.3044	991.88983	1126.5986	1005.3307	5.16	false	
2018-03-23_1358_left/019853	1114.3755	988.2379	1125.2151	1002.3576	5.16	false	
2018-03-23_1358_left/019852	1115.5555	991.60583	1126.6718	1005.4506	3.4	false	
2018-03-23_1358_left/019851	1115.0056	993.20013	1125.998	1007.06726	3.4	false	
2018-03-23_1358_left/019849	1115.7382	994.7784	1126.7615	1008.50464	3.4	false	
2018-03-23_1358_left/019848	1115.438	998.4713	1126.2985	1011.5461	3.4	false	
2018-03-23_1358_left/019841	1116.8552	998.3653	1127.9655	1012.09155	3.4	false	
2018-03-23_1358_left/019840	1116.4646	997.23816	1127.5817	1010.957	3.4	false	
2018-03-23_1358_left/019838	1117.8754	999.21576	1128.2285	1012.7333	3.4	false	
2018-03-23_1358_left/019837	1116.7594	1000.1755	1127.3523	1013.57434	3.4	false	
2018-03-23_1358_left/019836	1118.8197	1001.1952	1129.1025	1013.58295	3.4	false	
2018-03-23_1358_left/019834	1119.0896	1001.8859	1129.5499	1014.35706	5.16	false	
2018-03-23_1358_left/019833	1119.6539	998.6317	1129.8508	1011.2402	3.4	false	
2018-03-23_1358_left/019831	1119.9037	1001.5633	1130.6733	1013.816	3.4	false	
2018-03-23_1358_left/019830	1117.7297	1001.1453	1128.9684	1013.89166	3.4	false	
2018-03-23_1358_left/019829	1119.1571	999.12354	1129.6016	1012.21423	5.16	false	
2018-03-23_1358_left/019826	1121.1462	996.4943	1131.4132	1009.6501	5.16	false	
2018-03-23_1358_left/019825	1118.9332	994.89996	1129.4387	1008.1878	5.16	false	
2018-03-23_1358_left/019824	1119.0793	992.02185	1129.1432	1004.9058	5.16	false	
2018-03-23_1358_left/019821	1119.682	989.5981	1129.8452	1001.4077	3.4	false	
2018-03-23_1358_left/019820	1120.5728	987.08484	1130.5728	998.6788	3.4	false	
2018-03-23_1358_left/019818	1120.7134	985.5172	1130.7134	996.8645	3.4	false	
2018-03-23_1358_left/019816	1120.5054	980.7303	1130.5054	992.8692	3.4	false	
2018-03-23_1358_left/019815	1120.7402	981.14667	1130.7402	992.8662	3.4	false	
2018-03-23_1358_left/019812	1119.8217	988.64154	1129.8755	1000.965	3.4	false	
2018-03-23_1358_left/019811	1118.7754	982.8337	1128.7754	995.0542	5.16	false	
2018-03-23_1358_left/019805	1119.7537	978.5082	1129.7537	989.9636	3.4	false	
2018-03-23_1358_left/019804	1119.5059	977.66296	1129.5059	988.968	3.4	false	
2018-03-23_1358_left/019798	1118.3455	978.6137	1128.3455	990.2614	3.4	false	
2018-03-23_1358_left/019793	1119.2771	985.7275	1129.4169	997.4445	3.4	false	
2018-03-23_1358_left/019792	1118.9834	984.9729	1128.9834	996.4813	3.4	false	
2018-03-23_1358_left/019790	1119.5217	986.42175	1129.5217	997.1653	3.4	false	
2018-03-23_1358_left/019789	1119.8269	987.074	1129.8269	998.14984	3.4	false	
2018-03-23_1358_left/019786	1119.0735	983.91223	1129.0735	995.23535	5.16	false	
2018-03-23_1358_left/019776	1116.7754	986.10956	1126.7754	997.8282	3.4	false	
2018-03-23_1358_left/019770	1117.1978	982.9537	1127.5631	995.5466	5.16	false	
2018-03-23_1358_left/016098	1340.1144	854.9579	1422.7487	948.5901	5.5	false	
2018-03-23_1358_left/016097	1328.9482	860.94714	1412.2585	950.7727	5.5	false	
2018-03-23_1358_left/016096	1319.9397	867.4521	1403.7515	955.08026	5.5	false	
2018-03-23_1358_left/016095	1312.209	868.39044	1396.2087	955.0164	5.5	false	
2018-03-23_1358_left/016094	1304.6111	870.22955	1387.9863	955.91754	5.5	false	
2018-03-23_1358_left/016093	1298.8804	874.4369	1381.9436	957.0071	5.5	false	
2018-03-23_1358_left/016092	1293.3922	875.8987	1375.3927	958.2738	5.5	false	
2018-03-23_1358_left/016091	1289.7203	877.3869	1370.7833	959.19965	5.5	false	
2018-03-23_1358_left/016090	1287.3507	876.87134	1366.9772	958.55896	5.5	false	
2018-03-23_1358_left/016089	1283.1954	882.3904	1363.2574	963.0165	5.5	false	
2018-03-23_1358_left/016088	1286.1029	882.18225	1364.2308	962.5576	5.5	false	
2018-03-23_1358_left/016087	1281.9854	887.0216	1360.4851	966.08545	5.5	false	
2018-03-23_1358_left/016086	1284.399	885.60535	1360.591	964.7302	5.5	false	
2018-03-23_1358_left/016085	1286.7028	888.9713	1363.8263	966.47363	5.5	false	
2018-03-23_1358_left/016084	1287.0503	890.15594	1361.7424	967.5312	5.5	false	
2018-03-23_1358_left/016083	1293.0559	890.09454	1366.6196	968.03156	5.5	false	
2018-03-23_1358_left/016082	1295.9868	886.75323	1370.4231	963.0057	5.5	false	
2018-03-23_1358_left/016081	1299.9395	887.6396	1374.6892	963.45233	5.5	false	
2018-03-23_1358_left/016080	1304.3533	888.18774	1378.4785	962.9383	5.5	false	
2018-03-23_1358_left/016079	1311.0167	884.8498	1383.5807	958.91296	5.5	false	
2018-03-23_1358_left/016078	1316.0374	885.9018	1389.4116	959.71454	5.5	false	
2018-03-23_1358_left/016077	1325.9156	885.5038	1395.924	957.1965	5.5	false	
2018-03-23_1358_left/016076	1333.0331	887.5904	1403.2831	959.4654	5.5	false	
2018-03-23_1358_left/016075	1343.3354	887.9129	1411.2776	959.1641	5.5	false	
2018-03-23_1358_left/016074	1353.1035	888.46906	1421.6658	959.2193	5.5	false	
2018-03-23_1358_left/016073	1360.0371	890.3216	1429.0369	960.4469	5.5	false	
2018-03-23_1358_left/016072	1371.88	893.9712	1439.444	962.223	5.5	false	
2018-03-23_1358_left/016071	1379.6501	893.4043	1446.5254	961.9042	5.5	false	
2018-03-23_1358_left/016070	1392.1191	895.7736	1459.1189	962.52704	5.5	false	
2018-03-23_1358_left/016069	1400.2822	897.28467	1466.0964	964.7211	5.5	false	
2018-03-23_1358_left/016068	1410.6814	900.0434	1476.2441	966.4819	5.5	false	
2018-03-23_1358_left/016067	1423.252	902.60956	1489.0642	968.0485	5.5	false	
2018-03-23_1358_left/016066	1431.754	903.64557	1495.7574	969.2078	5.5	false	
2018-03-23_1358_left/016065	1445.4441	905.54974	1509.8799	969.6181	5.5	false	
2018-03-23_1358_left/016064	1456.154	909.11127	1520.123	973.1113	5.5	false	
2018-03-23_1358_left/016063	1468.0913	908.95874	1531.6545	973.20825	5.5	false	
2018-03-23_1358_left/016062	1480.7518	908.0571	1542.0096	971.1548	5.5	false	
2018-03-23_1358_left/016061	1492.7102	908.29456	1555.8638	972.23083	5.5	false	
2018-03-23_1358_left/016060	1508.4955	907.12225	1569.0941	969.2508	5.5	false	
2018-03-23_1358_left/016059	1522.7638	907.4699	1583.7633	971.2175	5.5	false	
2018-03-23_1358_left/016058	1539.8081	907.3067	1599.2502	967.7851	5.5	false	
2018-03-23_1358_left/016057	1555.2167	907.1841	1614.6542	968.65186	5.5	false	
2018-03-23_1358_left/016056	1574.6707	910.5672	1634.4502	969.9835	5.5	false	
2018-03-23_1358_left/016055	1594.2295	910.51697	1652.7351	969.4254	5.5	false	
2018-03-23_1358_left/016054	1614.5537	913.44226	1672.1296	970.5001	5.5	false	
2018-03-23_1358_left/016053	1633.6096	913.05096	1693.105	973.04376	5.5	false	
2018-03-23_1358_left/016052	1656.028	914.4739	1713.8741	972.508	5.5	false	
2018-03-23_1358_left/016051	1675.469	916.90424	1735.7456	976.15186	5.5	false	
2018-03-23_1358_left/016050	1699.0875	915.68353	1756.5333	974.4039	5.5	false	
2018-03-23_1358_left/016049	1719.1715	919.063	1778.4181	977.5322	5.5	false	
2018-03-23_1358_left/016048	1742.2317	918.3256	1800.2017	976.2324	5.5	false	
2018-03-23_1358_left/016047	1762.264	922.71234	1821.1381	980.02545	5.5	false	
2018-03-23_1358_left/016046	1785.5283	922.3254	1843.28	980.1684	5.5	false	
2018-03-23_1358_left/016045	1807.9822	924.36554	1865.4512	981.21027	5.5	false	
2018-03-23_1358_left/016044	1832.0758	926.57654	1888.9825	982.6086	5.5	false	
2018-03-23_1358_left/016043	1854.6697	927.0594	1911.1387	983.1844	5.5	false	
2018-03-23_1358_left/016042	1875.7012	929.612	1932.4822	985.206	5.5	false	
2018-03-23_1358_left/016041	1901.7445	928.63446	1957.4388	983.5761	5.5	false	
2018-03-23_1358_left/016040	1922.7023	933.05896	1979.3873	988.4641	5.5	false	
2018-03-23_1358_left/016039	1947.5391	931.9434	2001.613	986.57184	5.5	false	
2018-03-23_1358_left/016038	1972.5137	932.33185	2026.6072	985.69	5.5	false	
2018-03-23_1358_left/016037	1992.4825	931.34204	2047.3258	985.0606	5.5	false	
2018-03-23_1358_left/016036	2018.5137	929.9192	2073.8572	983.8253	5.5	false	
2018-03-23_1358_left/016035	2042.1514	930.6831	2095.8757	984.21564	5.5	false	
2018-03-23_1358_left/016034	2065.0315	927.5462	2116.683	978.51666	5.5	false	
2018-03-23_1358_left/016033	2089.7544	930.40375	2144.7102	982.99115	5.5	false	
2018-03-23_1358_left/016032	2110.7627	928.1188	2164.7957	980.1823	5.5	false	
2018-03-23_1358_left/016031	2135.8271	927.03815	2191.4187	980.3176	5.5	false	
2018-03-23_1358_left/016030	2156.8564	925.1479	2211.2332	977.4306	5.5	false	
2018-03-23_1358_left/016029	2181.623	924.6751	2234.1853	975.2041	5.5	false	
2018-03-23_1358_left/016028	2205.2961	923.885	2256.6372	974.17786	5.5	false	
2018-03-23_1358_left/016027	2228.4563	922.22894	2282.4458	974.12885	5.5	false	
2018-03-23_1358_left/016026	2250.9897	919.8481	2303.006	970.6386	5.5	false	
2018-03-23_1358_left/016025	2272.1094	922.2969	2324.324	972.43585	5.5	false	
2018-03-23_1358_left/016024	2292.2517	920.556	2345.8691	971.48926	5.5	false	
2018-03-23_1358_left/016023	2314.6375	919.32306	2368.1396	970.0152	5.5	false	
2018-03-23_1358_left/016022	2336.7688	920.4733	2390.6646	969.73016	5.5	false	
2018-03-23_1358_left/016021	2359.1743	918.7141	2411.509	968.1183	5.5	false	
2018-03-23_1358_left/016020	2383.0789	918.9201	2439.8232	968.91516	5.5	false	
2018-03-23_1358_left/016019	2404.447	916.7975	2450.1426	967.06323	5.5	false	
2018-03-23_1358_left/010328	2135.4976	599.52515	2318.7012	772.7079	1.12	false	
2018-03-23_1358_left/010327	2101.2805	629.89777	2281.9182	790.33527	1.12	false	
2018-03-23_1358_left/010326	2068.7588	640.30475	2251.6274	795.9439	1.12	false	
2018-03-23_1358_left/010325	2039.7598	650.4436	2217.4077	802.0863	1.12	false	
2018-03-23_1358_left/010324	2008.8396	665.43365	2188.078	809.8619	1.12	false	
2018-03-23_1358_left/010323	1982.1123	669.2339	2153.899	809.75305	1.12	false	
2018-03-23_1358_left/010322	1957.6476	681.3285	2121.3323	817.3616	1.12	false	
2018-03-23_1358_left/010321	1946.348	697.03534	2094.9443	829.061	1.12	false	
2018-03-23_1358_left/010320	1918.1161	694.0968	2069.2078	819.3745	1.12	false	
2018-03-23_1358_left/010319	1898.9072	709.8822	2046.1665	833.636	1.12	false	
2018-03-23_1358_left/010318	1876.4558	709.7631	2022.2117	827.5988	1.12	false	
2018-03-23_1358_left/010317	1856.3014	723.41473	2001.1786	840.72845	1.12	false	
2018-03-23_1358_left/010316	1844.9731	732.6756	1980.0068	844.56915	1.12	false	
2018-03-23_1358_left/010315	1828.4639	735.9283	1957.3599	846.24615	1.12	false	
2018-03-23_1358_left/010314	1813.3768	742.5433	1939.1344	848.86554	1.12	false	
2018-03-23_1358_left/010313	1798.0332	749.40594	1920.103	854.0966	1.12	false	
2018-03-23_1358_left/010312	1785.1805	755.42804	1900.8307	858.6214	1.12	false	
2018-03-23_1358_left/010311	1773.1151	751.8924	1883.568	852.77423	1.12	false	
2018-03-23_1358_left/010310	1762.3938	764.1539	1871.3987	860.6065	1.12	false	
2018-03-23_1358_left/010309	1743.0127	761.7757	1856.1235	856.53156	1.12	false	
2018-03-23_1358_left/010308	1739.611	779.5777	1845.0956	874.6358	1.12	false	
2018-03-23_1358_left/010307	1722.8026	779.22955	1830.6696	870.74176	1.12	false	
2018-03-23_1358_left/010306	1713.49	786.02997	1817.3728	874.9101	1.12	false	
2018-03-23_1358_left/010305	1707.6414	794.3394	1805.5339	879.41315	1.12	false	
2018-03-23_1358_left/010304	1699.4261	789.9077	1793.7491	875.09485	1.12	false	
2018-03-23_1358_left/010303	1686.1406	794.4606	1779.4565	877.5303	1.12	false	
2018-03-23_1358_left/010302	1685.5369	801.99774	1775.4236	879.57904	1.12	false	
2018-03-23_1358_left/010301	1672.131	787.5574	1763.8763	867.86316	1.12	false	
2018-03-23_1358_left/010300	1664.3452	807.7394	1752.3652	887.24365	1.12	false	
2018-03-23_1358_left/010299	1661.0228	805.7813	1746.0939	880.483	1.12	false	
2018-03-23_1358_left/010298	1649.879	816.1009	1731.1439	890.7884	1.12	false	
2018-03-23_1358_left/010297	1642.0159	817.93805	1723.6399	889.8199	1.12	false	
2018-03-23_1358_left/010296	1641.5247	820.09625	1722.1516	889.47614	1.12	false	
2018-03-23_1358_left/010295	1628.0929	820.61224	1708.1615	893.20233	1.12	false	
2018-03-23_1358_left/010294	1627.3108	820.85077	1706.0647	889.54974	1.12	false	
2018-03-23_1358_left/010293	1618.9296	822.0008	1696.9928	890.2513	1.12	false	
2018-03-23_1358_left/010292	1613.398	826.7308	1690.0869	893.54474	1.12	false	
2018-03-23_1358_left/010291	1606.8588	824.32336	1682.423	891.19824	1.12	false	
2018-03-23_1358_left/010290	1603.4879	829.3071	1677.7391	894.9957	1.12	false	
2018-03-23_1358_left/010289	1593.4504	827.1721	1668.511	893.7948	1.12	false	
2018-03-23_1358_left/010288	1594.5106	830.2453	1666.6456	892.9462	1.12	false	
2018-03-23_1358_left/010287	1585.3419	829.00104	1656.6581	893.2442	1.12	false	
2018-03-23_1358_left/010286	1583.5673	831.9672	1651.5148	892.78973	1.12	false	
2018-03-23_1358_left/010285	1577.6112	832.2918	1645.424	892.7923	1.12	false	
2018-03-23_1358_left/010284	1573.939	832.6041	1640.8774	892.23	1.12	false	
2018-03-23_1358_left/010283	1567.2993	829.4927	1634.4858	887.84143	1.12	false	
2018-03-23_1358_left/010282	1565.6852	829.3962	1631.0023	887.24115	1.12	false	
2018-03-23_1358_left/010281	1560.6523	826.97894	1625.9023	884.9787	1.12	false	
