frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-02-07_1349_left/001013	1737	949	1777	989	4.4.1		
2018-02-07_1349_left/001013	1988	868	2019	949	5.19.1		
2018-02-07_1349_left/001014	1892	671	2056	815	2.1		
2018-02-07_1349_left/001014	2001	864	2035	943	5.19.1		
2018-02-07_1349_left/001014	1745	951	1783	990	4.4.1		
2018-02-07_1349_left/001015	2014	861	2051	947	5.19.1		
2018-02-07_1349_left/001015	1746	951	1793	994	4.4.1		
2018-02-07_1349_left/001015	1906	646	2068	818	2.1		
2018-02-07_1349_left/001016	1927	649	2106	807	2.1		
2018-02-07_1349_left/001016	2031	846	2066	949	5.19.1		
2018-02-07_1349_left/001016	1747	951	1795	994	4.4.1		
2018-02-07_1349_left/001017	1938	633	2124	800	2.1		
2018-02-07_1349_left/001017	2047	844	2081	944	5.19.1		
2018-02-07_1349_left/001017	1759	950	1799	990	4.4.1		
2018-02-07_1349_left/001018	2065	845	2100	944	5.19.1		
2018-02-07_1349_left/001018	1764	951	1804	990	4.4.1		
2018-02-07_1349_left/001018	1963	625	2145	799	2.1		
2018-02-07_1349_left/001019	1979	620	2190	793	2.1		
2018-02-07_1349_left/001019	2081	838	2117	948	5.19.1		
2018-02-07_1349_left/001019	1765	950	1807	992	4.4.1		
2018-02-07_1349_left/001020	2014	604	2211	790	2.1		
2018-02-07_1349_left/001020	1775	949	1815	988	4.4.1		
2018-02-07_1349_left/001020	2109	836	2142	947	5.19.1		
2018-02-07_1349_left/001021	2026	600	2264	786	2.1		
2018-02-07_1349_left/001021	1778	951	1824	996	4.4.1		
2018-02-07_1349_left/001022	2057	573	2271	768	2.1		
2018-02-07_1349_left/001022	1776	953	1828	1002	4.4.1		
2018-02-07_1349_left/001023	1791	956	1834	1000	4.4.1		
2018-02-07_1349_left/001023	2102	562	2298	760	2.1		
2018-02-07_1349_left/001024	2116	551	2340	756	2.1		
2018-02-07_1349_left/001024	2177	839	2212	957	5.19.1		
2018-02-07_1349_left/001024	1794	957	1844	1007	4.4.1		
2018-02-07_1349_left/001025	2154	551	2389	749	2.1		
2018-02-07_1349_left/001025	1796	956	1849	1005	4.4.1		
2018-02-07_1349_left/001025	2195	832	2254	941	5.19.1		
2018-02-07_1349_left/001026	2168	514	2448	746	2.1		
2018-02-07_1349_left/001026	2217	829	2268	948	5.19.1		
2018-02-07_1349_left/001026	1803	948	1859	1000	4.4.1		
2018-02-07_1349_left/001027	2235	512	2448	731	2.1		
2018-02-07_1349_left/001027	1809	947	1860	998	4.4.1		
2018-02-07_1349_left/001027	2233	812	2306	939	5.19.1		
2018-02-07_1349_left/001028	2264	816	2322	939	5.19.1		
2018-02-07_1349_left/001028	1819	946	1869	995	4.4.1		
2018-02-07_1349_left/001028	2253	469	2448	723	2.1		
2018-02-07_1349_left/010283	2105	380	2233	539	5.19.1		
2018-02-07_1349_left/010283	1821	943	1902	1023	4.1.1		
2018-02-07_1349_left/010283	1826	771	1944	852	2.4		
2018-02-07_1349_left/010284	2125	361	2260	527	5.19.1		
2018-02-07_1349_left/010284	1837	946	1913	1024	4.1.1		
2018-02-07_1349_left/010284	1851	766	1950	848	2.4		
2018-02-07_1349_left/010285	2164	329	2298	510	5.19.1		
2018-02-07_1349_left/010285	1844	940	1924	1020	4.1.1		
2018-02-07_1349_left/010285	1860	756	1965	842	2.4		
2018-02-07_1349_left/010286	2201	316	2331	499	5.19.1		
2018-02-07_1349_left/010286	1857	944	1935	1026	4.1.1		
2018-02-07_1349_left/010286	1872	757	1977	844	2.4		
2018-02-07_1349_left/010287	2236	293	2376	465	5.19.1		
2018-02-07_1349_left/010287	1870	945	1945	1026	4.1.1		
2018-02-07_1349_left/010287	1887	739	1993	843	2.4		
2018-02-07_1349_left/010288	2277	263	2425	454	5.19.1		
2018-02-07_1349_left/010288	1875	946	1964	1025	4.1.1		
2018-02-07_1349_left/010288	1897	740	1994	839	2.4		
2018-02-07_1349_left/010289	1888	943	1979	1028	4.1.1		
2018-02-07_1349_left/010289	1901	745	2026	839	2.4		
2018-02-07_1349_left/010290	1908	941	1989	1021	4.1.1		
2018-02-07_1349_left/010290	1918	734	2037	827	2.4		
2018-02-07_1349_left/010291	1939	721	2050	822	2.4		
2018-02-07_1349_left/010291	1925	941	2009	1021	4.1.1		
2018-02-07_1349_left/010292	1934	935	2027	1032	4.1.1		
2018-02-07_1349_left/010292	1950	728	2073	813	2.4		
2018-02-07_1349_left/010293	1944	930	2040	1027	4.1.1		
2018-02-07_1349_left/010293	1969	719	2080	798	2.4		
2018-02-07_1349_left/010294	1987	710	2108	808	2.4		
2018-02-07_1349_left/010294	1959	927	2059	1025	4.1.1		
2018-02-07_1349_left/010295	1998	695	2135	809	2.4		
2018-02-07_1349_left/010295	1973	930	2074	1026	4.1.1		
2018-02-07_1349_left/010296	2017	687	2144	800	2.4		
2018-02-07_1349_left/010296	1998	930	2083	1018	4.1.1		
2018-02-07_1349_left/010297	2030	686	2167	793	2.4		
2018-02-07_1349_left/010297	2015	927	2100	1015	4.1.1		
2018-02-07_1349_left/010298	2046	667	2184	788	2.4		
2018-02-07_1349_left/010298	2025	921	2130	1028	4.1.1		
2018-02-07_1349_left/010299	2065	674	2210	794	2.4		
2018-02-07_1349_left/010299	2039	918	2154	1015	4.1.1		
2018-02-07_1349_left/010300	2062	924	2171	1030	4.1.1		
2018-02-07_1349_left/010300	2085	662	2232	788	2.4		
2018-02-07_1349_left/010301	2082	918	2195	1033	4.1.1		
2018-02-07_1349_left/010301	2093	663	2259	777	2.4		
2018-02-07_1349_left/010302	2095	918	2224	1037	4.1.1		
2018-02-07_1349_left/010302	2110	654	2283	782	2.4		
2018-02-07_1349_left/010303	2121	913	2241	1034	4.1.1		
2018-02-07_1349_left/010303	2142	640	2313	772	2.4		
2018-02-07_1349_left/010304	2164	627	2346	766	2.4		
2018-02-07_1349_left/010304	2144	907	2272	1036	4.1.1		
2018-02-07_1349_left/010305	2160	907	2296	1034	4.1.1		
2018-02-07_1349_left/010305	2193	617	2363	758	2.4		
2018-02-07_1349_left/010306	2189	896	2328	1029	4.1.1		
2018-02-07_1349_left/010306	2210	604	2394	752	2.4		
2018-02-07_1349_left/010307	2238	591	2420	746	2.4		
2018-02-07_1349_left/010307	2210	890	2359	1036	4.1.1		
2018-02-07_1349_left/010308	2246	896	2383	1038	4.1.1		
2018-02-07_1349_left/010308	2264	581	2446	732	2.4		
2018-02-07_1349_left/010309	2275	892	2416	1042	4.1.1		
2018-02-07_1349_left/010310	2309	893	2448	1043	4.1.1		
2018-02-07_1349_left/010883	872	1030	888	1048	5.16		
2018-02-07_1349_left/010904	1342	968	1359	990	4.1.4		
2018-02-07_1349_left/010946	1357	970	1379	996	4.1.4		
2018-02-07_1349_left/010947	1358	970	1382	997	4.1.4		
2018-02-07_1349_left/010951	1356	974	1379	1002	4.1.4		
2018-02-07_1349_left/010954	1360	965	1383	990	4.1.4		
2018-02-07_1349_left/010956	1359	959	1382	987	4.1.4		
2018-02-07_1349_left/010957	1360	950	1388	980	4.1.4		
2018-02-07_1349_left/010958	1360	959	1382	987	4.1.4		
2018-02-07_1349_left/010959	1361	956	1386	986	4.1.4		
2018-02-07_1349_left/010961	1360	945	1387	978	4.1.4		
2018-02-07_1349_left/010963	1362	956	1390	987	4.1.4		
2018-02-07_1349_left/010964	1361	957	1388	987	4.1.4		
2018-02-07_1349_left/010965	1366	959	1387	984	4.1.4		
2018-02-07_1349_left/010966	1366	952	1392	982	4.1.4		
2018-02-07_1349_left/010967	1370	956	1396	986	4.1.4		
2018-02-07_1349_left/010968	1372	957	1397	988	4.1.4		
2018-02-07_1349_left/010969	1371	946	1395	977	4.1.4		
2018-02-07_1349_left/010970	1373	954	1399	985	4.1.4		
2018-02-07_1349_left/010971	1371	961	1398	996	4.1.4		
2018-02-07_1349_left/010972	1372	955	1403	993	4.1.4		
