frame	class	xtl	ytl	xbr	ybr	score
2018-03-23_1358_left/020642	1.23	35.44160461425781	864.3046875	109.31631469726562	924.7862548828124	0.6325073838233948
2018-03-23_1358_left/020642	3.27	1922.990478515625	961.4282836914062	2003.464599609375	1042.73046875	0.9168922901153564
2018-03-23_1358_left/020642	8.2	1935.21875	1051.1705322265623	1988.516357421875	1141.9342041015625	0.9128151535987854
2018-03-23_1358_left/020644	1.23	0.0	855.7512817382812	66.67982482910156	923.8239135742188	0.8027104735374451
2018-03-23_1358_left/020644	3.27	1966.419921875	965.252685546875	2047.69873046875	1050.1439208984377	0.9377133250236512
2018-03-23_1358_left/020644	8.2	1980.784912109375	1061.396728515625	2031.550048828125	1146.104248046875	0.897788405418396
2018-03-23_1358_left/020646	3.27	2014.1495361328125	963.778076171875	2104.328857421875	1051.73828125	0.9299244880676271
2018-03-23_1358_left/020646	8.2	2030.9302978515625	1064.0157470703123	2082.650634765625	1155.5570068359375	0.9319334626197816
2018-03-23_1358_left/020648	3.27	2070.062744140625	958.4441528320312	2166.537353515625	1054.60107421875	0.9426923394203186
2018-03-23_1358_left/020648	8.2	2091.20751953125	1066.60205078125	2145.28955078125	1168.2060546875	0.8949305415153503
2018-03-23_1358_left/020650	3.27	2133.401611328125	950.3599243164062	2235.776123046875	1053.0452880859377	0.93722802400589
2018-03-23_1358_left/020650	5.19	2131.7099609375	832.7899780273438	2245.0224609375	932.3297729492188	0.6647912859916687
2018-03-23_1358_left/020650	8.2	2155.227294921875	1067.164306640625	2211.578857421875	1164.115478515625	0.9087461829185486
2018-03-23_1358_left/020652	3.27	2204.168701171875	943.3453979492188	2311.684814453125	1054.4979248046877	0.9182226061820984
2018-03-23_1358_left/020652	8.2	2222.8720703125	1064.8232421875	2286.890625	1179.8115234375	0.8970695734024048
2018-03-23_1358_left/020654	3.27	2286.3271484375	937.8331909179688	2403.1552734375	1056.98046875	0.9603664875030518
2018-03-23_1358_left/020654	5.19	2278.655517578125	800.4171142578125	2411.591064453125	916.9022216796876	0.7202796339988708
2018-03-23_1358_left/020654	8.2	2307.30615234375	1066.0064697265623	2376.6025390625	1189.6534423828125	0.9262462854385376
2018-03-23_1358_left/020656	3.27	2383.841064453125	942.330078125	2444.0	1059.1300048828123	0.9479179978370668
2018-03-23_1358_left/020888	2.1	1566.806640625	905.3135375976562	1633.791259765625	959.6416625976562	0.7446285486221313
2018-03-23_1358_left/020890	2.1	1583.8634033203125	905.0859985351562	1639.6307373046875	960.9608764648438	0.701680064201355
2018-03-23_1358_left/020892	2.1	1591.35595703125	902.6016235351562	1651.90380859375	959.9010620117188	0.8247088193893433
2018-03-23_1358_left/020894	2.1	1595.0169677734375	896.7205200195312	1658.2271728515625	954.9463500976562	0.7577167749404907
2018-03-23_1358_left/020904	2.1	1625.014892578125	878.5612182617188	1687.48974609375	947.8303833007812	0.7507973313331604
2018-03-23_1358_left/020906	2.1	1632.3734130859375	880.775634765625	1694.1622314453125	947.8546142578124	0.7071114182472229
2018-03-23_1358_left/020908	2.1	1637.4749755859375	884.9620361328125	1701.1744384765625	953.111083984375	0.785427451133728
2018-03-23_1358_left/020910	2.1	1644.4932861328125	884.7970581054688	1710.3192138671875	956.0934448242188	0.7457763552665709
2018-03-23_1358_left/020912	2.1	1648.8211669921875	877.4666748046875	1717.2249755859375	950.71728515625	0.6963194608688354
2018-03-23_1358_left/020914	2.1	1655.7734375	874.8211059570312	1719.468017578125	949.8126831054688	0.6724480986595154
2018-03-23_1358_left/020916	2.1	1662.2598876953125	870.6956787109375	1729.8365478515625	946.4852294921876	0.8412249088287354
2018-03-23_1358_left/020918	2.1	1666.6090087890625	872.0376586914062	1733.4901123046875	949.8192749023438	0.7476555705070496
2018-03-23_1358_left/020920	2.1	1668.9910888671875	870.5652465820312	1741.5787353515625	953.2163696289062	0.8397905230522156
2018-03-23_1358_left/020924	2.1	1677.80029296875	866.9180297851562	1754.982421875	947.9905395507812	0.6962892413139343
2018-03-23_1358_left/020926	2.1	1686.1910400390625	867.986328125	1756.4805908203125	944.7884521484376	0.7123092412948608
2018-03-23_1358_left/020928	2.1	1693.1656494140625	871.1340942382812	1760.7054443359375	946.5719604492188	0.814464271068573
2018-03-23_1358_left/020930	2.1	1694.0169677734375	871.88037109375	1763.4432373046875	954.6990966796876	0.8045204281806946
2018-03-23_1358_left/020932	2.1	1696.4010009765625	872.882568359375	1770.1932373046875	957.929443359375	0.9275006651878356
2018-03-23_1358_left/020934	2.1	1701.8197021484375	873.1800537109375	1775.1146240234375	956.75	0.8326774835586548
2018-03-23_1358_left/020938	2.1	1707.5814208984375	872.483642578125	1789.4503173828125	959.5146484375	0.8362632989883423
2018-03-23_1358_left/020940	2.1	1712.6610107421875	872.1341552734375	1794.2655029296875	959.55859375	0.7966379523277283
2018-03-23_1358_left/020942	2.1	1713.121826171875	871.0198974609375	1796.25634765625	962.8360595703124	0.7172340154647827
2018-03-23_1358_left/020944	2.1	1719.630615234375	870.5206909179688	1798.31396484375	957.6637573242188	0.7155762910842896
2018-03-23_1358_left/020946	2.1	1723.2918701171875	870.7283935546875	1805.4549560546875	960.308837890625	0.7408209443092346
2018-03-23_1358_left/020948	2.1	1726.7471923828125	869.384033203125	1810.0889892578125	960.326171875	0.7742418050765991
2018-03-23_1358_left/020952	2.1	1734.34619140625	868.4727172851562	1820.61181640625	960.9954223632812	0.6170764565467834
2018-03-23_1358_left/020954	2.1	1734.68798828125	868.43310546875	1830.8056640625	963.040283203125	0.6371512413024902
2018-03-23_1358_left/020958	2.1	1742.5784912109375	872.8324584960938	1828.1456298828125	966.4324340820312	0.6735970377922058
2018-03-23_1358_left/020960	2.1	1749.8409423828125	872.8619995117188	1830.9742431640625	965.2911987304688	0.6393331289291382
2018-03-23_1358_left/020962	2.1	1753.1807861328125	873.7240600585938	1833.0296630859373	966.4851684570312	0.8148688673973083
2018-03-23_1358_left/020964	2.1	1754.5716552734375	869.548095703125	1836.5240478515625	967.0113525390624	0.8386715054512024
2018-03-23_1358_left/020966	2.1	1755.72314453125	871.6980590820312	1841.826171875	968.7391967773438	0.8413675427436829
2018-03-23_1358_left/020968	2.1	1757.7720947265625	870.3804321289062	1844.6192626953125	968.1825561523438	0.7828530669212341
2018-03-23_1358_left/020970	2.1	1763.2930908203125	868.5282592773438	1851.7449951171875	964.6439819335938	0.6643248796463013
2018-03-23_1358_left/020972	2.1	1765.441162109375	866.2349243164062	1853.889892578125	963.3768920898438	0.7487136721611023
2018-03-23_1358_left/020974	2.1	1767.927734375	868.0855712890625	1856.376708984375	962.3387451171876	0.6239386200904846
2018-03-23_1358_left/020976	2.1	1770.692138671875	867.957763671875	1858.65234375	964.8375244140624	0.6985059380531311
2018-03-23_1358_left/020978	2.1	1772.8328857421875	868.72119140625	1860.9364013671875	963.8721923828124	0.8246305584907532
2018-03-23_1358_left/020980	2.1	1772.9058837890625	866.112060546875	1862.7269287109373	960.420166015625	0.7109730839729309
2018-03-23_1358_left/020982	2.1	1776.28759765625	865.0050048828125	1863.9189453125	962.0440673828124	0.7875296473503113
2018-03-23_1358_left/020984	2.1	1777.6444091796875	864.9070434570312	1867.9542236328125	960.4146118164062	0.833679735660553
2018-03-23_1358_left/020986	2.1	1778.697509765625	866.8764038085938	1870.3095703125	960.9165649414062	0.8389984965324402
2018-03-23_1358_left/020988	2.1	1782.882568359375	869.2909545898438	1866.134521484375	962.0487670898438	0.7772414088249207
2018-03-23_1358_left/020990	2.1	1780.60400390625	865.7054443359375	1873.303955078125	960.2120361328124	0.7656906843185425
2018-03-23_1358_left/020992	2.1	1781.03271484375	865.3597412109375	1873.832763671875	959.6002197265624	0.8579967617988586
2018-03-23_1358_left/020994	2.1	1782.9158935546875	865.3759765625	1875.7774658203125	958.5447998046876	0.8458099961280823
2018-03-23_1358_left/020996	2.1	1783.7646484375	865.2454223632812	1873.423583984375	961.7426147460938	0.8667614459991455
2018-03-23_1358_left/020998	2.1	1783.3602294921875	864.9910278320312	1875.4293212890625	961.8438110351562	0.7128607034683228
2018-03-23_1358_left/021000	2.1	1783.0084228515625	865.322998046875	1878.2283935546875	959.9844970703124	0.7571032643318176
2018-03-23_1358_left/021002	2.1	1784.3013916015625	867.1885375976562	1875.3204345703125	964.9328002929688	0.7069499492645264
2018-03-23_1358_left/021004	2.1	1783.9765625	868.4431762695312	1873.82568359375	966.1915893554688	0.6888960003852844
2018-03-23_1358_left/021006	2.1	1779.320556640625	865.6177978515625	1878.74951171875	966.0450439453124	0.6258326768875122
2018-03-23_1358_left/021008	2.1	1786.3486328125	870.0100708007812	1877.860595703125	966.4141235351562	0.6892226338386536
2018-03-23_1358_left/021016	2.1	1787.321044921875	869.7141723632812	1882.98291015625	967.7568969726562	0.6236591339111328
2018-03-23_1358_left/021034	2.1	1794.0308837890625	868.757080078125	1892.9478759765625	966.869384765625	0.6198076605796814
2018-03-23_1358_left/021038	2.1	1798.98388671875	869.8358154296875	1893.78857421875	965.3814697265624	0.6338739395141602
2018-03-23_1358_left/021050	2.1	1798.94580078125	866.8822021484375	1901.491943359375	967.18603515625	0.7288239002227783
2018-03-23_1358_left/021052	2.1	1799.8804931640625	865.9557495117188	1901.0880126953125	966.4624633789062	0.663352906703949
2018-03-23_1358_left/021054	2.1	1801.2110595703125	865.3447875976562	1901.9908447265625	965.4752807617188	0.6318935751914978
2018-03-23_1358_left/021056	2.1	1799.781982421875	866.0924682617188	1901.781494140625	967.4972534179688	0.6740159392356873
2018-03-23_1358_left/021058	2.1	1799.759521484375	865.9568481445312	1902.40576171875	968.2152709960938	0.7292631268501282
2018-03-23_1358_left/021060	2.1	1801.2393798828125	865.1162719726562	1905.0147705078125	967.0187377929688	0.7074099779129028
2018-03-23_1358_left/021062	2.1	1802.0037841796875	865.3116455078125	1906.7974853515625	967.14990234375	0.7034585475921631
2018-03-23_1358_left/021064	2.1	1802.54345703125	863.4922485351562	1909.048095703125	967.6301879882812	0.7688612341880798
2018-03-23_1358_left/021066	2.1	1802.3096923828125	862.478759765625	1910.7640380859373	968.966796875	0.7830625176429749
2018-03-23_1358_left/021068	2.1	1802.1309814453125	862.1568603515625	1912.4918212890625	967.9029541015624	0.7487354278564453
2018-03-23_1358_left/021070	2.1	1806.9459228515625	865.4805908203125	1910.2437744140625	967.2769775390624	0.7939126491546631
2018-03-23_1358_left/021072	2.1	1807.0384521484373	865.1836547851562	1910.8507080078125	964.4683227539062	0.8329600095748901
2018-03-23_1358_left/021074	2.1	1807.718017578125	864.9584350585938	1910.036865234375	967.9586791992188	0.8391072750091553
2018-03-23_1358_left/021076	2.1	1810.07568359375	865.5922241210938	1911.333740234375	967.0470581054688	0.7959043383598328
2018-03-23_1358_left/021078	2.1	1808.73828125	864.6923217773438	1913.913330078125	967.4497680664062	0.7425337433815002
2018-03-23_1358_left/021080	2.1	1810.29296875	864.6362915039062	1911.807861328125	968.4498901367188	0.8170286417007446
2018-03-23_1358_left/021082	2.1	1811.4632568359373	863.247314453125	1913.9176025390625	966.6788330078124	0.886501669883728
2018-03-23_1358_left/021084	2.1	1814.6492919921875	864.21337890625	1915.3448486328125	967.306396484375	0.876591682434082
2018-03-23_1358_left/021086	2.1	1814.456787109375	862.87939453125	1917.148193359375	968.5611572265624	0.8776891827583313
2018-03-23_1358_left/021088	2.1	1816.086669921875	861.71484375	1918.390380859375	966.4580078125	0.8927421569824219
2018-03-23_1358_left/021090	2.1	1817.1728515625	862.094970703125	1921.59912109375	966.4683837890624	0.8250947594642639
2018-03-23_1358_left/021092	2.1	1817.9954833984373	860.5873413085938	1921.7144775390625	966.1045532226562	0.9088159799575806
2018-03-23_1358_left/021094	2.1	1819.042236328125	861.892578125	1923.4033203125	966.283935546875	0.8845406174659729
2018-03-23_1358_left/021096	2.1	1817.5816650390625	861.7049560546875	1924.3966064453125	965.9412841796876	0.8636955618858337
2018-03-23_1358_left/021098	2.1	1818.429443359375	861.67822265625	1925.830322265625	966.064697265625	0.8359037637710571
2018-03-23_1358_left/021100	2.1	1820.4105224609373	859.9580688476562	1928.1094970703125	967.4718627929688	0.8844764232635498
2018-03-23_1358_left/021102	2.1	1822.02587890625	860.3157958984375	1928.269775390625	965.925048828125	0.8619349002838135
2018-03-23_1358_left/021104	2.1	1824.4564208984373	862.712646484375	1928.4356689453125	965.27294921875	0.8823190927505493
2018-03-23_1358_left/021106	2.1	1826.349853515625	860.3919677734375	1933.93310546875	962.7872314453124	0.8796880841255188
