detection_scores	frame	ytl	xtl	ybr	xbr	class	width_half	square
0.8005386999999999	2018-03-23_1352_right/003618	850	2314	977	2433	5.20	1224.0	15113
0.7482108000000001	2018-03-23_1352_right/000730	911	1444	951	1484	5.20	1224.0	1600
0.70639044	2018-03-23_1352_right/000730	620	2115	759	2256	5.19	1224.0	19599
0.68365014	2018-03-23_1352_right/008350	839	2094	873	2122	5.19	1224.0	952
0.65037364	2018-03-23_1352_right/002077	618	2297	826	2448	2.4	1224.0	31408
0.7461781	2018-03-23_1352_right/001268	465	1726	680	1943	5.20	1224.0	46655
0.7390584	2018-03-23_1352_right/000808	910	1536	960	1583	5.20	1224.0	2350
0.5745762	2018-03-23_1352_right/000808	858	835	912	889	5.19	1224.0	2916
0.55745596	2018-03-23_1352_right/000808	779	1757	867	1846	3.27	1224.0	7832
0.50049603	2018-03-23_1352_right/000808	850	1536	906	1579	5.20	1224.0	2408
0.59293354	2018-03-23_1352_right/005804	819	2080	897	2163	4.1	1224.0	6474
0.5109737	2018-03-23_1352_right/005804	727	2068	811	2170	2.4	1224.0	8568
0.6564766	2018-03-23_1352_right/008475	838	2094	873	2122	5.19	1224.0	980
0.7383812	2018-03-23_1352_right/002409	831	380	893	443	5.20	1224.0	3906
0.81608486	2018-03-23_1352_right/002426	790	1350	875	1404	5.20	1224.0	4590
0.75212616	2018-03-23_1352_right/002426	822	408	891	475	5.20	1224.0	4623
0.67230725	2018-03-23_1352_right/008472	838	2094	872	2123	5.19	1224.0	986
0.77220726	2018-03-23_1352_right/001201	817	1353	889	1421	5.20	1224.0	4896
0.5239069000000001	2018-03-23_1352_right/004200	860	1636	920	1694	4.1	1224.0	3480
0.50615495	2018-03-23_1352_right/004200	902	929	935	956	5.19	1224.0	891
0.7037190999999999	2018-03-23_1352_right/001838	819	1768	916	1877	2.4	1224.0	10573
0.66854835	2018-03-23_1352_right/008465	837	2094	873	2123	5.19	1224.0	1044
0.5878333	2018-03-23_1352_right/001954	614	2216	814	2443	2.4	1224.0	45400
0.7935131999999999	2018-03-23_1352_right/000663	920	769	1006	846	5.20	1224.0	6622
0.6870921999999999	2018-03-23_1352_right/000663	824	770	913	848	5.19	1224.0	6942
0.5763302	2018-03-23_1352_right/000663	910	1064	942	1093	5.19	1224.0	928
0.5982805999999999	2018-03-23_1352_right/003838	859	1745	976	1856	4.1	1224.0	12987
0.5516766	2018-03-23_1352_right/007292	730	1127	781	1165	2.1	1224.0	1938
0.8061505	2018-03-23_1352_right/000860	877	1691	950	1765	5.20	1224.0	5402
0.6850959	2018-03-23_1352_right/000860	584	2265	755	2434	3.27	1224.0	28899
0.6389408000000001	2018-03-23_1352_right/000860	789	685	874	768	5.19	1224.0	7055
0.588006	2018-03-23_1352_right/000860	788	1684	869	1766	5.19	1224.0	6642
0.65381324	2018-03-23_1352_right/002071	626	2289	831	2448	2.4	1224.0	32595
0.7772501	2018-03-23_1352_right/001194	830	1335	895	1400	5.20	1224.0	4225
0.6352905	2018-03-23_1352_right/003597	883	291	914	320	5.19	1224.0	899
0.71846277	2018-03-23_1352_right/007226	697	1764	749	1815	4.1	1224.0	2652
0.5751465	2018-03-23_1352_right/007226	635	1757	694	1824	2.4	1224.0	3953
0.7849404000000001	2018-03-23_1352_right/000312	810	1873	923	1992	5.20	1224.0	13447
0.59547967	2018-03-23_1352_right/000312	695	1877	808	1987	3.27	1224.0	12430
0.6245965	2018-03-23_1352_right/007736	923	983	1015	1007	8.22	1224.0	2208
0.7982788000000001	2018-03-23_1352_right/000878	838	1797	931	1891	5.20	1224.0	8742
0.7131814000000001	2018-03-23_1352_right/000878	745	577	845	673	5.19	1224.0	9600
0.54342103	2018-03-23_1352_right/000878	736	1791	830	1887	5.19	1224.0	9024
0.7778685000000001	2018-03-23_1352_right/002422	794	1322	875	1373	5.20	1224.0	4131
0.7308741	2018-03-23_1352_right/002422	827	409	893	472	5.20	1224.0	4158
0.7415553	2018-03-23_1352_right/000835	898	1590	955	1650	5.20	1224.0	3420
0.6698133000000001	2018-03-23_1352_right/000835	836	782	895	839	5.19	1224.0	3363
0.59684217	2018-03-23_1352_right/000835	715	1912	828	2019	3.27	1224.0	12091
0.5524829000000001	2018-03-23_1352_right/007219	662	1703	717	1767	2.4	1224.0	3520
0.5310248000000001	2018-03-23_1352_right/007219	719	1708	768	1759	4.1	1224.0	2499
0.6810194	2018-03-23_1352_right/004126	893	939	921	968	5.19	1224.0	812
0.67725873	2018-03-23_1352_right/008463	837	2094	872	2122	5.19	1224.0	980
0.621751	2018-03-23_1352_right/008333	838	2095	874	2122	5.19	1224.0	972
0.80203253	2018-03-23_1352_right/000781	885	1493	934	1541	5.20	1224.0	2352
0.6501384	2018-03-23_1352_right/000781	846	865	891	909	5.19	1224.0	1980
0.5529301999999999	2018-03-23_1352_right/000781	838	1495	881	1538	5.20	1224.0	1849
0.780961	2018-03-23_1352_right/003695	704	490	855	617	5.20	1224.0	19177
0.6050008000000001	2018-03-23_1352_right/003695	554	488	697	619	5.19	1224.0	18733
0.86224276	2018-03-23_1352_right/003700	697	405	853	541	5.20	1224.0	21216
0.6717345	2018-03-23_1352_right/003700	529	406	679	541	5.19	1224.0	20250
0.7586208999999999	2018-03-23_1352_right/003598	879	269	913	304	5.19	1224.0	1190
0.6830623	2018-03-23_1352_right/004320	833	257	895	316	3.24	1224.0	3658
0.651364	2018-03-23_1352_right/004320	766	259	831	321	5.20	1224.0	4030
0.7820547	2018-03-23_1352_right/000302	834	1793	929	1897	5.20	1224.0	9880
0.5973755999999999	2018-03-23_1352_right/000302	727	1793	826	1893	3.27	1224.0	9900
0.94712657	2018-03-23_1352_right/003172	858	1314	897	1352	5.20	1224.0	1482
0.6563011	2018-03-23_1352_right/008324	839	2094	874	2122	5.19	1224.0	980
0.64002043	2018-03-23_1352_right/001921	619	2122	784	2335	2.4	1224.0	35145
0.6356799	2018-03-23_1352_right/001782	819	1585	884	1656	2.4	1224.0	4615
0.5900164000000001	2018-03-23_1352_right/001782	826	184	889	241	2.4	1224.0	3591
0.5682999	2018-03-23_1352_right/004167	895	984	927	1014	5.19	1224.0	960
0.631326	2018-03-23_1352_right/007749	912	879	1012	907	8.22	1224.0	2800
0.7474249	2018-03-23_1352_right/000629	933	862	989	917	5.20	1224.0	3080
0.6783398	2018-03-23_1352_right/008383	838	2094	873	2122	5.19	1224.0	980
0.6994318	2018-03-23_1352_right/008484	837	2094	872	2122	5.19	1224.0	980
0.7778892	2018-03-23_1352_right/000325	786	2003	918	2148	5.20	1224.0	19140
0.6366398	2018-03-23_1352_right/000325	634	1999	782	2138	3.27	1224.0	20572
0.72343415	2018-03-23_1352_right/008274	839	2094	872	2122	5.19	1224.0	924
0.6924075	2018-03-23_1352_right/008487	838	2093	872	2122	5.19	1224.0	986
0.5660391	2018-03-23_1352_right/001755	854	1533	906	1590	2.4	1224.0	2964
0.8294895	2018-03-23_1352_right/003243	757	1468	834	1544	5.20	1224.0	5852
0.6256976	2018-03-23_1352_right/000541	881	1427	919	1462	5.20	1224.0	1330
0.56233215	2018-03-23_1352_right/007262	422	2200	530	2322	2.4	1224.0	13176
0.6198311	2018-03-23_1352_right/007777	909	561	1064	601	8.22	1224.0	6200
0.6210604000000001	2018-03-23_1352_right/007767	933	695	1064	730	8.22	1224.0	4585
0.8177555999999999	2018-03-23_1352_right/001240	710	1465	828	1583	5.20	1224.0	13924
0.7626496	2018-03-23_1352_right/003238	781	1454	851	1523	5.20	1224.0	4830
0.7273736	2018-03-23_1352_right/004108	907	924	936	946	5.19	1224.0	638
0.8762813	2018-03-23_1352_right/001281	149	2037	497	2398	5.20	1224.0	125628
0.7474093	2018-03-23_1352_right/002413	827	393	892	453	5.20	1224.0	3900
0.6397503000000001	2018-03-23_1352_right/001842	810	1795	911	1912	2.4	1224.0	11817
0.60751253	2018-03-23_1352_right/002051	632	2268	833	2448	2.4	1224.0	36180
0.68983024	2018-03-23_1352_right/008296	838	2094	872	2121	5.19	1224.0	918
0.6786345	2018-03-23_1352_right/008499	838	2094	873	2122	5.19	1224.0	980
0.6538239	2018-03-23_1352_right/001889	672	2000	818	2177	2.4	1224.0	25842
0.74711466	2018-03-23_1352_right/003591	893	398	922	427	5.19	1224.0	841
0.7271774000000001	2018-03-23_1352_right/006113	389	2095	629	2346	3.24	1224.0	60240
0.8037831	2018-03-23_1352_right/000907	755	2030	898	2170	5.20	1224.0	20020
0.69728756	2018-03-23_1352_right/000907	591	170	735	320	5.19	1224.0	21600
0.6030260999999999	2018-03-23_1352_right/000907	594	2023	736	2163	5.19	1224.0	19880
0.84703314	2018-03-23_1352_right/000510	964	986	998	1020	5.20	1224.0	1156
0.78075045	2018-03-23_1352_right/001140	870	1227	914	1270	5.20	1224.0	1892
0.8248893	2018-03-23_1352_right/000701	866	399	1003	535	5.20	1224.0	18632
0.77401555	2018-03-23_1352_right/000701	605	2226	756	2379	5.20	1224.0	23103
0.71713305	2018-03-23_1352_right/000701	707	404	849	540	5.19	1224.0	19312
0.54692566	2018-03-23_1352_right/000701	721	1887	815	1978	5.19	1224.0	8554
0.596172	2018-03-23_1352_right/005862	343	2275	574	2448	2.4	1224.0	39963
0.7437661	2018-03-23_1352_right/003560	904	1972	955	2015	5.20	1224.0	2193
0.6070687	2018-03-23_1352_right/003560	905	778	933	804	5.19	1224.0	728
0.54001164	2018-03-23_1352_right/003560	851	1974	900	2012	5.19	1224.0	1862
0.6548965999999999	2018-03-23_1352_right/001819	792	1663	878	1761	2.4	1224.0	8428
0.79522806	2018-03-23_1352_right/001141	869	1229	914	1272	5.20	1224.0	1935
0.76426953	2018-03-23_1352_right/003533	918	2025	966	2062	5.20	1224.0	1776
0.69998246	2018-03-23_1352_right/003533	949	2358	1006	2413	5.20	1224.0	3135
0.8021256999999999	2018-03-23_1352_right/000597	935	896	990	943	5.20	1224.0	2585
0.57259125	2018-03-23_1352_right/006374	844	1267	998	1309	8.22	1224.0	6468
0.5602745	2018-03-23_1352_right/006374	870	1145	919	1199	2.1	1224.0	2646
0.8507298000000001	2018-03-23_1352_right/000893	802	1902	923	2020	5.20	1224.0	14278
0.7321177	2018-03-23_1352_right/000893	683	415	797	534	5.19	1224.0	13566
0.61641264	2018-03-23_1352_right/000893	674	1895	790	2014	5.19	1224.0	13804
0.5798193	2018-03-23_1352_right/002364	875	5	931	51	5.20	1224.0	2576
0.7045871	2018-03-23_1352_right/004078	903	866	936	894	5.19	1224.0	924
0.5694776	2018-03-23_1352_right/007241	571	1895	639	1982	2.4	1224.0	5916
0.5237939	2018-03-23_1352_right/001730	880	1456	932	1509	2.4	1224.0	2756
0.81992996	2018-03-23_1352_right/000614	934	877	989	927	5.20	1224.0	2750
0.62345546	2018-03-23_1352_right/000765	902	1479	941	1518	5.20	1224.0	1521
0.61891395	2018-03-23_1352_right/000765	946	1480	989	1518	5.20	1224.0	1634
0.54792666	2018-03-23_1352_right/000765	905	881	947	922	5.19	1224.0	1722
0.6849103	2018-03-23_1352_right/008303	838	2094	872	2122	5.19	1224.0	952
0.70002896	2018-03-23_1352_right/000733	613	2150	743	2288	5.19	1224.0	17940
0.6950352	2018-03-23_1352_right/000733	911	1445	951	1487	5.20	1224.0	1680
0.5915312	2018-03-23_1352_right/000733	875	914	913	953	5.19	1224.0	1482
0.63882667	2018-03-23_1352_right/001937	645	2176	828	2395	2.4	1224.0	40077
0.5833348	2018-03-23_1352_right/003460	916	1930	949	1959	5.20	1224.0	957
0.7468092	2018-03-23_1352_right/006098	650	1719	786	1862	3.24	1224.0	19448
0.5489413000000001	2018-03-23_1352_right/001555	865	1828	917	1855	2.4	1224.0	1404
0.7311713000000001	2018-03-23_1352_right/001164	866	1294	920	1344	5.20	1224.0	2700
0.7653515999999999	2018-03-23_1352_right/003503	953	2188	998	2228	5.20	1224.0	1800
0.769763	2018-03-23_1352_right/007754	885	341	907	367	5.20	1224.0	572
0.7015218000000001	2018-03-23_1352_right/007754	901	835	1019	864	8.22	1224.0	3422
0.6460030999999999	2018-03-23_1352_right/001868	727	1914	851	2051	2.4	1224.0	16988
0.78169084	2018-03-23_1352_right/001121	879	1182	920	1222	5.20	1224.0	1640
0.80911154	2018-03-23_1352_right/000861	873	1696	949	1772	5.20	1224.0	5776
0.6386361999999999	2018-03-23_1352_right/000861	578	2301	743	2443	3.27	1224.0	23430
0.6370209	2018-03-23_1352_right/000861	787	683	871	765	5.19	1224.0	6888
0.61942863	2018-03-23_1352_right/000861	781	1690	867	1772	5.19	1224.0	7052
0.6170621999999999	2018-03-23_1352_right/002054	634	2269	836	2448	2.4	1224.0	36158
0.5570956	2018-03-23_1352_right/004169	893	984	925	1014	5.19	1224.0	960
0.6327289	2018-03-23_1352_right/001946	630	2197	820	2426	2.4	1224.0	43510
0.6697913000000001	2018-03-23_1352_right/008397	838	2095	873	2123	5.19	1224.0	980
0.7728588000000001	2018-03-23_1352_right/000820	911	1558	966	1610	5.20	1224.0	2860
0.61320627	2018-03-23_1352_right/000820	847	1553	904	1608	5.19	1224.0	3135
0.57525516	2018-03-23_1352_right/000820	856	816	908	870	5.19	1224.0	2808
0.5577558000000001	2018-03-23_1352_right/000820	766	1817	858	1909	3.27	1224.0	8464
0.58187765	2018-03-23_1352_right/001869	708	1914	837	2062	2.4	1224.0	19092
0.7512691999999999	2018-03-23_1352_right/002366	878	40	936	98	5.20	1224.0	3364
0.5741366999999999	2018-03-23_1352_right/002366	871	741	926	776	5.19	1224.0	1925
0.79300976	2018-03-23_1352_right/003532	919	2023	966	2062	5.20	1224.0	1833
0.727051	2018-03-23_1352_right/003532	949	2352	1009	2409	5.20	1224.0	3420
0.81938255	2018-03-23_1352_right/000674	906	698	1005	784	5.20	1224.0	8514
0.60061663	2018-03-23_1352_right/000674	800	698	902	792	5.19	1224.0	9588
0.7543628000000001	2018-03-23_1352_right/003237	788	1451	857	1516	5.20	1224.0	4485
0.700815	2018-03-23_1352_right/001839	819	1772	912	1876	2.4	1224.0	9672
0.8327091	2018-03-23_1352_right/003656	779	983	885	1080	5.20	1224.0	10282
0.56649107	2018-03-23_1352_right/003656	677	981	781	1073	5.19	1224.0	9568
0.56488127	2018-03-23_1352_right/003656	734	2263	915	2447	5.20	1224.0	33304
0.52966654	2018-03-23_1352_right/003656	536	2273	717	2443	5.19	1224.0	30770
0.62173283	2018-03-23_1352_right/005850	532	2056	707	2263	2.4	1224.0	36225
0.61230785	2018-03-23_1352_right/005850	726	2086	892	2246	4.1	1224.0	26560
0.78031653	2018-03-23_1352_right/000309	822	1849	922	1958	5.20	1224.0	10900
0.6001099	2018-03-23_1352_right/000309	706	1845	816	1952	3.27	1224.0	11770
0.78741676	2018-03-23_1352_right/000691	878	538	1005	650	5.20	1224.0	14224
0.7587896	2018-03-23_1352_right/000691	924	1461	956	1490	5.20	1224.0	928
0.6780475	2018-03-23_1352_right/000691	896	1008	929	1039	5.19	1224.0	1023
0.64774334	2018-03-23_1352_right/000691	750	533	870	653	5.19	1224.0	14400
0.6326748999999999	2018-03-23_1352_right/000691	751	1832	834	1914	5.19	1224.0	6806
0.5242775	2018-03-23_1352_right/000691	891	1462	921	1491	5.20	1224.0	870
0.700646	2018-03-23_1352_right/008285	838	2094	872	2122	5.19	1224.0	952
0.7722576	2018-03-23_1352_right/000873	853	1765	944	1845	5.20	1224.0	7280
0.6786901999999999	2018-03-23_1352_right/000873	760	616	848	700	5.19	1224.0	7392
0.6066519	2018-03-23_1352_right/000873	751	1760	844	1847	5.19	1224.0	8091
0.57469994	2018-03-23_1352_right/006373	860	1276	1004	1314	8.22	1224.0	5472
0.53495145	2018-03-23_1352_right/006373	872	1157	917	1203	2.1	1224.0	2070
0.8159387	2018-03-23_1352_right/000206	920	1503	966	1549	5.20	1224.0	2116
0.5196312	2018-03-23_1352_right/000206	861	1500	916	1548	3.27	1224.0	2640
0.8190696	2018-03-23_1352_right/000340	724	2240	893	2412	5.20	1224.0	29068
0.6049281	2018-03-23_1352_right/000340	554	2244	715	2414	3.27	1224.0	27370
0.662825	2018-03-23_1352_right/008521	837	2094	873	2123	5.19	1224.0	1044
0.7403723000000001	2018-03-23_1352_right/001200	817	1351	888	1417	5.20	1224.0	4686
0.74336356	2018-03-23_1352_right/001215	787	1376	869	1459	5.20	1224.0	6806
0.8412122	2018-03-23_1352_right/000281	862	1680	938	1760	5.20	1224.0	6080
0.5677564	2018-03-23_1352_right/000281	770	1680	853	1765	3.27	1224.0	7055
0.80851203	2018-03-23_1352_right/000684	891	614	1006	714	5.20	1224.0	11500
0.67083365	2018-03-23_1352_right/000684	768	1804	842	1848	5.19	1224.0	3256
0.6047241	2018-03-23_1352_right/000684	769	613	883	720	5.19	1224.0	12198
0.5648555000000001	2018-03-23_1352_right/000684	899	1023	933	1059	5.19	1224.0	1224
0.69187856	2018-03-23_1352_right/004324	824	193	886	252	3.24	1224.0	3658
0.66864187	2018-03-23_1352_right/004324	748	192	817	260	5.20	1224.0	4692
0.62070036	2018-03-23_1352_right/001936	645	2168	832	2392	2.4	1224.0	41888
0.6547369000000001	2018-03-23_1352_right/001829	812	1717	900	1819	2.4	1224.0	8976
0.6450488	2018-03-23_1352_right/001126	874	1191	918	1233	5.20	1224.0	1848
0.535441	2018-03-23_1352_right/005835	787	2022	903	2147	4.1	1224.0	14500
0.51804787	2018-03-23_1352_right/005835	637	2004	772	2162	2.4	1224.0	21330
0.714479	2018-03-23_1352_right/008309	838	2093	872	2122	5.19	1224.0	986
0.69669855	2018-03-23_1352_right/002376	876	201	928	255	5.20	1224.0	2808
0.6090868	2018-03-23_1352_right/000418	908	1357	938	1385	5.19	1224.0	840
0.64061475	2018-03-23_1352_right/003548	894	1197	928	1229	5.19	1224.0	1088
0.6368858000000001	2018-03-23_1352_right/003548	941	2387	1008	2448	5.20	1224.0	4087
0.5792841	2018-03-23_1352_right/003548	912	2002	964	2033	5.20	1224.0	1612
0.64889747	2018-03-23_1352_right/001944	634	2193	822	2418	2.4	1224.0	42300
0.6759371999999999	2018-03-23_1352_right/008443	838	2093	873	2122	5.19	1224.0	1015
0.8469201999999999	2018-03-23_1352_right/003258	722	1531	814	1623	5.20	1224.0	8464
0.8124153000000001	2018-03-23_1352_right/003646	796	1105	891	1187	5.20	1224.0	7790
0.7231525	2018-03-23_1352_right/003646	767	2242	923	2412	5.20	1224.0	26520
0.6931351	2018-03-23_1352_right/003646	699	1096	794	1186	5.19	1224.0	8550
0.58031183	2018-03-23_1352_right/003646	581	2233	755	2425	5.19	1224.0	33408
0.7687755999999999	2018-03-23_1352_right/004303	876	463	930	512	3.24	1224.0	2646
0.6947682	2018-03-23_1352_right/004303	816	462	874	516	5.20	1224.0	3132
0.6243658000000001	2018-03-23_1352_right/002006	625	2254	824	2448	2.4	1224.0	38606
0.6569738	2018-03-23_1352_right/003159	886	1306	918	1337	5.20	1224.0	992
0.7645592	2018-03-23_1352_right/000776	886	1489	930	1533	5.20	1224.0	1936
0.7182374	2018-03-23_1352_right/000776	843	1491	885	1532	5.20	1224.0	1722
0.6714438	2018-03-23_1352_right/000776	845	868	889	911	5.19	1224.0	1892
0.79427195	2018-03-23_1352_right/002428	818	404	890	471	5.20	1224.0	4824
0.77042806	2018-03-23_1352_right/002428	780	1366	869	1419	5.20	1224.0	4717
0.56051135	2018-03-23_1352_right/005776	850	2189	910	2229	4.1	1224.0	2400
0.6803258000000001	2018-03-23_1352_right/008329	839	2094	874	2121	5.19	1224.0	945
0.71093285	2018-03-23_1352_right/004302	879	472	931	518	3.24	1224.0	2392
0.63748074	2018-03-23_1352_right/004302	818	474	874	525	5.20	1224.0	2856
0.6824104	2018-03-23_1352_right/001832	824	1729	912	1835	2.4	1224.0	9328
0.7220634	2018-03-23_1352_right/003226	812	1419	871	1481	5.20	1224.0	3658
0.7768255000000001	2018-03-23_1352_right/000675	904	692	1006	782	5.20	1224.0	9180
0.5892061	2018-03-23_1352_right/000675	798	691	900	788	5.19	1224.0	9894
0.5153547	2018-03-23_1352_right/003855	841	1930	996	2073	4.1	1224.0	22165
0.8232550999999999	2018-03-23_1352_right/000865	869	1718	950	1795	5.20	1224.0	6237
0.6442626	2018-03-23_1352_right/000865	780	662	863	742	5.19	1224.0	6640
0.54248744	2018-03-23_1352_right/000865	779	1714	862	1793	5.19	1224.0	6557
0.71169424	2018-03-23_1352_right/000329	777	2058	909	2203	5.20	1224.0	19140
0.6076615	2018-03-23_1352_right/000329	618	2060	763	2201	3.27	1224.0	20445
0.79609036	2018-03-23_1352_right/003273	679	1613	796	1730	5.20	1224.0	13689
0.7840381999999999	2018-03-23_1352_right/000881	832	1819	931	1916	5.20	1224.0	9603
0.5769969	2018-03-23_1352_right/000881	738	555	837	653	5.19	1224.0	9702
0.7149276999999999	2018-03-23_1352_right/003866	777	2124	990	2314	4.1	1224.0	40470
0.8418484	2018-03-23_1352_right/000259	874	1605	940	1672	5.20	1224.0	4422
0.5215436999999999	2018-03-23_1352_right/000259	798	1608	873	1672	3.27	1224.0	4800
0.7868191999999999	2018-03-23_1352_right/003516	942	2271	997	2314	5.20	1224.0	2365
0.77408427	2018-03-23_1352_right/003516	916	1996	960	2031	5.20	1224.0	1540
0.75105304	2018-03-23_1352_right/003516	886	2269	935	2313	5.20	1224.0	2156
0.6141241999999999	2018-03-23_1352_right/002036	627	2262	830	2448	2.4	1224.0	37758
0.6246851	2018-03-23_1352_right/002004	625	2256	825	2448	2.4	1224.0	38400
0.79770124	2018-03-23_1352_right/000847	883	1636	949	1699	5.20	1224.0	4158
0.6494521	2018-03-23_1352_right/000847	661	2049	795	2179	3.27	1224.0	17420
0.61912686	2018-03-23_1352_right/000847	809	741	878	813	5.19	1224.0	4968
0.52361023	2018-03-23_1352_right/004730	756	109	894	246	3.27	1224.0	18906
0.65210754	2018-03-23_1352_right/008520	838	2094	873	2121	5.19	1224.0	945
0.8442915000000001	2018-03-23_1352_right/003301	477	1888	672	2085	5.20	1224.0	38415
0.66181433	2018-03-23_1352_right/001914	667	2104	826	2303	2.4	1224.0	31641
0.6481260999999999	2018-03-23_1352_right/003318	206	2300	509	2446	5.20	1224.0	44238
0.6133829000000001	2018-03-23_1352_right/002034	628	2262	827	2448	2.4	1224.0	37014
0.8187302	2018-03-23_1352_right/000785	887	1501	937	1547	5.20	1224.0	2300
0.70956457	2018-03-23_1352_right/000785	839	1502	884	1546	5.20	1224.0	1980
0.6044576	2018-03-23_1352_right/000785	846	860	891	905	5.19	1224.0	2025
0.5281589	2018-03-23_1352_right/000785	779	1685	858	1760	3.27	1224.0	5925
0.78240454	2018-03-23_1352_right/006092	696	1655	814	1775	3.24	1224.0	14160
0.6814005	2018-03-23_1352_right/008413	839	2093	873	2122	5.19	1224.0	986
0.7004902	2018-03-23_1352_right/008363	838	2094	872	2123	5.19	1224.0	986
0.6704515	2018-03-23_1352_right/000537	884	1420	923	1459	5.20	1224.0	1521
0.5599821	2018-03-23_1352_right/005712	794	842	853	884	2.1	1224.0	2478
0.55145514	2018-03-23_1352_right/001801	796	1621	868	1703	2.4	1224.0	5904
0.82327455	2018-03-23_1352_right/000326	782	2014	913	2160	5.20	1224.0	19126
0.6158416999999999	2018-03-23_1352_right/000326	629	2011	776	2154	3.27	1224.0	21021
0.5827533	2018-03-23_1352_right/001741	856	1486	910	1544	2.4	1224.0	3132
0.5879626	2018-03-23_1352_right/000354	911	1307	939	1334	5.19	1224.0	756
0.6740626999999999	2018-03-23_1352_right/008474	837	2094	872	2123	5.19	1224.0	1015
0.7496470000000001	2018-03-23_1352_right/003227	811	1419	873	1483	5.20	1224.0	3968
0.804531	2018-03-23_1352_right/000604	934	886	990	937	5.20	1224.0	2856
0.855931	2018-03-23_1352_right/002475	554	1625	737	1746	5.20	1224.0	22143
0.7797417	2018-03-23_1352_right/003481	943	2055	990	2089	5.20	1224.0	1598
0.6013937	2018-03-23_1352_right/003481	898	2053	938	2090	5.20	1224.0	1480
0.5655252	2018-03-23_1352_right/005819	810	2046	901	2143	4.1	1224.0	8827
