frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-02-07_1349_left/003450	895	897	925	928	3.27	false	
2018-02-07_1349_left/003500	1420	894	1469	962	5.16	false	
2018-02-07_1349_left/003550	1532	823	1588	904	5.16	false	
2018-02-07_1349_left/003600	1866	751	1954	884	5.16	false	
2018-02-07_1349_left/003600	801	844	845	884	3.27	false	
2018-02-07_1349_left/003800	468	567	536	624	3.27	false	
2018-02-07_1349_left/003850	316	390	410	486	3.27	false	
2018-02-07_1349_left/003850	409	901	426	927	5.19.1	false	
2018-02-07_1349_left/003900	463	919	481	939	5.19.2	false	
2018-02-07_1349_left/004100	449	926	467	946	5.19.2	false	
2018-02-07_1349_left/004150	449	946	467	968	5.19.2	false	
2018-02-07_1349_left/004200	505	953	523	978	5.19.1	false	
2018-02-07_1349_left/004250	591	980	610	1002	5.19.2	false	
2018-02-07_1349_left/004350	1339	979	1357	998	5.19.2	false	
2018-02-07_1349_left/004400	1512	973	1534	992	5.19.2	false	
2018-02-07_1349_left/004450	1625	946	1644	971	5.19.2	false	
2018-02-07_1349_left/004500	1632	969	1661	994	5.19.1	false	
2018-02-07_1349_left/004550	1709	982	1733	1009	5.19.2	false	
2018-02-07_1349_left/004600	1763	1032	1789	1060	5.19.2	false	
2018-02-07_1349_left/004650	1802	1025	1833	1057	5.19.2	false	
2018-02-07_1349_left/004700	1890	1016	1927	1050	5.19.2	false	
2018-02-07_1349_left/004700	2362	953	2408	993	2.4	false	
2018-02-07_1349_left/004750	1882	975	1927	1016	5.19.2	false	
2018-02-07_1349_left/004800	1677	946	1727	991	5.19.1	false	
2018-02-07_1349_left/004850	1196	906	1262	971	5.19.1	false	
2018-02-07_1349_left/004850	2193	798	2306	893	2.4	false	
2018-02-07_1349_left/004850	862	947	888	980	3.1	false	
2018-02-07_1349_left/004900	852	921	947	1014	5.19.1	false	
2018-02-07_1349_left/004950	325	780	495	944	5.19.1	false	
2018-02-07_1349_left/005250	2223	1000	2251	1033	6.6	false	
2018-02-07_1349_left/005300	1345	950	1377	987	4.5.2	false	
2018-02-07_1349_left/005350	881	922	928	965	6.6	false	
2018-02-07_1349_left/005400	684	860	741	920	5.14	false	
2018-02-07_1349_left/005700	882	904	933	955	1.25	true	
2018-02-07_1349_left/005750	477	807	575	885	1.25	true	
2018-02-07_1349_left/005750	495	925	560	988	3.18.1	true	
2018-02-07_1349_left/007100	1795	898	1831	939	5.15.6	false	
2018-02-07_1349_left/007150	2304	751	2389	839	5.15.5	false	
2018-02-07_1349_left/007200	1586	955	1605	987	2.1	false	
2018-02-07_1349_left/007250	1537	917	1566	955	5.15.3	false	
2018-02-07_1349_left/007250	1877	889	1938	950	4.2.3	false	
2018-02-07_1349_left/007250	787	991	817	1020	4.2.3	false	
2018-02-07_1349_left/007300	1800	820	1854	880	5.15.5	false	
2018-02-07_1349_left/007700	1517	986	1576	1010	6.10.1	false	
2018-02-07_1349_left/007700	1641	977	1668	1003	3.27	false	
2018-02-07_1349_left/007750	1529	981	1550	1001	6.16	false	
2018-02-07_1349_left/007750	1574	965	1637	993	5.16	false	
2018-02-07_1349_left/007750	1811	909	1850	954	6.4	false	
2018-02-07_1349_left/007750	1815	940	1843	989	3.27	false	
2018-02-07_1349_left/007800	1544	984	1569	1004	6.16	false	
2018-02-07_1349_left/007800	1609	965	1697	1001	3.1	false	
2018-02-07_1349_left/007800	2262	897	2325	983	3.27	false	
2018-02-07_1349_left/007800	2264	841	2332	901	6.4	false	
2018-02-07_1349_left/007850	1570	975	1603	998	5.15.1	false	
2018-02-07_1349_left/007850	1697	949	1816	993	2.5	false	
2018-02-07_1349_left/007900	1486	1007	1521	1025	5.16	false	
2018-02-07_1349_left/007900	1646	979	1698	1015	5.19.1	false	
2018-02-07_1349_left/007900	1896	921	2098	1000	6.10.1	false	
2018-02-07_1349_left/007900	1925	1002	2082	1053	6.10.1	false	
2018-02-07_1349_left/007950	1465	991	1514	1010	6.10.1	false	
2018-02-07_1349_left/007950	1819	940	1909	991	5.15.1	false	
2018-02-07_1349_left/008000	1391	955	1413	973	6.7	false	
2018-02-07_1349_left/008000	1454	975	1505	1003	5.15.1	false	
2018-02-07_1349_left/008050	1425	940	1447	970	6.4	false	
2018-02-07_1349_left/008050	1480	965	1602	1017	5.15.2	false	
2018-02-07_1349_left/008050	1513	968	1607	1014	5.15.1	false	
2018-02-07_1349_left/008100	1650	903	1684	938	4.1.2	false	
2018-02-07_1349_left/008100	2023	913	2236	997	5.15.1	false	
2018-02-07_1349_left/008150	1401	877	1434	917	5.19.2	false	
2018-02-07_1349_left/008150	1842	819	1902	883	4.1.2	false	
2018-02-07_1349_left/008250	1359	997	1407	1039	4.2.3	false	
2018-02-07_1349_left/008300	1252	678	1316	757	3.13	false	
2018-02-07_1349_left/008300	1264	777	1328	821	6.10.1	false	
2018-02-07_1349_left/008300	1996	914	2017	936	4.2.3	false	
2018-02-07_1349_left/008350	1905	923	1944	954	4.2.3	false	
2018-02-07_1349_left/008350	927	1064	1043	1170	4.2.3	false	
2018-02-07_1349_left/008350	969	607	1037	694	1.34.1	false	
2018-02-07_1349_left/008400	1701	895	1750	936	4.2.3	false	
2018-02-07_1349_left/008400	380	379	526	508	3.27	false	
2018-02-07_1349_left/008450	1172	856	1242	913	4.2.3	false	
2018-02-07_1349_left/008450	1745	910	1788	952	3.27	false	
2018-02-07_1349_left/008500	1413	905	1457	954	2.1	false	
2018-02-07_1349_left/008550	1456	892	1490	939	1.34.3	false	
2018-02-07_1349_left/008550	865	870	928	931	1.34.1	false	
2018-02-07_1349_left/008600	1525	895	1584	946	6.10.1	false	
2018-02-07_1349_left/008650	2173	888	2245	968	3.27	false	
2018-02-07_1349_left/008650	2296	811	2350	868	2.1	false	
2018-02-07_1349_left/008650	2304	872	2347	918	4.1.1	false	
2018-02-07_1349_left/008700	1097	884	1148	938	1.34.1	false	
2018-02-07_1349_left/008700	2102	766	2203	861	2.1	false	
2018-02-07_1349_left/008700	2124	868	2190	932	3.27	false	
2018-02-07_1349_left/008750	0	751	169	876	1.34.1	false	
2018-02-07_1349_left/008750	2107	581	2302	763	2.1	false	
2018-02-07_1349_left/008750	2146	766	2270	893	4.1.1	false	
2018-02-07_1349_left/010150	1401	906	1428	935	5.19.2	false	
2018-02-07_1349_left/010150	1419	1002	1440	1020	4.1.1	false	
2018-02-07_1349_left/010150	1983	972	2000	1007	5.19.1	false	
2018-02-07_1349_left/010200	1458	843	1498	887	5.19.2	false	
2018-02-07_1349_left/010200	1475	984	1503	1015	4.1.1	false	
2018-02-07_1349_left/010250	1609	968	1662	1019	4.1.1	false	
2018-02-07_1349_left/010250	1653	707	1716	783	5.19.2	false	
2018-02-07_1349_left/010250	2071	890	2099	930	6.9.1	false	
2018-02-07_1349_left/010300	2060	921	2157	1029	4.1.1	false	
2018-02-07_1349_left/010300	2077	663	2217	789	6.4	false	
2018-02-07_1349_left/010350	1051	981	1073	997	3.1	false	
2018-02-07_1349_left/010800	1252	980	1278	997	6.10.1	false	
2018-02-07_1349_left/010900	1334	973	1365	1000	6.9.1	false	
2018-02-07_1349_left/011000	1416	944	1452	984	4.1.5	false	
2018-02-07_1349_left/011050	1528	925	1581	985	4.1.5	false	
2018-02-07_1349_left/011100	1408	986	1433	1001	2.4	false	
2018-02-07_1349_left/011100	1415	962	1440	981	3.10	false	
2018-02-07_1349_left/011100	1955	751	2098	890	4.1.5	false	
2018-02-07_1349_left/011150	1400	926	1435	955	3.27	false	
2018-02-07_1349_left/011200	1123	943	1182	960	5.16	false	
2018-02-07_1349_left/011200	1358	963	1387	985	4.2.3	false	
2018-02-07_1349_left/011250	1368	933	1399	965	4.2.1	false	
2018-02-07_1349_left/011250	627	954	676	975	3.27	false	
2018-02-07_1349_left/011300	1432	933	1464	951	4.2.3	false	
2018-02-07_1349_left/011300	474	950	492	970	6.10.1	false	
2018-02-07_1349_left/011350	1513	915	1556	964	4.2.3	false	
2018-02-07_1349_left/011350	471	953	488	971	6.16	false	
2018-02-07_1349_left/011350	578	948	618	967	3.27	false	
2018-02-07_1349_left/011400	1406	869	1470	946	4.2.3	false	
2018-02-07_1349_left/011450	1001	767	1105	891	4.2.3	false	
2018-02-07_1349_left/012000	1642	916	1660	942	4.1.5	false	
2018-02-07_1349_left/012050	2331	956	2404	1004	6.10.1	false	
2018-02-07_1349_left/012100	2040	969	2064	986	5.19.2	false	
2018-02-07_1349_left/012100	2117	928	2185	981	2.1	false	
2018-02-07_1349_left/012150	1740	956	1759	976	5.19.2	false	
2018-02-07_1349_left/012150	1846	910	1923	966	6.10.1	false	
2018-02-07_1349_left/012200	1037	979	1058	999	5.19.2	false	
2018-02-07_1349_left/012200	1384	965	1411	981	1.25	false	
2018-02-07_1349_left/012200	1464	954	1487	974	5.19.2	false	
2018-02-07_1349_left/012200	1585	896	1726	966	6.10.1	false	
2018-02-07_1349_left/012200	1681	916	1727	959	5.16	false	
2018-02-07_1349_left/012200	1691	944	1719	966	3.1	false	
2018-02-07_1349_left/012250	1447	928	1473	954	5.19.2	false	
2018-02-07_1349_left/012250	1608	852	1737	945	6.10.1	false	
2018-02-07_1349_left/012250	1689	944	1725	970	6.16	false	
2018-02-07_1349_left/012250	1845	834	1901	918	5.16	false	
2018-02-07_1349_left/012250	945	963	965	982	5.19.2	false	
2018-02-07_1349_left/012300	1467	913	1492	939	5.19.2	false	
2018-02-07_1349_left/012300	1681	814	1817	930	6.10.1	false	
2018-02-07_1349_left/012300	2166	725	2260	851	5.16	false	
2018-02-07_1349_left/012300	885	961	915	982	5.19.2	false	
2018-02-07_1349_left/012350	1508	904	1539	935	5.19.2	false	
2018-02-07_1349_left/012350	1766	788	1930	917	6.10.1	false	
2018-02-07_1349_left/012350	1920	908	1956	943	1.34.2	false	
2018-02-07_1349_left/012350	858	953	883	978	5.19.2	false	
2018-02-07_1349_left/012400	1524	890	1559	923	5.19.2	false	
2018-02-07_1349_left/012400	1806	762	2019	876	6.10.1	false	
2018-02-07_1349_left/012400	1826	782	1994	895	6.10.1	false	
2018-02-07_1349_left/012400	1940	907	1973	932	5.15.2	false	
2018-02-07_1349_left/012400	821	940	839	964	5.19.2	false	
2018-02-07_1349_left/012450	1512	890	1548	923	5.19.2	false	
2018-02-07_1349_left/012450	1840	753	2034	886	6.10.1	false	
2018-02-07_1349_left/012450	1931	907	1958	934	2.4	false	
2018-02-07_1349_left/012450	774	945	794	970	5.19.1	false	
2018-02-07_1349_left/012500	1510	893	1546	927	5.19.2	false	
2018-02-07_1349_left/012500	1842	759	2040	878	6.10.1	false	
2018-02-07_1349_left/012500	1935	905	1963	938	5.15.2	false	
2018-02-07_1349_left/012500	767	948	786	972	5.19.1	false	
2018-02-07_1349_left/012550	1508	897	1546	932	5.19.2	false	
2018-02-07_1349_left/012550	1932	909	1961	941	5.15.2	false	
2018-02-07_1349_left/012550	764	950	786	976	5.20	false	
2018-02-07_1349_left/012600	1510	898	1547	936	5.19.2	false	
2018-02-07_1349_left/012600	1940	913	1966	945	3.27	false	
2018-02-07_1349_left/012600	751	953	769	977	5.20	false	
2018-02-07_1349_left/012650	1305	871	1417	924	6.10.1	false	
2018-02-07_1349_left/012650	1341	968	1373	992	4.2.3	false	
2018-02-07_1349_left/012650	1517	916	1555	952	5.19.2	false	
2018-02-07_1349_left/012650	1896	758	2100	940	6.10.1	false	
2018-02-07_1349_left/012650	1943	939	1964	969	5.15.2	false	
2018-02-07_1349_left/012700	1297	864	1420	926	6.10.1	false	
2018-02-07_1349_left/012700	1341	971	1367	993	4.2.3	false	
2018-02-07_1349_left/012700	1345	973	1366	998	4.3	false	
2018-02-07_1349_left/012700	1534	912	1571	955	5.19.2	false	
2018-02-07_1349_left/012700	2098	929	2170	967	6.10.1	false	
2018-02-07_1349_left/012750	1329	869	1470	929	6.10.1	false	
2018-02-07_1349_left/012750	1385	985	1407	1015	2.2	false	
2018-02-07_1349_left/012750	1631	907	1676	954	5.19.2	false	
2018-02-07_1349_left/012750	2048	950	2074	983	4.4.1	false	
