frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-02-13_1418_left/000534	216	343	322	457	5.15.2		
2018-02-13_1418_left/000541	1129	159	1264	286	5.14		
2018-02-13_1418_left/000541	1256	838	1280	863	5.15.2		
2018-02-13_1418_left/000541	587	216	717	351	5.15.2		
2018-02-13_1418_left/000541	1833	50	1975	192	5.15.2		
2018-02-13_1418_left/000541	74	248	198	377	5.15.2		
2018-02-13_1418_left/000541	1147	842	1171	866	5.15.2		
2018-02-13_1418_left/000546	1113	55	1261	197	5.14		
2018-02-13_1418_left/000546	1377	817	1402	843	5.14		
2018-02-13_1418_left/000546	1902	0	2066	90	5.15.2		
2018-02-13_1418_left/000546	0	159	81	302	5.15.2		
2018-02-13_1418_left/000546	513	119	657	269	5.15.2		
2018-02-13_1418_left/000546	1142	831	1165	853	5.15.2		
2018-02-13_1418_left/000546	1255	826	1280	852	5.15.2		
2018-02-13_1418_left/000551	1097	0	1266	100	5.14		
2018-02-13_1418_left/000551	1375	819	1401	845	5.14		
2018-02-13_1418_left/000551	417	14	580	184	5.15.2		
2018-02-13_1418_left/000551	1533	801	1559	828	5.15.2		
2018-02-13_1418_left/000551	1136	832	1159	855	5.15.2		
2018-02-13_1418_left/000551	1251	828	1276	853	5.15.2		
2018-02-13_1418_left/000556	1374	819	1398	846	5.14		
2018-02-13_1418_left/000556	305	0	485	59	5.15.2		
2018-02-13_1418_left/000556	1245	828	1270	853	5.15.2		
2018-02-13_1418_left/000568	1365	813	1393	842	5.14		
2018-02-13_1418_left/000568	1533	795	1559	821	5.15.2		
2018-02-13_1418_left/000568	1227	821	1256	851	5.15.2		
2018-02-13_1418_left/000568	1105	827	1131	853	5.15.2		
2018-02-13_1418_left/000576	1356	798	1382	825	5.14		
2018-02-13_1418_left/000576	1084	811	1116	841	5.15.2		
2018-02-13_1418_left/000576	1215	808	1241	835	5.15.2		
2018-02-13_1418_left/000576	1534	777	1561	804	5.15.2		
2018-02-13_1418_left/000584	1347	788	1374	816	5.14		
2018-02-13_1418_left/000584	1199	796	1228	826	5.15.2		
2018-02-13_1418_left/000584	1065	800	1095	831	5.15.2		
2018-02-13_1418_left/000584	1535	768	1561	793	5.19.1		
2018-02-13_1418_left/000591	1340	790	1369	820	5.14		
2018-02-13_1418_left/000591	1530	767	1563	798	5.15.2		
2018-02-13_1418_left/000591	1186	799	1217	831	5.15.2		
2018-02-13_1418_left/000591	1046	804	1077	836	5.15.2		
2018-02-13_1418_left/000597	1333	779	1365	813	5.14		
2018-02-13_1418_left/000597	1030	795	1060	827	5.15.2		
2018-02-13_1418_left/000597	1175	791	1206	823	5.15.2		
2018-02-13_1418_left/000597	1530	759	1564	790	5.15.2		
2018-02-13_1418_left/000603	1325	767	1357	802	5.14		
2018-02-13_1418_left/000603	1010	784	1044	818	5.15.2		
2018-02-13_1418_left/000603	1161	778	1194	812	5.15.2		
2018-02-13_1418_left/000603	1530	745	1564	775	5.15.2		
2018-02-13_1418_left/000603	1277	965	1353	986	6.9.1		
2018-02-13_1418_left/000610	1310	750	1345	786	5.14		
2018-02-13_1418_left/000610	1139	762	1174	800	5.15.2		
2018-02-13_1418_left/000610	1527	725	1562	762	5.15.2		
2018-02-13_1418_left/000610	983	767	1016	803	5.15.2		
2018-02-13_1418_left/000617	1301	732	1337	771	5.14		
2018-02-13_1418_left/000617	955	751	992	788	5.15.2		
2018-02-13_1418_left/000617	1526	706	1562	744	5.15.2		
2018-02-13_1418_left/000617	1120	746	1157	783	5.15.2		
2018-02-13_1418_left/000622	1293	727	1332	765	5.14		
2018-02-13_1418_left/000622	1526	700	1565	740	5.15.2		
2018-02-13_1418_left/000622	1104	738	1147	780	5.15.2		
2018-02-13_1418_left/000622	936	747	973	784	5.15.2		
2018-02-13_1418_left/000631	1283	708	1322	749	5.14		
2018-02-13_1418_left/000631	899	728	941	771	5.15.2		
2018-02-13_1418_left/000631	1526	679	1572	722	5.15.2		
2018-02-13_1418_left/000631	1082	721	1123	765	5.15.2		
2018-02-13_1418_left/000639	1271	690	1317	737	5.14		
2018-02-13_1418_left/000639	863	712	910	758	5.15.2		
2018-02-13_1418_left/000639	1059	706	1102	749	5.15.2		
2018-02-13_1418_left/000639	1539	660	1585	705	5.15.2		
2018-02-13_1418_left/000649	1676	879	1711	920	3.1		
2018-02-13_1418_left/000649	1259	663	1305	711	5.14		
2018-02-13_1418_left/000649	1022	678	1072	729	5.15.2		
2018-02-13_1418_left/000649	1543	629	1595	679	5.15.2		
2018-02-13_1418_left/000649	810	686	859	738	5.15.2		
2018-02-13_1418_left/000654	1671	870	1712	917	3.1		
2018-02-13_1418_left/000654	1243	641	1296	696	5.14		
2018-02-13_1418_left/000654	1000	658	1052	711	5.15.2		
2018-02-13_1418_left/000654	775	666	829	721	5.15.2		
2018-02-13_1418_left/000654	1543	605	1602	661	5.15.2		
2018-02-13_1418_left/000659	1232	617	1288	677	5.14		
2018-02-13_1418_left/000659	976	636	1032	693	5.15.2		
2018-02-13_1418_left/000659	1550	583	1610	640	5.15.2		
2018-02-13_1418_left/000659	741	644	797	702	5.15.2		
2018-02-13_1418_left/000665	1220	598	1281	661	5.14		
2018-02-13_1418_left/000665	946	617	1007	680	5.15.2		
2018-02-13_1418_left/000665	697	626	756	687	5.15.2		
2018-02-13_1418_left/000665	1559	561	1620	622	5.15.2		
2018-02-13_1418_left/000671	1211	572	1275	639	5.14		
2018-02-13_1418_left/000671	917	592	985	660	5.15.2		
2018-02-13_1418_left/000671	1574	528	1643	599	5.15.2		
2018-02-13_1418_left/000671	649	601	716	669	5.15.2		
2018-02-13_1418_left/000677	1199	537	1271	608	5.14		
2018-02-13_1418_left/000677	596	571	667	645	5.15.2		
2018-02-13_1418_left/000677	1592	489	1666	566	5.15.2		
2018-02-13_1418_left/000677	886	560	956	632	5.15.2		
2018-02-13_1418_left/000684	1198	511	1272	587	5.14		
2018-02-13_1418_left/000684	850	536	929	617	5.15.2		
2018-02-13_1418_left/000684	1628	458	1712	536	5.15.2		
2018-02-13_1418_left/000684	532	551	609	630	5.15.2		
2018-02-13_1418_left/000693	1211	420	1299	509	5.14		
2018-02-13_1418_left/000693	806	448	900	541	5.15.2		
2018-02-13_1418_left/000693	436	462	530	555	5.15.2		
2018-02-13_1418_left/000693	1711	360	1808	455	5.15.2		
2018-02-13_1418_left/000699	1216	355	1315	455	5.14		
2018-02-13_1418_left/000699	348	406	449	509	5.15.2		
2018-02-13_1418_left/000699	760	387	863	491	5.15.2		
2018-02-13_1418_left/000699	1781	287	1887	394	5.15.2		
2018-02-13_1418_left/000709	1234	145	1360	271	5.14		
2018-02-13_1418_left/000709	656	181	788	317	5.15.2		
2018-02-13_1418_left/000709	1951	58	2088	193	5.15.2		
2018-02-13_1418_left/000709	126	202	261	339	5.15.2		
2018-02-13_1418_left/000720	429	0	621	31	5.15.2		
2018-02-13_1418_left/000858	1275	791	1299	814	3.1		
2018-02-13_1418_left/000863	1275	791	1299	814	3.1		
2018-02-13_1418_left/000868	1275	792	1300	816	3.1		
2018-02-13_1418_left/000868	1604	939	1639	975	5.14		
2018-02-13_1418_left/000874	1274	784	1299	811	3.1		
2018-02-13_1418_left/000887	1271	779	1297	809	3.1		
2018-02-13_1418_left/000904	1263	744	1292	772	3.1		
2018-02-13_1418_left/000904	1744	912	1786	956	5.14		
2018-02-13_1418_left/000912	1264	733	1294	764	3.1		
2018-02-13_1418_left/000912	1796	903	1854	970	5.14		
2018-02-13_1418_left/000912	1764	924	1790	956	6.4		
2018-02-13_1418_left/000919	1260	717	1292	750	3.1		
2018-02-13_1418_left/000919	1852	892	1917	959	5.14		
2018-02-13_1418_left/000924	1260	722	1292	756	3.1		
2018-02-13_1418_left/000924	1901	897	1966	971	5.14		
2018-02-13_1418_left/000924	1773	934	1799	966	6.4		
2018-02-13_1418_left/000930	1256	694	1292	730	3.1		
2018-02-13_1418_left/000930	1968	873	2044	956	5.14		
2018-02-13_1418_left/000948	1254	625	1297	667	3.1		
2018-02-13_1418_left/000948	2325	789	2444	911	5.14		
2018-02-13_1418_left/000948	2325	789	2444	911	5.5		
2018-02-13_1418_left/000953	1259	630	1304	674	3.1		
2018-02-13_1418_left/000953	1260	692	1305	712	8.14		
2018-02-13_1418_left/000960	1269	599	1311	646	3.1		
2018-02-13_1418_left/000967	1279	559	1326	609	3.1		
2018-02-13_1418_left/000967	1839	914	1867	947	6.4		
2018-02-13_1418_left/000984	1295	444	1358	507	3.1		
2018-02-13_1418_left/000984	1296	534	1365	563	8.14		
2018-02-13_1418_left/000989	1300	392	1368	462	3.1		
2018-02-13_1418_left/000989	1299	488	1375	522	8.14		
2018-02-13_1418_left/000994	1306	346	1382	422	3.1		
2018-02-13_1418_left/000994	1305	452	1390	488	8.14		
2018-02-13_1418_left/001000	1313	277	1399	359	3.1		
2018-02-13_1418_left/001000	1318	390	1405	434	8.14		
2018-02-13_1418_left/001018	1360	41	1502	108	8.14		
2018-02-13_1418_left/001029	1691	884	1720	929	3.1		
2018-02-13_1418_left/001037	1728	927	1762	962	6.7		
2018-02-13_1418_left/001044	1765	874	1801	922	5.16		
2018-02-13_1418_left/001044	1766	926	1803	970	6.7		
2018-02-13_1418_left/001058	1863	859	1900	913	5.16		
2018-02-13_1418_left/001058	1863	920	1906	966	6.7		
2018-02-13_1418_left/001066	1916	843	1954	903	5.16		
2018-02-13_1418_left/001066	1910	906	1958	962	6.7		
2018-02-13_1418_left/001079	2038	807	2085	872	5.16		
2018-02-13_1418_left/001079	2032	883	2091	949	6.6		
2018-02-13_1418_left/001079	2032	883	2091	949	6.7		
2018-02-13_1418_left/001084	2110	789	2159	860	5.16		
2018-02-13_1418_left/001084	2105	867	2172	944	6.7		
2018-02-13_1418_left/001090	2211	775	2267	858	5.16		
2018-02-13_1418_left/001090	2207	867	2274	947	6.6		
2018-02-13_1418_left/001090	2206	866	2274	948	6.7		
2018-02-13_1418_left/001095	2317	747	2378	839	5.16		
2018-02-13_1418_left/001095	2312	849	2387	937	6.7		
2018-02-13_1418_left/001147	71	937	97	972	5.16		
2018-02-13_1418_left/001152	32	932	60	964	5.16		
2018-02-13_1418_left/001274	1323	919	1351	950	5.14		
2018-02-13_1418_left/001289	1294	915	1318	943	5.14		
2018-02-13_1418_left/001296	1241	917	1271	949	5.14		
2018-02-13_1418_left/001304	1157	919	1188	950	5.14		
2018-02-13_1418_left/001311	1067	915	1098	949	5.14		
2018-02-13_1418_left/001316	995	913	1025	945	5.14		
2018-02-13_1418_left/001321	2084	910	2111	950	3.1		
2018-02-13_1418_left/001321	908	910	943	945	5.14		
2018-02-13_1418_left/001327	793	895	830	928	5.14		
2018-02-13_1418_left/001338	550	874	580	906	5.14		
2018-02-13_1418_left/001351	2298	955	2337	991	1.16		
2018-02-13_1418_left/001351	2242	911	2272	947	3.13		
2018-02-13_1418_left/001351	2216	945	2251	978	3.13		
2018-02-13_1418_left/001351	2258	945	2290	978	3.24		
2018-02-13_1418_left/001351	2351	948	2385	991	5.16		
2018-02-13_1418_left/001351	2298	955	2337	991	5.20		
2018-02-13_1418_left/001356	2127	883	2161	920	3.13		
2018-02-13_1418_left/001356	2104	917	2148	951	3.13		
2018-02-13_1418_left/001356	2148	917	2181	952	3.24		
2018-02-13_1418_left/001356	2242	911	2274	967	5.16		
2018-02-13_1418_left/001356	2184	927	2226	962	5.20		
2018-02-13_1418_left/001361	2130	835	2166	873	1.17		
2018-02-13_1418_left/001361	1998	891	2034	927	3.13		
2018-02-13_1418_left/001361	2036	893	2067	929	3.24		
2018-02-13_1418_left/001361	2076	902	2113	940	5.20		
2018-02-13_1418_left/001369	1824	822	1862	858	3.13		
2018-02-13_1418_left/001369	1805	856	1845	893	3.13		
2018-02-13_1418_left/001369	1846	857	1879	893	3.24		
2018-02-13_1418_left/001369	1941	853	1971	903	5.16		
2018-02-13_1418_left/001369	1887	866	1925	902	5.20		
2018-02-13_1418_left/001387	1455	765	1494	800	1.17		
2018-02-13_1418_left/001387	1316	832	1351	865	3.13		
2018-02-13_1418_left/001387	1332	792	1371	832	3.20		
2018-02-13_1418_left/001387	1359	829	1388	866	3.24		
2018-02-13_1418_left/001387	1458	819	1490	873	5.16		
2018-02-13_1418_left/001387	1399	839	1440	881	5.20		
2018-02-13_1418_left/001393	1304	765	1346	809	1.17		
2018-02-13_1418_left/001393	1164	839	1199	875	3.13		
2018-02-13_1418_left/001393	1179	799	1218	839	3.20		
2018-02-13_1418_left/001393	1203	836	1238	875	3.24		
2018-02-13_1418_left/001393	1305	828	1337	881	5.16		
2018-02-13_1418_left/001393	1248	846	1289	889	5.20		
2018-02-13_1418_left/001398	1181	782	1224	827	1.17		
2018-02-13_1418_left/001398	1037	856	1076	892	3.13		
2018-02-13_1418_left/001398	1077	853	1112	893	3.24		
2018-02-13_1418_left/001398	1182	849	1215	901	5.16		
2018-02-13_1418_left/001398	1122	863	1162	906	5.20		
2018-02-13_1418_left/001405	1006	770	1052	812	1.17		
2018-02-13_1418_left/001405	870	798	914	846	3.13		
2018-02-13_1418_left/001405	851	842	891	884	3.13		
2018-02-13_1418_left/001405	870	797	914	846	3.20		
2018-02-13_1418_left/001405	896	842	933	883	3.24		
2018-02-13_1418_left/001405	1008	835	1045	892	5.16		
2018-02-13_1418_left/001405	943	854	988	899	5.20		
2018-02-13_1418_left/001418	762	744	811	794	1.17		
2018-02-13_1418_left/001418	595	826	632	870	3.13		
2018-02-13_1418_left/001418	640	825	681	870	3.24		
2018-02-13_1418_left/001418	762	822	804	886	5.16		
2018-02-13_1418_left/001418	694	841	740	891	5.20		
2018-02-13_1418_left/001423	675	723	728	776	1.17		
2018-02-13_1418_left/001423	487	807	548	856	3.13		
2018-02-13_1418_left/001423	548	809	592	856	3.24		
2018-02-13_1418_left/001423	680	808	719	867	5.16		
2018-02-13_1418_left/001423	603	823	654	877	5.20		
2018-02-13_1418_left/001428	573	703	633	764	1.17		
2018-02-13_1418_left/001428	411	747	466	794	3.13		
2018-02-13_1418_left/001428	384	793	439	846	3.13		
2018-02-13_1418_left/001428	443	793	491	844	3.24		
2018-02-13_1418_left/001428	581	793	622	855	5.16		
2018-02-13_1418_left/001428	505	810	553	861	5.20		
2018-02-13_1418_left/001445	206	703	276	773	1.17		
2018-02-13_1418_left/001445	44	804	103	865	3.24		
2018-02-13_1418_left/001445	208	805	263	883	5.16		
2018-02-13_1418_left/001445	110	827	176	886	5.20		
2018-02-13_1418_left/001825	115	597	213	690	2.1		
2018-02-13_1418_left/001825	134	694	206	761	3.4		
2018-02-13_1418_left/001825	142	767	204	853	5.31		
2018-02-13_1418_left/001832	368	606	461	700	2.1		
2018-02-13_1418_left/001832	383	701	451	769	3.4		
2018-02-13_1418_left/001832	391	774	449	859	5.31		
2018-02-13_1418_left/001839	606	610	694	702	2.1		
2018-02-13_1418_left/001839	622	705	686	770	3.4		
2018-02-13_1418_left/001839	627	778	681	859	5.31		
2018-02-13_1418_left/001844	761	606	852	699	2.1		
2018-02-13_1418_left/001844	774	700	842	769	3.4		
2018-02-13_1418_left/001844	782	774	837	860	5.31		
2018-02-13_1418_left/001851	968	598	1058	692	2.1		
2018-02-13_1418_left/001851	981	694	1049	764	3.4		
2018-02-13_1418_left/001851	988	770	1043	857	5.31		
2018-02-13_1418_left/001857	1123	594	1214	689	2.1		
2018-02-13_1418_left/001857	1137	691	1205	762	3.4		
2018-02-13_1418_left/001857	1142	768	1201	858	5.31		
2018-02-13_1418_left/001863	1265	590	1358	685	2.1		
2018-02-13_1418_left/001863	1279	687	1348	760	3.4		
2018-02-13_1418_left/001863	1285	766	1346	856	5.31		
2018-02-13_1418_left/001874	1506	559	1605	662	2.1		
2018-02-13_1418_left/001874	1520	663	1594	741	3.4		
2018-02-13_1418_left/001874	1528	745	1589	841	5.31		
2018-02-13_1418_left/001880	1611	533	1718	641	2.1		
2018-02-13_1418_left/001880	1628	646	1704	724	3.4		
2018-02-13_1418_left/001880	1636	728	1697	835	5.31		
2018-02-13_1418_left/001892	1759	481	1874	597	2.1		
2018-02-13_1418_left/001892	1773	601	1860	688	3.4		
2018-02-13_1418_left/001892	1781	692	1853	805	5.31		
2018-02-13_1418_left/001897	1819	465	1937	584	2.1		
2018-02-13_1418_left/001897	1832	587	1923	682	3.4		
2018-02-13_1418_left/001897	1843	685	1914	801	5.31		
2018-02-13_1418_left/001907	1941	444	2071	579	2.1		
2018-02-13_1418_left/001907	1954	580	2056	681	3.4		
2018-02-13_1418_left/001907	1966	684	2043	809	5.31		
2018-02-13_1418_left/001912	1992	430	2126	568	2.1		
2018-02-13_1418_left/001912	2004	570	2111	676	3.4		
2018-02-13_1418_left/001912	2016	679	2101	815	5.31		
2018-02-13_1418_left/001920	2070	377	2219	525	2.1		
2018-02-13_1418_left/001920	2084	528	2197	645	3.4		
2018-02-13_1418_left/001920	2096	649	2189	800	5.31		
2018-02-13_1418_left/001928	2162	306	2323	474	2.1		
2018-02-13_1418_left/001928	2180	480	2307	604	3.4		
2018-02-13_1418_left/001928	2190	607	2293	770	5.31		
2018-02-13_1418_left/001934	2244	241	2425	421	2.1		
2018-02-13_1418_left/001934	2264	426	2401	561	3.4		
2018-02-13_1418_left/001934	2277	565	2390	742	5.31		
2018-02-13_1418_left/001940	2376	525	2444	709	5.31		
2018-02-13_1418_left/002237	420	824	445	868	6.4		
2018-02-13_1418_left/002246	342	791	369	846	6.4		
2018-02-13_1418_left/002257	207	853	238	910	6.4		
2018-02-13_1418_left/002263	116	849	149	918	6.4		
2018-02-13_1418_left/002646	2298	888	2352	930	1.17		
2018-02-13_1418_left/002646	2212	964	2240	998	3.27		
2018-02-13_1418_left/002646	2216	931	2245	961	5.20		
2018-02-13_1418_left/002646	2300	934	2349	953	8.2.1		
2018-02-13_1418_left/002653	2148	886	2204	933	1.17		
2018-02-13_1418_left/002653	2060	963	2088	997	3.27		
2018-02-13_1418_left/002653	2062	930	2094	960	5.20		
2018-02-13_1418_left/002653	2151	931	2200	952	8.2.1		
2018-02-13_1418_left/002660	2043	891	2091	937	1.17		
2018-02-13_1418_left/002660	1948	973	1975	1002	3.27		
2018-02-13_1418_left/002660	1949	934	1976	967	5.20		
2018-02-13_1418_left/002660	2044	936	2086	957	8.2.1		
2018-02-13_1418_left/002666	1967	887	2015	934	1.17		
2018-02-13_1418_left/002666	1867	969	1897	1003	3.27		
2018-02-13_1418_left/002666	1872	935	1900	965	5.20		
2018-02-13_1418_left/002666	1968	932	2012	955	8.2.1		
2018-02-13_1418_left/002675	1885	890	1932	937	1.17		
2018-02-13_1418_left/002675	1782	974	1813	1007	3.27		
2018-02-13_1418_left/002675	1785	940	1812	970	5.20		
2018-02-13_1418_left/002675	1890	934	1929	957	8.2.1		
2018-02-13_1418_left/002683	1829	885	1877	939	1.17		
2018-02-13_1418_left/002683	1717	977	1752	1013	3.27		
2018-02-13_1418_left/002683	1721	942	1751	972	5.20		
2018-02-13_1418_left/002683	1832	936	1873	962	8.2.1		
2018-02-13_1418_left/002688	1791	878	1841	932	1.17		
2018-02-13_1418_left/002688	1679	973	1710	1001	3.27		
2018-02-13_1418_left/002688	1681	936	1712	968	5.20		
2018-02-13_1418_left/002688	1564	953	1590	980	5.20		
2018-02-13_1418_left/002688	1796	934	1838	955	8.2.1		
2018-02-13_1418_left/002693	1763	877	1811	924	1.17		
2018-02-13_1418_left/002693	1646	965	1674	998	3.27		
2018-02-13_1418_left/002693	1650	929	1679	960	5.20		
2018-02-13_1418_left/002693	1766	925	1808	952	8.2.1		
2018-02-13_1418_left/002703	1710	868	1760	921	1.17		
2018-02-13_1418_left/002703	1586	965	1618	997	3.27		
2018-02-13_1418_left/002703	1590	926	1620	958	5.20		
2018-02-13_1418_left/002703	1713	924	1757	947	8.2.1		
2018-02-13_1418_left/002715	1686	863	1737	915	1.17		
2018-02-13_1418_left/002715	1551	959	1584	994	3.27		
2018-02-13_1418_left/002715	1554	920	1587	954	5.20		
2018-02-13_1418_left/002715	1687	917	1735	940	8.2.1		
2018-02-13_1418_left/002720	1683	868	1735	919	1.17		
2018-02-13_1418_left/002720	1546	963	1574	997	3.27		
2018-02-13_1418_left/002720	1549	924	1581	958	5.20		
2018-02-13_1418_left/002720	1685	921	1731	947	8.2.1		
2018-02-13_1418_left/002725	1678	874	1728	925	1.17		
2018-02-13_1418_left/002725	1536	970	1572	1003	3.27		
2018-02-13_1418_left/002725	1538	931	1571	967	5.20		
2018-02-13_1418_left/002725	1677	928	1725	951	8.2.1		
2018-02-13_1418_left/002743	1676	848	1730	902	1.17		
2018-02-13_1418_left/002743	1518	950	1554	985	3.27		
2018-02-13_1418_left/002743	1521	910	1555	944	5.20		
2018-02-13_1418_left/002743	1675	905	1727	931	8.2.1		
2018-02-13_1418_left/002754	1694	837	1759	897	1.17		
2018-02-13_1418_left/002754	1529	947	1569	987	3.27		
2018-02-13_1418_left/002754	1383	934	1406	963	5.20		
2018-02-13_1418_left/002754	1532	908	1566	943	5.20		
2018-02-13_1418_left/002754	1699	899	1750	927	8.2.1		
2018-02-13_1418_left/002769	1739	849	1808	911	1.17		
2018-02-13_1418_left/002769	1558	966	1600	1011	3.27		
2018-02-13_1418_left/002769	1561	928	1593	961	5.20		
2018-02-13_1418_left/002769	1746	915	1799	946	8.2.1		
