frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-03-02_1400_left/017798	2272	815	2314	864	4.1.1		
2018-03-02_1400_left/017799	2288	816	2331	868	4.1.1		
2018-03-02_1400_left/017800	2306	812	2347	860	4.1.1		
2018-03-02_1400_left/017802	2339	806	2382	857	4.1.1		
2018-03-02_1400_left/017804	2377	803	2421	858	4.1.1		
2018-03-02_1400_left/017805	2397	797	2441	854	4.1.1		
2018-03-02_1400_left/017806	1617	821	1651	864	3.24		
2018-03-02_1400_left/017886	2231	886	2253	934	2.4		
2018-03-02_1400_left/017975	1494	938	1522	963	3.24		50
2018-03-02_1400_left/017982	1510	935	1538	966	3.24		50
2018-03-02_1400_left/017983	1505	934	1534	966	3.24		50
2018-03-02_1400_left/017984	1508	932	1537	966	3.24		50
2018-03-02_1400_left/017984	1535	898	1682	943	6.10.1		
2018-03-02_1400_left/017985	1510	934	1540	968	3.24		50
2018-03-02_1400_left/017986	1532	904	1684	947	6.10.1		
2018-03-02_1400_left/017987	1539	907	1690	946	6.10.1		
2018-03-02_1400_left/017987	1511	936	1547	969	3.24		50
2018-03-02_1400_left/017989	1536	905	1691	953	6.10.1		
2018-03-02_1400_left/017989	1510	933	1546	972	3.24		50
2018-03-02_1400_left/017991	1538	903	1699	946	6.10.1		
2018-03-02_1400_left/017992	1538	903	1695	945	6.10.1		
2018-03-02_1400_left/017993	1513	937	1552	968	3.24		
2018-03-02_1400_left/017995	1515	937	1558	974	3.24		50
2018-03-02_1400_left/018005	1551	898	1743	944	6.10.1		
2018-03-02_1400_left/018006	1556	894	1746	944	6.10.1		
2018-03-02_1400_left/018006	1538	933	1578	968	3.24		
2018-03-02_1400_left/018006	1833	906	1853	930	3.1		
2018-03-02_1400_left/018007	1557	888	1748	943	6.10.1		
2018-03-02_1400_left/018007	1537	931	1581	967	3.24		50
2018-03-02_1400_left/018008	1562	894	1749	945	6.10.1		
2018-03-02_1400_left/018008	1540	931	1582	972	3.24		50
2018-03-02_1400_left/018008	1833	905	1855	930	3.1		
2018-03-02_1400_left/018009	1834	907	1856	931	3.1		
2018-03-02_1400_left/018009	1537	930	1589	973	3.24		50
2018-03-02_1400_left/018010	1568	894	1755	940	6.10.1		
2018-03-02_1400_left/018010	1833	907	1858	933	3.1		
2018-03-02_1400_left/018010	1543	933	1589	972	3.24		50
2018-03-02_1400_left/018011	1569	902	1763	948	6.10.1		
2018-03-02_1400_left/018012	1566	902	1770	948	6.10.1		
2018-03-02_1400_left/018012	1546	939	1597	979	3.24		
2018-03-02_1400_left/018014	1574	903	1778	949	6.10.1		
2018-03-02_1400_left/018017	1560	944	1605	987	3.24		50
2018-03-02_1400_left/018021	1837	915	1857	940	3.1		
2018-03-02_1400_left/018022	1837	914	1858	938	3.1		
2018-03-02_1400_left/018026	1839	921	1865	943	3.1		
2018-03-02_1400_left/018027	1835	922	1859	946	3.1		
2018-03-02_1400_left/018028	1836	923	1860	950	3.1		
2018-03-02_1400_left/018034	1605	930	1659	973	3.24		50
2018-03-02_1400_left/018034	347	900	366	923	3.1		
2018-03-02_1400_left/018038	1618	922	1681	975	3.24		50
2018-03-02_1400_left/018039	1621	920	1684	975	3.24		50
2018-03-02_1400_left/018040	1628	921	1687	978	3.24		50
2018-03-02_1400_left/018041	1631	913	1695	977	3.24		50
2018-03-02_1400_left/018043	1641	907	1702	979	3.24		60
2018-03-02_1400_left/018044	1642	908	1708	979	3.24		50
2018-03-02_1400_left/018045	1646	908	1713	978	3.24		50
2018-03-02_1400_left/018045	250	895	278	922	3.1		
2018-03-02_1400_left/018046	1647	906	1719	977	3.24		50
2018-03-02_1400_left/018046	239	889	266	916	3.1		
2018-03-02_1400_left/018047	227	894	257	922	3.1		
2018-03-02_1400_left/018047	1653	910	1725	978	3.24		50
2018-03-02_1400_left/018048	216	894	246	924	3.1		
2018-03-02_1400_left/018048	1656	914	1730	982	3.24		50
2018-03-02_1400_left/018049	204	894	232	923	3.1		
2018-03-02_1400_left/018049	1659	911	1733	979	3.24		50
2018-03-02_1400_left/018050	196	895	226	922	3.1		
2018-03-02_1400_left/018050	1663	910	1738	982	3.24		50
2018-03-02_1400_left/018051	183	894	213	923	3.1		
2018-03-02_1400_left/018051	1668	907	1745	980	3.24		50
2018-03-02_1400_left/018051	1704	863	1954	946	6.10.1		
2018-03-02_1400_left/018052	1676	913	1756	985	3.24		50
2018-03-02_1400_left/018052	175	899	203	930	3.1		
2018-03-02_1400_left/018053	1679	910	1762	984	3.24		50
2018-03-02_1400_left/018053	1718	863	1973	950	6.10.1		
2018-03-02_1400_left/018053	161	899	191	926	3.1		
2018-03-02_1400_left/018054	1685	909	1766	982	3.24		50
2018-03-02_1400_left/018054	148	899	182	932	3.1		
2018-03-02_1400_left/018055	136	898	164	928	3.1		
2018-03-02_1400_left/018055	1687	910	1770	984	3.24		50
2018-03-02_1400_left/018055	1666	908	1700	930	6.10.1		
2018-03-02_1400_left/018056	130	903	157	933	3.1		
2018-03-02_1400_left/018056	1703	913	1785	986	3.24		50
2018-03-02_1400_left/018057	1708	908	1788	984	3.24		50
2018-03-02_1400_left/018058	1716	900	1795	984	3.24		50
2018-03-02_1400_left/018059	1725	893	1811	980	3.24		50
2018-03-02_1400_left/018060	1727	891	1817	978	3.24		50
2018-03-02_1400_left/018061	1735	887	1826	976	3.24		50
2018-03-02_1400_left/018063	1750	876	1853	975	3.24		50
2018-03-02_1400_left/018064	1763	871	1860	980	3.24		
2018-03-02_1400_left/018065	1765	879	1882	975	3.24		50
2018-03-02_1400_left/018066	1782	868	1885	979	3.24		50
2018-03-02_1400_left/018067	1783	872	1917	980	3.24		50
2018-03-02_1400_left/018068	1800	871	1928	973	3.24		50
2018-03-02_1400_left/018069	1808	861	1946	984	3.24		
2018-03-02_1400_left/018070	1820	851	1966	983	3.24		50
2018-03-02_1400_left/018074	1853	828	2088	978	3.24		
2018-03-02_1400_left/018075	1896	830	2082	980	3.24		
2018-03-02_1400_left/018076	1908	824	2120	981	3.24		150
2018-03-02_1400_left/018077	1953	821	2127	976	3.24		50
2018-03-02_1400_left/018078	1976	815	2157	982	3.24		50
2018-03-02_1400_left/018079	2011	808	2184	967	3.24		50
2018-03-02_1400_left/018080	2039	801	2218	974	3.24		50
2018-03-02_1400_left/018081	2064	787	2273	967	3.24		50
2018-03-02_1400_left/018081	1775	903	1799	935	3.1		
2018-03-02_1400_left/018082	2117	783	2296	974	3.24		50
2018-03-02_1400_left/018082	1775	904	1800	932	5.2		
2018-03-02_1400_left/018083	2161	762	2346	970	3.24		
2018-03-02_1400_left/018083	1774	904	1800	934	5.2		
2018-03-02_1400_left/018084	2197	766	2396	977	3.24		
2018-03-02_1400_left/018085	2248	749	2445	970	3.24		50
2018-03-02_1400_left/018086	2300	733	2440	970	3.24		
2018-03-02_1400_left/018088	1765	910	1787	938	3.20		
2018-03-02_1400_left/018090	1760	912	1782	938	8.3.2		
2018-03-02_1400_left/018092	1759	918	1780	947	3.1		
2018-03-02_1400_left/018093	1759	915	1779	949	3.1		
2018-03-02_1400_left/018111	1725	924	1750	957	3.1		
2018-03-02_1400_left/018112	1726	918	1750	952	7.1		
2018-03-02_1400_left/018113	1727	928	1751	955	8.13		
2018-03-02_1400_left/018115	1722	928	1745	957	8.13		
2018-03-02_1400_left/018116	1720	930	1743	959	3.20		
2018-03-02_1400_left/018118	1717	932	1739	963	3.20		
2018-03-02_1400_left/018119	1716	927	1739	959	3.20		
2018-03-02_1400_left/018121	1712	926	1738	960	3.1		
2018-03-02_1400_left/018127	1704	931	1727	956	1.25		
2018-03-02_1400_left/018128	1703	930	1726	954	1.25		
2018-03-02_1400_left/018128	1705	955	1724	976	3.1		
2018-03-02_1400_left/018129	1699	953	1721	976	3.1		
2018-03-02_1400_left/018130	1700	935	1724	960	1.25		
2018-03-02_1400_left/018131	1696	955	1718	977	3.24		
2018-03-02_1400_left/018132	1694	936	1719	962	1.25		
2018-03-02_1400_left/018133	1699	935	1723	961	1.25		
2018-03-02_1400_left/018134	1690	935	1715	961	1.25		
2018-03-02_1400_left/018135	1691	935	1716	960	1.25		
2018-03-02_1400_left/018136	1686	932	1710	960	1.25		
2018-03-02_1400_left/018137	1686	932	1710	958	1.25		
2018-03-02_1400_left/018138	1688	935	1711	961	1.25		
2018-03-02_1400_left/018141	1677	935	1703	959	1.25		
2018-03-02_1400_left/018142	1678	936	1703	960	1.25		
2018-03-02_1400_left/018143	1680	936	1706	962	1.25		
2018-03-02_1400_left/018144	1677	935	1703	960	1.25		
2018-03-02_1400_left/018145	1678	935	1704	960	1.25		
2018-03-02_1400_left/018146	1677	933	1703	958	1.25		
2018-03-02_1400_left/018147	1677	932	1705	957	1.25		
2018-03-02_1400_left/018147	1681	958	1703	978	3.1		
2018-03-02_1400_left/018148	1677	933	1703	958	1.25		
2018-03-02_1400_left/018149	1676	932	1704	957	1.25		
2018-03-02_1400_left/018150	1679	956	1700	979	8.13		
2018-03-02_1400_left/018150	1676	933	1702	959	1.25		
2018-03-02_1400_left/018151	1674	933	1701	957	1.25		
2018-03-02_1400_left/018152	1674	933	1700	958	1.25		
2018-03-02_1400_left/018153	1673	934	1702	961	1.25		
2018-03-02_1400_left/018154	1672	934	1699	962	1.25		
2018-03-02_1400_left/018155	1670	930	1699	961	1.25		
2018-03-02_1400_left/018158	1668	928	1698	957	1.25		
2018-03-02_1400_left/018160	1664	929	1693	958	1.25		
2018-03-02_1400_left/018161	1664	927	1694	958	1.25		
2018-03-02_1400_left/018163	1661	925	1690	959	1.25		
2018-03-02_1400_left/018164	15	871	151	928	8.2.1		
2018-03-02_1400_left/018165	11	868	143	933	8.6.4		
2018-03-02_1400_left/018165	1652	926	1686	957	1.25		
2018-03-02_1400_left/018166	1652	928	1683	956	1.25		
2018-03-02_1400_left/018167	1650	952	1682	978	8.13		
2018-03-02_1400_left/018168	1649	923	1677	953	1.25		
2018-03-02_1400_left/018170	1644	930	1674	958	1.25		
2018-03-02_1400_left/018170	1646	952	1674	973	8.24		
2018-03-02_1400_left/018171	1642	927	1672	956	1.25		
2018-03-02_1400_left/018172	1641	932	1668	956	1.25		
2018-03-02_1400_left/018173	1638	927	1667	954	1.25		
2018-03-02_1400_left/018174	1635	931	1665	959	1.25		
2018-03-02_1400_left/018174	1638	968	1663	993	3.24		
2018-03-02_1400_left/018177	1635	966	1658	995	3.24		
2018-03-02_1400_left/018177	1631	930	1659	960	1.25		
2018-03-02_1400_left/018178	1630	949	1657	974	3.1		
2018-03-02_1400_left/018178	1633	969	1654	995	3.24		
2018-03-02_1400_left/018180	1623	930	1655	961	1.25		
2018-03-02_1400_left/018181	1626	969	1652	995	3.24		
2018-03-02_1400_left/018182	1618	927	1651	959	1.25		
2018-03-02_1400_left/018182	1625	967	1648	992	3.24		40
2018-03-02_1400_left/018183	1617	929	1648	959	1.25		
2018-03-02_1400_left/018184	1616	928	1645	957	1.25		
2018-03-02_1400_left/018184	1619	967	1641	989	3.24		40
2018-03-02_1400_left/018185	1612	926	1644	956	1.25		
2018-03-02_1400_left/018186	1613	929	1642	959	1.25		
2018-03-02_1400_left/018186	1616	967	1638	993	3.24		
2018-03-02_1400_left/018189	1605	927	1636	957	1.25		
2018-03-02_1400_left/018191	1601	934	1632	961	1.25		
2018-03-02_1400_left/018192	1599	931	1631	959	1.25		
2018-03-02_1400_left/018192	1600	946	1632	970	3.1		
2018-03-02_1400_left/018193	1601	975	1627	1001	3.24		40
2018-03-02_1400_left/018194	1601	976	1623	1000	3.24		40
2018-03-02_1400_left/018195	1597	975	1622	1000	3.24		40
2018-03-02_1400_left/018195	1591	930	1623	961	1.25		
2018-03-02_1400_left/018196	1594	980	1620	1005	3.24		40
2018-03-02_1400_left/018197	1594	976	1619	1001	3.24		40
2018-03-02_1400_left/018198	1593	979	1616	1005	3.24		40
2018-03-02_1400_left/018198	1587	932	1618	961	1.25		
2018-03-02_1400_left/018199	1590	973	1617	1000	3.24		
2018-03-02_1400_left/018201	1586	972	1613	999	3.24		40
2018-03-02_1400_left/018202	1583	968	1611	1000	3.24		40
2018-03-02_1400_left/018202	1577	921	1613	954	1.25		
2018-03-02_1400_left/018203	1580	969	1609	998	3.24		40
2018-03-02_1400_left/018203	1576	923	1611	957	1.25		
2018-03-02_1400_left/018204	1578	969	1608	996	3.24		40
2018-03-02_1400_left/018205	1579	967	1608	993	3.24		40
2018-03-02_1400_left/018206	1577	957	1608	985	3.24		
2018-03-02_1400_left/018207	1575	958	1605	985	3.24		
2018-03-02_1400_left/018207	1572	934	1606	963	2.5		
2018-03-02_1400_left/018208	1575	961	1605	985	3.24		40
2018-03-02_1400_left/018208	1573	903	1607	941	1.25		
2018-03-02_1400_left/018209	1575	960	1602	984	3.24		40
2018-03-02_1400_left/018209	1571	900	1607	939	1.25		
2018-03-02_1400_left/018210	1573	961	1601	985	3.24		40
2018-03-02_1400_left/018210	1569	899	1606	940	1.25		
2018-03-02_1400_left/018211	1572	959	1600	985	3.24		40
2018-03-02_1400_left/018211	1568	899	1605	940	1.25		
2018-03-02_1400_left/018212	1572	961	1599	986	3.24		40
2018-03-02_1400_left/018212	1567	898	1605	940	1.25		
2018-03-02_1400_left/018213	1571	961	1598	986	3.24		40
2018-03-02_1400_left/018213	1566	898	1605	941	1.25		
2018-03-02_1400_left/018214	1568	962	1598	986	3.24		40
2018-03-02_1400_left/018214	1567	935	1603	960	8.2.1		
2018-03-02_1400_left/018215	1567	961	1596	987	3.24		40
2018-03-02_1400_left/018215	1560	896	1605	943	1.25		
2018-03-02_1400_left/018215	1564	936	1601	959	8.1.1		
2018-03-02_1400_left/018216	1566	961	1597	989	3.24		40
2018-03-02_1400_left/018217	1565	961	1596	990	3.24		40
2018-03-02_1400_left/018218	1564	958	1596	992	3.24		40
2018-03-02_1400_left/018218	1558	897	1602	942	1.25		
2018-03-02_1400_left/018218	1561	940	1602	959	8.2.1		
2018-03-02_1400_left/018219	1564	959	1596	990	3.24		40
2018-03-02_1400_left/018219	1563	939	1601	959	8.1.1		
2018-03-02_1400_left/018219	1558	897	1602	941	1.25		
2018-03-02_1400_left/018220	1565	959	1596	990	3.24		40
2018-03-02_1400_left/018221	1566	959	1597	987	3.24		40
2018-03-02_1400_left/018221	1563	935	1600	957	8.1.1		
2018-03-02_1400_left/018221	1556	891	1605	936	1.25		
2018-03-02_1400_left/018222	1566	959	1596	988	3.24		40
2018-03-02_1400_left/018222	1564	935	1600	957	8.1.1		
2018-03-02_1400_left/018222	1557	893	1604	935	1.25		
2018-03-02_1400_left/018223	1565	958	1600	990	3.24		40
2018-03-02_1400_left/018223	1558	893	1607	939	1.25		
2018-03-02_1400_left/018224	1564	957	1599	994	3.24		40
2018-03-02_1400_left/018225	1566	963	1603	1000	3.24		40
2018-03-02_1400_left/018226	1569	963	1602	997	3.24		40
2018-03-02_1400_left/018227	1569	969	1602	1004	3.24		40
2018-03-02_1400_left/018227	1564	944	1603	971	8.1.1		
2018-03-02_1400_left/018228	1573	971	1604	1006	3.24		40
2018-03-02_1400_left/018228	1567	943	1608	969	8.2.1		
2018-03-02_1400_left/018228	1560	902	1610	949	1.25		
2018-03-02_1400_left/018229	1571	973	1604	1008	3.24		40
2018-03-02_1400_left/018230	1575	973	1607	1008	3.24		40
2018-03-02_1400_left/018230	1570	945	1609	975	5.23.1		
2018-03-02_1400_left/018231	1572	964	1610	1001	3.24		40
2018-03-02_1400_left/018232	1576	969	1609	1007	3.24		40
2018-03-02_1400_left/018233	1577	958	1618	999	3.24		
2018-03-02_1400_left/018234	1576	957	1620	1000	3.24		40
2018-03-02_1400_left/018235	1577	954	1622	1002	3.24		
2018-03-02_1400_left/018236	1583	951	1622	990	3.24		
2018-03-02_1400_left/018236	1579	926	1622	953	8.1.1		
2018-03-02_1400_left/018237	1589	931	1634	955	8.2.1		
2018-03-02_1400_left/018237	1591	953	1630	999	3.24		
2018-03-02_1400_left/018238	1591	943	1630	985	3.24		40
2018-03-02_1400_left/018238	1578	873	1639	918	1.25		
2018-03-02_1400_left/018239	1593	946	1635	989	3.24		40
2018-03-02_1400_left/018239	1591	917	1633	948	2.5		
2018-03-02_1400_left/018240	1596	944	1638	985	3.24		40
2018-03-02_1400_left/018240	1587	868	1644	918	1.25		
2018-03-02_1400_left/018241	1596	943	1639	982	3.24		40
2018-03-02_1400_left/018242	1600	948	1642	985	3.24		40
2018-03-02_1400_left/018242	1589	864	1650	915	1.25		
2018-03-02_1400_left/018244	1606	945	1653	987	3.24		40
2018-03-02_1400_left/018244	1599	868	1657	913	1.25		
2018-03-02_1400_left/018245	1613	940	1659	986	3.24		40
2018-03-02_1400_left/018246	1615	940	1661	986	3.24		40
2018-03-02_1400_left/018247	1617	943	1664	988	3.24		40
2018-03-02_1400_left/018247	1610	864	1668	918	1.25		
2018-03-02_1400_left/018248	1619	943	1665	989	3.24		40
2018-03-02_1400_left/018250	1616	858	1688	920	1.25		
2018-03-02_1400_left/018251	1618	858	1692	922	1.25		
2018-03-02_1400_left/018252	1622	855	1695	921	1.25		
2018-03-02_1400_left/018254	1636	906	1693	934	8.2.1		
2018-03-02_1400_left/018255	1642	907	1699	933	8.2.1		
2018-03-02_1400_left/018256	1647	906	1705	929	8.1.1		
2018-03-02_1400_left/018257	1644	839	1717	905	1.25		
2018-03-02_1400_left/018257	1651	901	1706	928	8.2.1		
2018-03-02_1400_left/018258	1648	837	1720	903	1.25		
2018-03-02_1400_left/018258	1654	899	1709	927	8.2.1		50
2018-03-02_1400_left/018259	1649	834	1725	900	1.25		
2018-03-02_1400_left/018260	1655	838	1730	900	1.25		
2018-03-02_1400_left/018261	1661	831	1734	896	1.25		
2018-03-02_1400_left/018262	1665	831	1739	896	1.25		
2018-03-02_1400_left/018263	1669	830	1742	896	1.25		
2018-03-02_1400_left/018263	1674	929	1735	981	3.24		40
2018-03-02_1400_left/018264	1677	824	1749	893	1.25		
2018-03-02_1400_left/018265	1680	824	1752	898	1.25		
2018-03-02_1400_left/018266	1683	819	1761	891	1.25		
2018-03-02_1400_left/018266	1693	922	1751	980	3.24		40
2018-03-02_1400_left/018267	1687	818	1768	892	1.25		
2018-03-02_1400_left/018268	1695	820	1773	890	1.25		
2018-03-02_1400_left/018269	1701	817	1778	888	1.25		
2018-03-02_1400_left/018270	1706	818	1783	889	1.25		
2018-03-02_1400_left/018271	1716	813	1796	885	1.25		
2018-03-02_1400_left/018272	1713	812	1795	888	1.25		
2018-03-02_1400_left/018273	1722	810	1802	884	1.25		
2018-03-02_1400_left/018273	1728	916	1793	986	3.24		40
2018-03-02_1400_left/018274	1724	805	1806	885	1.25		
2018-03-02_1400_left/018274	1731	916	1796	987	3.24		40
2018-03-02_1400_left/018275	1730	805	1811	883	1.25		
2018-03-02_1400_left/018275	1735	917	1802	987	3.24		40
2018-03-02_1400_left/018276	1738	803	1820	882	1.25		
2018-03-02_1400_left/018276	1742	917	1810	990	3.24		40
2018-03-02_1400_left/018277	1741	804	1822	881	1.25		
2018-03-02_1400_left/018277	1743	919	1816	992	3.24		40
2018-03-02_1400_left/018278	1747	803	1831	883	1.25		
2018-03-02_1400_left/018278	1754	927	1821	992	3.24		40
2018-03-02_1400_left/018279	1747	803	1835	883	1.25		
2018-03-02_1400_left/018279	1754	923	1827	994	3.24		40
2018-03-02_1400_left/018280	1757	919	1832	996	3.24		
2018-03-02_1400_left/018280	1750	798	1842	881	1.25		
2018-03-02_1400_left/018281	1761	800	1850	885	1.25		
2018-03-02_1400_left/018281	1765	922	1842	1005	3.24		40
2018-03-02_1400_left/018282	1763	912	1846	1000	3.24		
2018-03-02_1400_left/018282	1762	788	1851	877	1.25		
2018-03-02_1400_left/018283	1777	918	1857	1001	3.24		40
2018-03-02_1400_left/018283	1773	786	1866	881	1.25		
2018-03-02_1400_left/018284	1778	910	1860	994	3.24		40
2018-03-02_1400_left/018284	1770	774	1869	875	1.25		
2018-03-02_1400_left/018284	1772	868	1862	911	8.2.1		501
2018-03-02_1400_left/018285	1787	907	1869	991	3.24		40
2018-03-02_1400_left/018285	1779	774	1878	867	1.25		
2018-03-02_1400_left/018285	1781	863	1869	910	8.2.1		50
2018-03-02_1400_left/018286	1796	907	1880	989	3.24		40
2018-03-02_1400_left/018286	1788	769	1888	863	1.25		
2018-03-02_1400_left/018287	1799	903	1889	989	3.24		40
2018-03-02_1400_left/018287	1792	761	1896	859	1.25		
2018-03-02_1400_left/018287	1792	858	1890	904	8.1.1		
2018-03-02_1400_left/018288	1820	907	1901	992	3.24		40
2018-03-02_1400_left/018288	1812	760	1909	860	1.25		
2018-03-02_1400_left/018289	1818	897	1909	983	3.24		40
2018-03-02_1400_left/018289	1813	745	1917	850	1.25		
2018-03-02_1400_left/018290	1827	745	1938	854	1.25		
2018-03-02_1400_left/018290	1838	901	1928	985	3.24		40
2018-03-02_1400_left/018290	1828	848	1933	901	8.1.1		150 м
2018-03-02_1400_left/018291	1839	890	1939	982	3.24		40
2018-03-02_1400_left/018291	1843	843	1936	891	8.1.1		
2018-03-02_1400_left/018291	1832	736	1943	841	1.25		
2018-03-02_1400_left/018292	1847	887	1952	984	3.24		40
2018-03-02_1400_left/018292	1839	729	1964	837	1.25		
2018-03-02_1400_left/018292	1848	835	1949	888	8.1.1		
2018-03-02_1400_left/018293	1857	726	1983	838	1.25		
2018-03-02_1400_left/018293	1869	891	1973	984	3.24		40
2018-03-02_1400_left/018293	1864	833	1972	892	8.2.1		
2018-03-02_1400_left/018294	1863	721	1993	823	1.25		
2018-03-02_1400_left/018294	1870	824	1983	879	8.2.1		50
2018-03-02_1400_left/018294	1874	876	1980	979	3.24		40
2018-03-02_1400_left/018295	1887	713	2014	827	1.25		
2018-03-02_1400_left/018295	1892	882	2007	987	3.24		40
2018-03-02_1400_left/018295	1895	826	2004	883	8.1.1		
2018-03-02_1400_left/018296	1897	700	2024	816	1.25		
2018-03-02_1400_left/018296	1903	874	2016	978	3.24		40
2018-03-02_1400_left/018296	1901	816	2014	871	8.2.1		
2018-03-02_1400_left/018297	1909	698	2041	811	1.25		
2018-03-02_1400_left/018297	1901	810	2049	868	8.2.1		
2018-03-02_1400_left/018297	1917	873	2040	973	3.24		40
2018-03-02_1400_left/018298	1935	868	2056	975	3.24		40
2018-03-02_1400_left/018298	1927	805	2063	864	8.2.1		
2018-03-02_1400_left/018299	1942	666	2087	797	1.25		
2018-03-02_1400_left/018299	1949	859	2080	969	3.24		40
2018-03-02_1400_left/018299	1944	792	2080	859	8.2.1		
2018-03-02_1400_left/018300	1967	666	2120	790	1.25		
2018-03-02_1400_left/018300	1971	788	2114	857	8.2.1		
2018-03-02_1400_left/018300	1980	856	2110	974	3.24		40
2018-03-02_1400_left/018301	1984	643	2134	780	1.25		
2018-03-02_1400_left/018301	1991	839	2128	969	3.24		40
2018-03-02_1400_left/018301	1989	773	2129	843	8.2.1		
2018-03-02_1400_left/018302	2016	841	2155	974	3.24		40
2018-03-02_1400_left/018302	2013	774	2157	845	8.2.1		
2018-03-02_1400_left/018302	2012	643	2160	777	1.25		
2018-03-02_1400_left/018303	2037	757	2184	834	8.2.1		
2018-03-02_1400_left/018303	2037	832	2189	967	3.24		40
2018-03-02_1400_left/018303	2022	620	2197	762	1.25		
2018-03-02_1400_left/018304	2061	833	2212	963	3.24		40
2018-03-02_1400_left/018304	2056	752	2216	831	8.2.1		
2018-03-02_1400_left/018304	2053	611	2229	759	1.25		
2018-03-02_1400_left/018305	2092	819	2246	970	3.24		40
2018-03-02_1400_left/018305	2083	745	2253	824	8.2.1		50
2018-03-02_1400_left/018305	2081	592	2260	752	1.25		
2018-03-02_1400_left/018306	2119	735	2281	820	8.1.1		
2018-03-02_1400_left/018306	2114	810	2282	972	3.24		40
2018-03-02_1400_left/018306	2113	585	2285	735	1.25		
2018-03-02_1400_left/018307	2154	810	2323	967	3.24		40
2018-03-02_1400_left/018307	2151	733	2321	814	8.2.1		
2018-03-02_1400_left/018307	2144	572	2339	733	1.25		
2018-03-02_1400_left/018308	2183	795	2361	968	3.24		
2018-03-02_1400_left/018308	2196	716	2356	801	8.2.1		
2018-03-02_1400_left/018308	2181	551	2375	726	1.25		
2018-03-02_1400_left/018309	2219	788	2408	966	3.24		20
2018-03-02_1400_left/018309	2221	703	2401	798	8.1.1		
2018-03-02_1400_left/018309	2226	532	2417	710	1.25		
2018-03-02_1400_left/018310	2269	773	2445	962	3.24		40
2018-03-02_1400_left/018310	2264	689	2451	791	8.1.1		
2018-03-02_1400_left/018311	2304	678	2448	786	5.23.1		
2018-03-02_1400_left/018311	2305	763	2444	948	3.24		
2018-03-02_1400_left/018312	2357	756	2440	965	3.27		
2018-03-02_1400_left/018336	29	978	48	999	1.23		
2018-03-02_1400_left/018337	23	978	42	1001	1.23		
2018-03-02_1400_left/018347	1372	987	1393	1010	4.1.1		
2018-03-02_1400_left/018351	1375	982	1396	1006	4.1.1		
2018-03-02_1400_left/018353	1375	984	1396	1007	4.1.1		
2018-03-02_1400_left/018354	1376	985	1396	1008	4.1.1		
2018-03-02_1400_left/018362	1386	985	1408	1006	4.1.1		
