frame	xtl	ytl	xbr	ybr	class	score
2018-03-23_1352_right/004306	1166	925	1210	1013	3.1	0.3128763437271118
2018-03-23_1352_right/008144	1362	855	1388	884	3.27	0.6548860669136047
2018-03-23_1352_right/008144	954	899	980	927	3.27	0.6025450825691223
2018-03-23_1352_right/000710	1547	845	1599	899	3.27	0.9944316148757936
2018-03-23_1352_right/000710	1444	916	1484	958	5.20	0.984589159488678
2018-03-23_1352_right/000710	966	888	992	914	5.19	0.9229453206062316
2018-03-23_1352_right/000710	1450	882	1477	910	5.19	0.9093129634857178
2018-03-23_1352_right/000710	1960	705	2035	790	5.19	0.8406510353088379
2018-03-23_1352_right/000710	286	691	399	805	5.19	0.6108914017677307
2018-03-23_1352_right/000710	252	841	420	1013	5.20	0.4597318470478058
2018-03-23_1352_right/003528	2335	943	2387	1006	5.20	0.9920905828475952
2018-03-23_1352_right/003528	2020	922	2058	968	5.20	0.9735985994338988
2018-03-23_1352_right/003528	2346	892	2386	935	5.19	0.9586285948753356
2018-03-23_1352_right/003528	2028	885	2054	916	5.19	0.9205299019813538
2018-03-23_1352_right/003528	999	920	1017	937	5.19	0.4356231987476349
2018-03-23_1352_right/001649	1188	908	1231	946	2.4	0.9791674613952636
2018-03-23_1352_right/001649	389	902	431	941	2.4	0.9671024084091188
2018-03-23_1352_right/001649	2027	893	2067	931	2.4	0.8814777135848999
2018-03-23_1352_right/004325	169	751	236	818	5.20	0.9775843620300292
2018-03-23_1352_right/004325	167	819	236	891	3.24	0.7349604368209839
2018-03-23_1352_right/004325	1217	921	1233	940	5.19	0.5369292497634888
2018-03-23_1352_right/004607	722	871	779	930	3.27	0.9590895175933838
2018-03-23_1352_right/004607	1290	955	1316	982	3.1	0.4395298063755035
2018-03-23_1352_right/004248	1774	760	1863	868	4.1	0.8565977811813354
2018-03-23_1352_right/004248	1287	941	1316	999	3.1	0.8047806024551392
2018-03-23_1352_right/004248	767	902	798	940	3.24	0.6548618674278259
2018-03-23_1352_right/004248	763	857	800	885	5.20	0.40128928422927856
2018-03-23_1352_right/006323	1288	1004	1335	1055	4.2	0.9566258788108826
2018-03-23_1352_right/006323	1276	853	1323	902	4.2	0.8830079436302185
2018-03-23_1352_right/006323	1225	905	1256	942	2.1	0.8589414954185486
2018-03-23_1352_right/006323	1221	943	1255	968	4.1	0.5683503150939941
2018-03-23_1352_right/003172	1315	860	1349	899	5.20	0.9022698998451232
2018-03-23_1352_right/006387	1001	851	1051	904	2.1	0.987435519695282
2018-03-23_1352_right/006387	1133	1007	1232	1115	4.2	0.9676036834716796
2018-03-23_1352_right/006387	1105	703	1199	801	4.2	0.9589023590087892
2018-03-23_1352_right/006387	1003	905	1045	943	4.1	0.7978625893592834
2018-03-23_1352_right/006387	1232	889	1256	917	2.4	0.4591137766838074
2018-03-23_1352_right/006387	1232	916	1256	946	4.1	0.3367062211036682
2018-03-23_1352_right/000461	1021	986	1050	1017	5.20	0.7481828927993774
2018-03-23_1352_right/000461	1376	938	1405	966	5.20	0.6164929866790771
2018-03-23_1352_right/000461	1027	962	1046	982	5.19	0.5375465154647827
2018-03-23_1352_right/000411	1029	1040	1056	1065	5.20	0.6866858005523682
2018-03-23_1352_right/000411	1033	1017	1052	1036	5.19	0.55785071849823
2018-03-23_1352_right/000411	1355	992	1381	1021	5.20	0.535502552986145
2018-03-23_1352_right/007558	111	673	316	764	2.4	0.4636955261230469
2018-03-23_1352_right/000065	1453	916	1487	950	3.27	0.9006854891777039
2018-03-23_1352_right/000065	1454	951	1487	983	5.20	0.6039287447929382
2018-03-23_1352_right/004088	1315	888	1350	923	4.1	0.7359066605567932
2018-03-23_1352_right/004088	888	897	910	922	5.20	0.6368496417999268
2018-03-23_1352_right/006042	1430	858	1485	913	3.24	0.9276942014694214
2018-03-23_1352_right/001485	1268	896	1304	935	2.4	0.8746758699417114
2018-03-23_1352_right/001485	787	892	813	935	2.4	0.8114842176437378
2018-03-23_1352_right/008098	1625	802	1665	842	3.24	0.3637045025825501
2018-03-23_1352_right/001077	1134	911	1168	949	5.20	0.9404918551445008
2018-03-23_1352_right/004135	1460	856	1502	903	4.1	0.9034793376922609
2018-03-23_1352_right/004135	951	880	976	909	5.20	0.7762886285781859
2018-03-23_1352_right/004135	1288	929	1310	969	3.1	0.4466777443885803
2018-03-23_1352_right/004135	952	909	976	938	3.24	0.3269519805908203
2018-03-23_1352_right/004595	749	900	802	957	3.27	0.9800082445144652
2018-03-23_1352_right/004595	1281	976	1306	1004	3.1	0.30709031224250793
2018-03-23_1352_right/004217	1656	824	1724	904	4.1	0.8268272280693054
2018-03-23_1352_right/004217	866	885	898	912	5.20	0.312595397233963
2018-03-23_1352_right/000600	890	936	941	990	5.20	0.9819353818893432
2018-03-23_1352_right/000600	898	891	934	929	5.19	0.9699857234954834
2018-03-23_1352_right/000600	1043	919	1062	937	5.19	0.4901905655860901
2018-03-23_1352_right/001081	1135	907	1171	946	5.20	0.9592198133468628
2018-03-23_1352_right/004842	1425	936	1474	988	3.1	0.6151776909828186
2018-03-23_1352_right/008442	995	886	1029	921	3.27	0.9443811178207396
2018-03-23_1352_right/008442	1531	839	1565	875	3.27	0.9197239875793456
2018-03-23_1352_right/008442	2096	843	2113	872	5.19	0.5557195544242859
2018-03-23_1352_right/008268	1531	839	1564	875	3.27	0.9416851997375488
2018-03-23_1352_right/008268	995	885	1030	920	3.27	0.921106219291687
2018-03-23_1352_right/008268	2095	842	2113	871	5.19	0.6096644401550293
2018-03-23_1352_right/000818	1799	768	1895	867	3.27	0.9948564767837524
2018-03-23_1352_right/000818	1546	912	1607	977	5.20	0.9786114692687988
2018-03-23_1352_right/000818	826	867	867	907	5.19	0.9714840650558472
2018-03-23_1352_right/000818	1556	863	1596	903	5.19	0.7604625225067139
2018-03-23_1352_right/004066	1178	908	1210	944	4.1	0.8539980053901672
2018-03-23_1352_right/004066	776	914	798	939	5.20	0.6227973103523254
2018-03-23_1352_right/004830	1401	927	1446	974	3.1	0.8693327903747559
2018-03-23_1352_right/003285	1698	615	1846	761	5.20	0.9397522807121276
2018-03-23_1352_right/008210	972	864	1005	897	3.27	0.9656509160995485
2018-03-23_1352_right/008210	1484	817	1515	853	3.27	0.8778976202011108
2018-03-23_1352_right/008210	974	838	1006	873	3.27	0.6987067461013794
2018-03-23_1352_right/008210	2011	821	2028	849	5.19	0.6214855909347534
2018-03-23_1352_right/005793	2107	747	2173	827	2.4	0.8375627398490906
2018-03-23_1352_right/005793	2113	827	2181	906	4.1	0.6595776081085205
2018-03-23_1352_right/003220	1402	832	1463	898	5.20	0.9727846384048462
2018-03-23_1352_right/008312	994	886	1029	921	3.27	0.9512135982513428
2018-03-23_1352_right/008312	1531	839	1564	876	3.27	0.8991600275039673
2018-03-23_1352_right/008312	2095	843	2113	872	5.19	0.6245991587638855
2018-03-23_1352_right/003268	1580	702	1692	814	5.20	0.972685694694519
2018-03-23_1352_right/006358	1313	1007	1381	1080	4.2	0.9638310074806212
2018-03-23_1352_right/006358	1211	883	1253	925	2.1	0.9613059759140016
2018-03-23_1352_right/006358	1296	793	1360	862	4.2	0.9458818435668944
2018-03-23_1352_right/006358	1209	927	1251	960	4.1	0.660783588886261
2018-03-23_1352_right/006358	2089	812	2186	952	5.20	0.37067711353302
2018-03-23_1352_right/000333	2115	599	2270	754	3.27	0.99733567237854
2018-03-23_1352_right/000333	2112	753	2272	908	5.20	0.8873202800750732
2018-03-23_1352_right/000333	1023	968	1048	992	5.20	0.4515461325645447
2018-03-23_1352_right/000333	1299	929	1324	953	5.20	0.3359603881835937
2018-03-23_1352_right/003788	1585	893	1665	975	4.1	0.925568163394928
2018-03-23_1352_right/001500	1279	892	1317	932	2.4	0.9618366956710817
2018-03-23_1352_right/001500	775	889	803	936	2.4	0.8709064722061157
2018-03-23_1352_right/003157	1304	889	1333	924	5.20	0.6876143217086792
2018-03-23_1352_right/000944	1227	929	1253	954	5.20	0.5422709584236145
2018-03-23_1352_right/004454	1126	951	1156	983	3.27	0.6665700078010559
2018-03-23_1352_right/001298	1601	926	1629	955	2.4	0.31759899854660034
2018-03-23_1352_right/000857	1670	876	1749	957	5.20	0.9841948747634888
2018-03-23_1352_right/000857	2210	613	2360	765	3.27	0.9657080173492432
2018-03-23_1352_right/000857	1682	807	1736	862	5.19	0.9069565534591676
2018-03-23_1352_right/000857	714	810	767	865	5.19	0.8864201307296753
2018-03-23_1352_right/000857	1684	849	1736	903	5.19	0.3402003049850464
2018-03-23_1352_right/003776	1613	889	1688	966	4.1	0.939655303955078
2018-03-23_1352_right/001381	909	931	929	963	2.4	0.43198126554489136
2018-03-23_1352_right/000175	1463	879	1509	925	3.27	0.9992559552192688
2018-03-23_1352_right/000175	1464	925	1510	971	5.20	0.9932081699371338
2018-03-23_1352_right/001901	2066	670	2238	834	2.4	0.7938287854194641
2018-03-23_1352_right/003802	1563	892	1649	981	4.1	0.8949799537658691
2018-03-23_1352_right/003853	1898	831	2054	997	4.1	0.8520638942718506
2018-03-23_1352_right/005729	586	733	620	833	2.1	0.3958366513252258
2018-03-23_1352_right/006005	1355	909	1392	948	3.24	0.7183923721313477
2018-03-23_1352_right/006108	1912	517	2120	714	3.24	0.9488543272018432
2018-03-23_1352_right/004765	1366	948	1398	986	3.1	0.8131229877471924
2018-03-23_1352_right/001805	1631	812	1718	889	2.4	0.9981210827827454
2018-03-23_1352_right/001805	3	800	85	873	2.4	0.8898587226867676
2018-03-23_1352_right/000247	1576	812	1640	877	3.27	0.9894131422042848
2018-03-23_1352_right/000247	1575	879	1642	945	5.20	0.9886281490325928
2018-03-23_1352_right/007269	2328	351	2448	480	2.4	0.9654488563537598
2018-03-23_1352_right/007269	2329	480	2448	602	4.1	0.8942843675613403
2018-03-23_1352_right/007269	1319	761	1343	822	2.1	0.5638260841369629
2018-03-23_1352_right/007269	2206	823	2233	858	3.1	0.32254135608673096
2018-03-23_1352_right/005845	2020	569	2199	740	2.4	0.906929850578308
2018-03-23_1352_right/005845	2051	749	2180	894	4.1	0.30801334977149963
2018-03-23_1352_right/001115	1168	883	1209	926	5.20	0.9898202419281006
2018-03-23_1352_right/001885	1976	671	2137	821	2.4	0.97379469871521
2018-03-23_1352_right/003716	0	621	178	830	5.20	0.8608254194259644
2018-03-23_1352_right/003716	36	450	155	584	5.19	0.3023436069488525
2018-03-23_1352_right/000141	1434	896	1474	937	3.27	0.9981677532196044
2018-03-23_1352_right/000141	1434	938	1474	978	5.20	0.990099847316742
2018-03-23_1352_right/004102	1362	886	1397	926	4.1	0.7883057594299316
2018-03-23_1352_right/004102	913	901	937	928	5.20	0.5363997220993042
2018-03-23_1352_right/004102	913	927	937	953	3.24	0.3045470118522644
2018-03-23_1352_right/003180	1323	863	1362	906	5.20	0.917333483695984
2018-03-23_1352_right/001583	208	956	242	989	2.4	0.6920050978660583
2018-03-23_1352_right/004779	1365	972	1398	1011	3.1	0.8899725675582886
2018-03-23_1352_right/004592	753	889	805	944	3.27	0.9916847944259644
2018-03-23_1352_right/004592	1277	962	1301	990	3.1	0.4303059577941895
2018-03-23_1352_right/000340	2238	549	2411	724	3.27	0.9794765710830688
2018-03-23_1352_right/000340	2231	723	2416	896	5.20	0.7541545629501343
2018-03-23_1352_right/000340	1019	968	1044	992	5.20	0.43208563327789307
2018-03-23_1352_right/000340	1300	927	1325	952	5.20	0.3309771418571472
2018-03-23_1352_right/003398	1735	959	1752	982	5.19	0.6131769418716431
2018-03-23_1352_right/003398	1259	964	1286	993	3.1	0.4673615694046021
2018-03-23_1352_right/003398	1641	948	1657	967	5.19	0.452974259853363
2018-03-23_1352_right/003398	1638	970	1660	998	5.20	0.41437700390815735
2018-03-23_1352_right/003856	1936	820	2103	1002	4.1	0.8193668127059937
2018-03-23_1352_right/004912	1705	898	1802	991	3.1	0.9102243185043336
2018-03-23_1352_right/008428	995	887	1030	921	3.27	0.939347505569458
2018-03-23_1352_right/008428	1531	839	1564	875	3.27	0.9103244543075562
2018-03-23_1352_right/008428	2095	843	2113	872	5.19	0.6091989278793335
2018-03-23_1352_right/000744	1580	831	1644	895	3.27	0.9888786077499391
2018-03-23_1352_right/000744	1445	918	1491	964	5.20	0.9818679094314576
2018-03-23_1352_right/000744	902	881	932	912	5.19	0.9287060499191284
2018-03-23_1352_right/000744	1452	879	1483	910	5.19	0.9166696667671204
2018-03-23_1352_right/000744	2304	594	2416	710	5.19	0.7869493961334229
2018-03-23_1352_right/002898	313	723	360	814	2.4	0.4541367888450623
2018-03-23_1352_right/000813	1776	776	1865	870	3.27	0.995349645614624
2018-03-23_1352_right/000813	1536	913	1596	975	5.20	0.9878134727478028
2018-03-23_1352_right/000813	835	870	874	910	5.19	0.9606514573097228
2018-03-23_1352_right/000813	1546	865	1585	905	5.19	0.9150489568710328
2018-03-23_1352_right/004178	1605	851	1659	911	4.1	0.9494389295578004
2018-03-23_1352_right/004178	977	888	1005	919	5.20	0.8313361406326294
2018-03-23_1352_right/004178	978	921	1002	953	3.24	0.424300879240036
2018-03-23_1352_right/004178	1368	947	1391	998	3.1	0.33895623683929443
2018-03-23_1352_right/001659	1275	889	1319	926	2.4	0.9911899566650392
2018-03-23_1352_right/001659	454	881	499	922	2.4	0.984542727470398
2018-03-23_1352_right/001659	2151	873	2192	912	2.4	0.7975732088088989
2018-03-23_1352_right/001659	2082	869	2104	909	3.1	0.32900702953338623
2018-03-23_1352_right/006364	1197	879	1241	924	2.1	0.9781846404075624
2018-03-23_1352_right/006364	1307	1007	1382	1088	4.2	0.9668018817901612
2018-03-23_1352_right/006364	1288	781	1358	854	4.2	0.8860974311828613
2018-03-23_1352_right/006364	1203	926	1237	959	4.1	0.6904717683792114
2018-03-23_1352_right/006364	1403	909	1427	936	2.4	0.4320456087589264
2018-03-23_1352_right/000372	1324	911	1353	938	5.20	0.4159242510795593
2018-03-23_1352_right/000372	1027	935	1045	953	5.19	0.4051207304000855
2018-03-23_1352_right/000372	1024	957	1048	982	5.20	0.3537933826446533
2018-03-23_1352_right/008490	995	886	1030	921	3.27	0.9356734156608582
2018-03-23_1352_right/008490	1531	839	1564	875	3.27	0.9174979925155641
2018-03-23_1352_right/008490	2094	842	2112	873	5.19	0.6476712226867676
2018-03-23_1352_right/000718	1551	840	1606	896	3.27	0.9910783767700196
2018-03-23_1352_right/000718	1443	915	1483	958	5.20	0.9592462778091432
2018-03-23_1352_right/000718	949	883	975	910	5.19	0.9031487703323364
2018-03-23_1352_right/000718	1449	880	1476	908	5.19	0.8803389072418213
2018-03-23_1352_right/000718	2021	684	2105	774	5.19	0.7434864044189453
2018-03-23_1352_right/000718	120	640	261	777	5.19	0.5579019784927368
2018-03-23_1352_right/006400	782	865	837	920	2.1	0.9937654733657836
2018-03-23_1352_right/006400	785	923	831	962	4.1	0.9531912207603456
2018-03-23_1352_right/006400	897	1042	1024	1172	4.2	0.880060613155365
2018-03-23_1352_right/006400	870	674	980	788	4.2	0.8566504120826721
2018-03-23_1352_right/006400	1033	906	1061	938	2.4	0.6834478378295898
2018-03-23_1352_right/006400	1035	936	1060	967	4.1	0.4513228535652161
2018-03-23_1352_right/000964	1260	933	1286	959	5.20	0.6143542528152466
2018-03-23_1352_right/004609	721	869	777	928	3.27	0.9801948070526124
2018-03-23_1352_right/004609	1295	953	1320	981	3.1	0.5140708684921265
2018-03-23_1352_right/000295	1749	749	1844	844	3.27	0.9965617656707764
2018-03-23_1352_right/000295	1748	845	1845	939	5.20	0.9791674613952636
2018-03-23_1352_right/000295	1284	935	1308	960	5.20	0.4910813570022583
2018-03-23_1352_right/000295	1036	954	1052	971	5.19	0.3787138760089874
2018-03-23_1352_right/001156	1272	863	1323	918	5.20	0.9939907789230348
2018-03-23_1352_right/004301	478	821	531	877	5.20	0.9966623783111572
2018-03-23_1352_right/004301	476	879	530	935	3.24	0.8575060367584229
2018-03-23_1352_right/004301	1353	960	1369	978	5.19	0.5222104191780089
2018-03-23_1352_right/003216	1396	834	1454	895	5.20	0.976669430732727
2018-03-23_1352_right/007264	2233	400	2362	517	2.4	0.9832550287246704
2018-03-23_1352_right/007264	2237	517	2354	629	4.1	0.9242191910743712
2018-03-23_1352_right/007264	1333	763	1356	822	2.1	0.5645354986190796
2018-03-23_1352_right/007687	759	949	786	974	3.1	0.4122350513935089
2018-03-23_1352_right/007687	1176	919	1202	947	4.2	0.3809088468551636
2018-03-23_1352_right/002448	261	764	352	854	5.20	0.9948718547821044
2018-03-23_1352_right/002448	1446	714	1518	834	5.20	0.9785552024841307
2018-03-23_1352_right/003273	1610	685	1732	804	5.20	0.9504865407943726
2018-03-23_1352_right/004554	775	898	816	943	3.27	0.9843907952308656
2018-03-23_1352_right/004554	1206	954	1229	980	3.1	0.3500058054924011
2018-03-23_1352_right/004554	1978	709	2013	787	3.24	0.33472877740859985
2018-03-23_1352_right/008186	1441	826	1470	858	3.27	0.8801427483558655
2018-03-23_1352_right/008186	960	871	992	904	3.27	0.7973111867904663
2018-03-23_1352_right/008186	1926	828	1942	854	5.19	0.5293387174606323
2018-03-23_1352_right/008186	960	847	991	882	3.27	0.5146555900573729
2018-03-23_1352_right/008186	903	814	943	883	4.1	0.30177614092826843
2018-03-23_1352_right/008237	989	875	1023	910	3.27	0.9557383060455322
2018-03-23_1352_right/008237	1521	828	1553	865	3.27	0.9320467710494996
2018-03-23_1352_right/008237	2076	833	2093	861	5.19	0.5994346141815186
2018-03-23_1352_right/008237	990	839	1024	875	3.27	0.5753530263900757
2018-03-23_1352_right/003443	1868	934	1889	960	5.19	0.8436238765716553
2018-03-23_1352_right/003443	1292	943	1322	974	3.1	0.6724329590797424
2018-03-23_1352_right/003443	1740	922	1757	944	5.19	0.625062108039856
2018-03-23_1352_right/003443	1863	964	1889	1002	5.20	0.613413393497467
2018-03-23_1352_right/003443	1736	948	1759	979	5.20	0.5979283452033997
2018-03-23_1352_right/003443	1271	933	1288	949	5.19	0.3873242139816284
2018-03-23_1352_right/004058	1090	918	1122	949	4.1	0.6841557025909424
2018-03-23_1352_right/004058	694	921	717	946	5.20	0.5241096019744873
2018-03-23_1352_right/000779	1664	776	1740	853	3.27	0.9973628520965576
2018-03-23_1352_right/000779	1488	884	1540	937	5.20	0.9874943494796752
2018-03-23_1352_right/000779	871	843	906	879	5.19	0.969407081604004
2018-03-23_1352_right/000779	1495	839	1531	876	5.19	0.9488884806632996
2018-03-23_1352_right/000779	1498	1069	1519	1087	5.19	0.4000430405139923
2018-03-23_1352_right/000529	1415	891	1451	928	5.20	0.935707986354828
2018-03-23_1352_right/000529	963	956	999	993	5.20	0.9285367131233216
2018-03-23_1352_right/000529	970	924	994	950	5.19	0.8727275729179382
2018-03-23_1352_right/000853	2137	635	2280	781	3.27	0.9880694746971129
2018-03-23_1352_right/000853	1652	878	1728	956	5.20	0.9816328883171082
2018-03-23_1352_right/000853	730	815	782	868	5.19	0.9099209904670716
2018-03-23_1352_right/000853	1664	812	1715	865	5.19	0.9032143354415894
2018-03-23_1352_right/007384	609	806	652	869	3.1	0.6649402379989624
2018-03-23_1352_right/006056	1476	834	1537	896	3.24	0.9125141501426696
2018-03-23_1352_right/008197	959	867	992	901	3.27	0.9078465104103088
2018-03-23_1352_right/008197	1457	822	1487	856	3.27	0.8979906439781189
2018-03-23_1352_right/008197	1962	825	1978	851	5.19	0.6115199327468872
2018-03-23_1352_right/008197	960	833	993	868	3.27	0.574876606464386
2018-03-23_1352_right/004032	94	923	119	949	5.20	0.7351973056793213
2018-03-23_1352_right/000106	1438	896	1475	934	3.27	0.9921337962150574
2018-03-23_1352_right/000106	1439	933	1475	969	5.20	0.9121264219284058
2018-03-23_1352_right/002471	1581	585	1701	764	5.20	0.9743698239326476
2018-03-23_1352_right/002471	0	679	85	799	5.20	0.7572224736213684
2018-03-23_1352_right/005923	113	741	158	804	2.4	0.4512864947319031
2018-03-23_1352_right/008104	1648	783	1690	826	3.24	0.3391712307929993
2018-03-23_1352_right/003134	1307	916	1333	948	5.20	0.5553822517395021
2018-03-23_1352_right/001357	935	927	956	963	2.4	0.4001582860946655
2018-03-23_1352_right/001863	1891	728	2033	856	2.4	0.9350131154060364
2018-03-23_1352_right/004459	1057	954	1087	986	3.27	0.8128514885902405
2018-03-23_1352_right/006326	1290	1003	1340	1056	4.2	0.9500443935394288
2018-03-23_1352_right/006326	1279	848	1327	899	4.2	0.8785763382911682
2018-03-23_1352_right/006326	1224	903	1258	940	2.1	0.8628838062286377
2018-03-23_1352_right/006326	1218	940	1256	966	4.1	0.3705655634403229
2018-03-23_1352_right/000636	848	928	913	997	5.20	0.92365562915802
2018-03-23_1352_right/000636	858	870	903	916	5.19	0.7295915484428406
2018-03-23_1352_right/000636	1064	918	1085	938	5.19	0.6489356756210327
2018-03-23_1352_right/000636	1421	940	1445	969	5.20	0.6082096099853516
2018-03-23_1352_right/000636	1425	914	1443	936	5.19	0.5301681756973267
2018-03-23_1352_right/003566	1957	903	2007	959	5.20	0.9912275671958924
2018-03-23_1352_right/003566	1137	897	1185	950	3.1	0.9814915657043456
2018-03-23_1352_right/003566	1966	856	2001	894	5.19	0.9603375196456908
2018-03-23_1352_right/003566	1084	894	1106	916	5.19	0.8309136629104614
2018-03-23_1352_right/003566	735	910	753	928	5.19	0.7014118432998657
2018-03-23_1352_right/007552	137	687	361	782	2.4	0.35123950242996216
2018-03-23_1352_right/001989	2319	712	2434	836	2.4	0.43063658475875854
2018-03-23_1352_right/006427	21	892	77	945	4.1	0.9885410070419312
2018-03-23_1352_right/006427	7	816	84	888	2.1	0.9876203536987304
2018-03-23_1352_right/006427	365	878	394	913	2.4	0.8122761249542236
2018-03-23_1352_right/006427	367	913	395	946	4.1	0.6797600388526917
2018-03-23_1352_right/006427	84	943	112	970	3.24	0.4627426266670227
2018-03-23_1352_right/006427	64	897	118	946	4.1	0.3122760653495789
2018-03-23_1352_right/004488	869	956	900	990	3.27	0.81421959400177
2018-03-23_1352_right/001612	474	931	516	967	2.4	0.9793906211853028
2018-03-23_1352_right/001612	1233	916	1264	949	2.4	0.7442586421966553
2018-03-23_1352_right/001612	1178	913	1195	948	3.1	0.3266648650169373
2018-03-23_1352_right/008461	995	886	1029	921	3.27	0.9694998264312744
2018-03-23_1352_right/008461	1531	840	1564	875	3.27	0.9273008108139038
2018-03-23_1352_right/008461	2095	843	2113	873	5.19	0.6517177224159241
2018-03-23_1352_right/000470	1022	963	1042	984	5.19	0.7348884344100952
2018-03-23_1352_right/000470	1016	988	1045	1017	5.20	0.7143154144287109
2018-03-23_1352_right/000470	1379	938	1409	968	5.20	0.7137595415115356
2018-03-23_1352_right/003743	2120	911	2190	981	4.1	0.9396899342536926
2018-03-23_1352_right/000095	1446	899	1481	936	3.27	0.98941832780838
2018-03-23_1352_right/000095	1446	937	1482	972	5.20	0.9288380146026612
2018-03-23_1352_right/000847	1628	881	1702	955	5.20	0.9906874895095824
2018-03-23_1352_right/000847	2048	663	2177	798	3.27	0.9874424934387208
2018-03-23_1352_right/000847	1639	818	1689	867	5.19	0.9202013611793518
2018-03-23_1352_right/000847	752	821	802	871	5.19	0.9062446355819702
2018-03-23_1352_right/004769	1370	947	1404	984	3.1	0.8008906841278076
2018-03-23_1352_right/004736	0	727	125	873	3.27	0.955957531929016
2018-03-23_1352_right/004736	1373	963	1404	999	3.1	0.6664375066757202
2018-03-23_1352_right/008338	1531	839	1564	875	3.27	0.934175670146942
2018-03-23_1352_right/008338	995	886	1029	921	3.27	0.933652639389038
2018-03-23_1352_right/008338	2095	842	2113	871	5.19	0.611605167388916
2018-03-23_1352_right/001824	1691	810	1791	900	2.4	0.9944238662719728
