frame	xtl	ytl	xbr	ybr	class	score
2018-03-16_1424_left/000876	2080.8112936019897	769.5386962890625	2126.2331686019897	823.939453125	3.24	0.9964787364006042
2018-03-16_1424_left/000876	842.1826500892639	793.0347290039062	863.9836792945862	816.0068969726562	5.19	0.991795003414154
2018-03-16_1424_left/000876	1258.0595483779907	776.0880737304688	1282.120319366455	800.8268432617188	5.19	0.9772515296936035
2018-03-16_1424_left/000876	1444.4546127319336	936.3023071289062	1468.92875289917	962.9672241210938	5.19	0.9459364414215088
2018-03-16_1424_left/000687	1491.2241325378418	315.7253112792969	1572.541714668274	399.0906066894531	5.19	0.9997610449790955
2018-03-16_1424_left/000687	2092.084030151367	822.103271484375	2175.2808151245117	903.18212890625	5.19	0.999485969543457
2018-03-16_1424_left/000687	314.02465867996216	512.6123657226562	370.80182003974915	571.7351684570312	5.19	0.9991776347160339
2018-03-16_1424_left/001773	885.4084010124207	891.5137939453125	917.7944097518921	924.52392578125	4.2	0.9004169702529907
2018-03-16_1424_left/000306	870.443648815155	969.2681274414062	896.5861487388611	1067.9461669921875	8.22	0.9946178793907166
2018-03-16_1424_left/000306	859.9567952156067	921.7621459960938	905.4763584136963	961.5763549804688	4.2	0.9904773235321045
2018-03-16_1424_left/000642	1643.5723428726196	908.9006958007812	1676.4419775009155	949.4689331054688	5.19	0.9984775185585022
2018-03-16_1424_left/000642	481.53073596954346	933.5726318359375	506.59078645706177	961.52587890625	5.19	0.991840124130249
2018-03-16_1424_left/000642	1354.8865728378296	675.4437255859375	1389.809775352478	710.6673583984375	5.19	0.9826885461807251
2018-03-16_1424_left/000642	724.3718504905701	725.4064331054688	756.222288608551	756.8749389648438	5.19	0.9592072367668152
2018-03-16_1424_left/002252	2211.5169353485107	738.38623046875	2345.4558448791504	872.7904052734375	3.24	0.9973461627960205
2018-03-16_1424_left/000329	755.0528755187988	945.0416259765625	800.5803179740906	1083.0064697265625	8.22	0.9969218373298645
2018-03-16_1424_left/000329	749.3117423057556	879.1265258789062	804.071047782898	931.8722534179688	4.2	0.9010698795318604
2018-03-16_1424_left/001599	1744.6839323043823	850.3677368164062	1785.3871536254883	903.0606079101562	2.4	0.9967131614685059
2018-03-16_1424_left/000633	538.9265649318695	933.1494750976562	566.8294222354889	962.6455688476562	5.19	0.9879706501960754
2018-03-16_1424_left/000633	761.0228719711304	744.9461059570312	790.7819509506226	773.6552124023438	5.19	0.9718549847602844
2018-03-16_1424_left/000633	1599.6357078552246	927.1195678710938	1624.581582069397	958.4707641601562	5.19	0.9687124490737915
2018-03-16_1424_left/000633	1337.2940883636475	707.624267578125	1370.662742614746	739.515869140625	5.19	0.9362185597419739
2018-03-16_1424_left/000827	1264.2530822753906	832.1561889648438	1280.9219427108765	850.8502807617188	5.19	0.9901362061500549
2018-03-16_1424_left/000827	1401.480414390564	944.8414916992188	1417.1036682128906	963.5698852539062	5.19	0.9689785242080688
2018-03-16_1424_left/000827	958.9335436820984	843.6988525390625	976.4734268188477	862.8348388671875	5.19	0.9677266478538513
2018-03-16_1424_left/000987	1796.997239112854	914.3080444335938	1876.2106218338013	990.3389282226562	3.24	0.9993751645088196
2018-03-16_1424_left/001774	888.7105393409729	932.749267578125	911.4499297142029	999.0887451171875	8.22	0.9829124212265015
2018-03-16_1424_left/001774	881.2167820930481	890.8936157226562	914.5995898246765	924.7892456054688	4.2	0.9733592867851257
2018-03-16_1424_left/001610	1831.6081895828247	823.8935546875	1869.8093090057373	878.59814453125	2.4	0.9992673993110657
2018-03-16_1424_left/000117	1574.0148439407349	717.6304931640625	1629.4455642700195	791.7857666015625	2.4	0.9541044235229492
2018-03-16_1424_left/002435	1160.1821751594543	810.165771484375	1175.6498866081238	829.8743896484375	5.19	0.9527749419212341
2018-03-16_1424_left/001776	877.6409854888916	927.4552001953125	902.7320423126221	1001.4998779296875	8.22	0.9897339940071106
2018-03-16_1424_left/001776	871.9510674476624	889.4136352539062	909.4993028640747	925.7091674804688	4.2	0.9811625480651855
2018-03-16_1424_left/001797	784.1983208656311	906.076171875	812.7306432723999	976.2620849609375	8.22	0.9944028258323669
2018-03-16_1424_left/001797	770.5299983024597	859.399658203125	818.5073790550232	900.7908935546875	4.2	0.9488335251808167
2018-03-16_1424_left/001804	738.3899974822998	901.9195556640625	779.2819561958313	985.126708984375	8.22	0.992291271686554
2018-03-16_1424_left/001804	732.3172788619995	848.4782104492188	783.80837059021	896.0131225585938	4.2	0.9866728782653809
2018-03-16_1424_left/000603	657.2827477455139	952.3809814453125	681.334180355072	976.0477294921875	5.19	0.9878793358802795
2018-03-16_1424_left/000603	832.3795409202576	800.113037109375	855.1727728843689	822.3316650390625	5.19	0.9718611836433411
2018-03-16_1424_left/000603	1281.668867111206	770.771240234375	1304.5509595870972	797.5198974609375	5.19	0.9700632095336914
2018-03-16_1424_left/001615	1883.5749549865723	819.2368774414062	1918.873589515686	882.5758666992188	2.4	0.9951770305633545
2018-03-16_1424_left/000677	458.2043044567108	584.7642822265625	506.5942153930664	633.656494140625	5.19	0.9994868040084839
2018-03-16_1424_left/000677	76.36669099330902	904.7915649414062	132.88614410161972	958.3283081054688	5.19	0.9991028308868408
2018-03-16_1424_left/000677	1443.2717027664185	449.2606506347656	1507.7100191116333	510.1268005371094	5.19	0.998918890953064
2018-03-16_1424_left/000677	1921.8520946502686	852.703369140625	1978.114514350891	916.74658203125	5.19	0.9988206028938293
2018-03-16_1424_left/000371	1560.6568765640259	877.8270874023438	1582.9862537384033	917.1985473632812	2.4	0.9934992790222168
2018-03-16_1424_left/000371	1562.7510080337524	926.4661865234375	1582.5466203689575	955.527099609375	4.1	0.9525743722915649
2018-03-16_1424_left/001833	435.35759568214417	745.9927368164062	511.1700940132141	823.1604614257812	4.2	0.9992751479148865
2018-03-16_1424_left/001833	453.7501895427704	836.3369140625	502.0529179573059	1043.08935546875	8.22	0.9975689053535461
2018-03-16_1424_left/000697	1584.6852550506592	84.3489761352539	1694.126386642456	191.09835815429688	5.19	0.9996501207351685
2018-03-16_1424_left/000697	2384.2238330841064	769.3515014648438	2448.0	875.4325561523438	5.19	0.9991957545280457
2018-03-16_1424_left/000697	102.92857897281647	392.77783203125	179.93699169158936	469.54364013671875	5.19	0.9989526271820068
2018-03-16_1424_left/000697	562.3850104808807	950.8540649414062	590.1089065074921	977.8369750976562	2.1	0.9036635756492615
2018-03-16_1424_left/000652	1702.8900175094604	910.0859375	1736.706184387207	950.6170654296875	5.19	0.9952803254127502
2018-03-16_1424_left/000652	1374.8650131225586	637.89892578125	1416.7222537994385	681.6072998046875	5.19	0.9904865622520447
2018-03-16_1424_left/000652	671.8514213562012	702.7532348632812	709.1158576011658	738.9852905273438	5.19	0.9867182374000549
2018-03-16_1424_left/000832	1266.857614517212	835.3250122070312	1284.6542301177979	854.2078247070312	5.19	0.9806231260299683
2018-03-16_1424_left/000832	952.3040971755981	852.1107177734375	968.9518003463745	871.1553955078125	5.19	0.9383320808410645
2018-03-16_1424_left/000635	527.3646304607391	932.8455810546875	555.843257188797	963.158203125	5.19	0.9948458671569824
2018-03-16_1424_left/000635	752.9745025634766	739.0626831054688	783.1476073265076	770.8580932617188	5.19	0.9853875041007996
2018-03-16_1424_left/000635	1608.1457433700562	920.5962524414062	1637.1243381500244	951.8552856445312	5.19	0.9782655835151672
2018-03-16_1424_left/000635	1344.5128011703491	698.4453735351562	1376.3873147964478	731.6212768554688	5.19	0.935926079750061
2018-03-16_1424_left/001843	214.75012171268463	781.7035522460938	284.4933485984802	1058.426025390625	8.22	0.9989609718322754
2018-03-16_1424_left/001843	186.72776234149933	666.9853515625	299.97112798690796	771.2591552734375	4.2	0.9970173835754395
2018-03-16_1424_left/000851	1269.8810606002808	798.3416748046875	1292.5326118469238	822.7362060546875	5.19	0.985634982585907
2018-03-16_1424_left/000851	777.0419855117798	942.5516357421875	795.1736154556274	959.7889404296875	5.19	0.9844189286231995
2018-03-16_1424_left/000851	1425.5175476074219	932.7490234375	1447.821536064148	954.794189453125	5.19	0.980026125907898
2018-03-16_1424_left/000851	919.9844055175781	809.93310546875	939.7030491828918	831.034423828125	5.19	0.9720407724380493
2018-03-16_1424_left/002399	1160.3534030914307	833.8373413085938	1172.7657866477966	849.7562866210938	5.19	0.9420299530029297
2018-03-16_1424_left/000948	1236.118881225586	484.4626159667969	1292.4193840026855	543.4610595703125	5.19	0.9995326995849609
2018-03-16_1424_left/000948	82.80218374729156	899.66015625	129.65806531906128	946.026123046875	5.19	0.9990284442901611
2018-03-16_1424_left/000948	420.9882745742798	593.4617919921875	466.10913276672363	639.9407958984375	5.19	0.9988933205604553
2018-03-16_1424_left/000948	1672.3546857833862	837.6815795898438	1732.8329458236694	897.1718139648438	5.19	0.9987899661064148
2018-03-16_1424_left/000948	1527.996771812439	942.8369750976562	1568.50972366333	985.2755737304688	3.24	0.9822089076042175
2018-03-16_1424_left/000320	804.3128242492676	899.48095703125	858.1741132736206	950.0247802734375	4.2	0.9955745935440063
2018-03-16_1424_left/000314	830.6702527999878	908.6612548828125	881.0919542312622	954.947998046875	4.2	0.9959909319877625
2018-03-16_1424_left/000314	840.8853449821472	953.697998046875	876.3687043190002	1093.447509765625	8.22	0.9813923239707947
2018-03-16_1424_left/000617	805.020571231842	770.5541381835938	830.8008441925049	795.8849487304688	5.19	0.9851983189582825
2018-03-16_1424_left/000617	613.8120832443237	937.2359008789062	638.4805054664612	962.4407348632812	5.19	0.9712228178977966
2018-03-16_1424_left/000617	1533.8819932937622	926.0203857421875	1554.9391622543335	948.368408203125	5.19	0.95811527967453
2018-03-16_1424_left/000617	1309.4075002670288	737.0287475585938	1333.9443826675415	765.7302856445312	5.19	0.9252488613128662
2018-03-16_1424_left/000648	1365.872883796692	659.0879516601562	1405.2661056518555	699.2528686523438	5.19	0.9864002466201782
2018-03-16_1424_left/000648	698.0638861656189	720.1090087890625	730.1627397537231	754.3472900390625	5.19	0.9794297218322754
2018-03-16_1424_left/000829	1264.8856115341187	836.4026489257812	1282.285346031189	855.3705444335938	5.19	0.98099285364151
2018-03-16_1424_left/000829	955.9556221961975	851.3033447265625	973.2454118728638	869.896728515625	5.19	0.9676049947738647
2018-03-16_1424_left/000663	1400.3802366256714	574.2565307617188	1446.5089101791382	624.5311889648438	5.19	0.9989805817604065
2018-03-16_1424_left/000663	599.0626244544983	664.8677978515625	634.7431840896606	703.4415283203125	5.19	0.9980334639549255
2018-03-16_1424_left/002040	1612.2130451202393	964.218994140625	1645.1500911712646	1004.4833984375	3.24	0.9267590641975403
2018-03-16_1424_left/000422	1937.2129983901978	805.0447387695312	1972.3741836547852	884.7583618164062	4.1	0.9500439763069153
2018-03-16_1424_left/001794	798.1257104873657	909.0806884765625	827.7149477005005	979.487548828125	8.22	0.9854053854942322
2018-03-16_1424_left/001794	788.8050599098206	859.9666748046875	833.664662361145	902.900390625	4.2	0.9056910276412964
2018-03-16_1424_left/002183	212.33919668197632	898.360595703125	248.4786318540573	938.4996337890625	3.24	0.9920675754547119
2018-03-16_1424_left/000837	1269.0976581573486	821.461669921875	1287.7166347503662	842.471923828125	5.19	0.9898437261581421
2018-03-16_1424_left/000837	947.8904728889465	839.8809204101562	964.183171749115	856.1069946289062	5.19	0.978402316570282
2018-03-16_1424_left/000837	1413.92307472229	940.2208251953125	1432.1902570724487	960.561767578125	5.19	0.9073991179466248
2018-03-16_1424_left/000965	1255.5659093856812	305.0950622558594	1331.9252500534058	385.2267761230469	5.19	0.9998993873596191
2018-03-16_1424_left/000965	1854.403172492981	796.3448486328125	1935.317307472229	875.9141845703125	5.19	0.9996496438980103
2018-03-16_1424_left/000965	215.1663726568222	491.4911193847656	273.4352123737335	547.4951171875	5.19	0.9992844462394714
2018-03-16_1424_left/000965	1616.210163116455	941.8101806640625	1666.5494241714478	994.264892578125	3.24	0.9978044629096985
2018-03-16_1424_left/000947	1235.8082342147827	490.6752014160156	1288.5187139511108	548.3943481445312	5.19	0.9997393488883972
2018-03-16_1424_left/000947	98.44697785377502	902.4027709960938	143.62344682216644	945.2765502929688	5.19	0.9993897676467896
2018-03-16_1424_left/000947	429.60478949546814	596.5866088867188	473.30285811424255	643.3115844726562	5.19	0.9987673759460449
2018-03-16_1424_left/000947	1663.9517498016357	840.9234008789062	1721.1075897216797	895.7153930664062	5.19	0.9970070719718933
2018-03-16_1424_left/000947	1524.3105926513672	942.9374389648438	1563.8599405288696	984.3168334960938	3.24	0.9906788468360901
2018-03-16_1424_left/000947	1311.5033826828003	842.0861206054688	1330.4230842590332	864.9297485351562	3.1	0.901369035243988
2018-03-16_1424_left/001013	2391.2613229751587	877.2872924804688	2448.0	1023.7341918945312	3.24	0.9921683669090271
2018-03-16_1424_left/000409	1768.3631429672241	785.567138671875	1811.0125408172607	840.4298095703125	2.4	0.9995201826095581
2018-03-16_1424_left/000145	789.1355509757996	892.11376953125	850.1494545936584	966.3321533203125	3.24	0.9715965390205383
2018-03-16_1424_left/000584	869.8884530067444	826.0294799804688	888.1060981750488	845.3582153320312	5.19	0.9834427237510681
2018-03-16_1424_left/000899	528.1627700328827	941.6529541015625	552.8701872825623	967.667724609375	5.19	0.9967412352561951
2018-03-16_1424_left/000899	1231.0393867492676	721.7540283203125	1258.266305923462	751.4747314453125	5.19	0.9926002025604248
2018-03-16_1424_left/000899	734.9714941978455	755.3153076171875	760.4315629005432	782.8765869140625	5.19	0.9637067914009094
2018-03-16_1424_left/000899	1459.0484561920166	918.2449951171875	1492.15198802948	949.9189453125	5.19	0.9418724775314331
2018-03-16_1424_left/000899	2168.0701274871826	728.1834716796875	2221.2034606933594	781.4300537109375	3.24	0.9004337191581726
2018-03-16_1424_left/000313	837.1845746040344	910.5555419921875	885.0746998786926	956.6490478515625	4.2	0.987113356590271
2018-03-16_1424_left/002401	1159.5572333335876	836.3771362304688	1172.3844451904297	851.0280151367188	5.19	0.9208484292030334
2018-03-16_1424_left/000650	684.669659614563	710.448486328125	720.2636933326721	745.2811279296875	5.19	0.9969087243080139
2018-03-16_1424_left/000650	1371.1791257858276	645.4464111328125	1409.9879693984985	689.337646484375	5.19	0.9949852228164673
2018-03-16_1424_left/000650	1692.5709629058838	909.5733642578125	1725.8849000930786	949.9808349609375	5.19	0.9057011604309082
2018-03-16_1424_left/001817	646.0422577857971	883.288818359375	686.9398341178894	997.38720703125	8.22	0.9905374646186829
2018-03-16_1424_left/001817	632.4099025726318	820.9088745117188	693.3183846473694	880.0664672851562	4.2	0.9780762791633606
2018-03-16_1424_left/000629	562.589652299881	941.83544921875	588.6073608398438	968.1427001953125	5.19	0.9926950931549072
2018-03-16_1424_left/000629	774.5724949836731	755.8604125976562	804.6728625297546	787.5089721679688	5.19	0.9904564023017883
2018-03-16_1424_left/000629	1331.4921827316284	720.5701904296875	1360.7004432678223	751.8427734375	5.19	0.980511486530304
2018-03-16_1424_left/000629	1580.9742708206177	928.3546752929688	1605.6019105911255	958.7534790039062	5.19	0.9657584428787231
2018-03-16_1424_left/002188	133.16253823041916	882.7774658203125	172.90728986263275	924.6966552734375	3.24	0.9883954524993896
2018-03-16_1424_left/001569	1590.509485244751	887.5820922851562	1625.751651763916	929.2802124023438	2.4	0.9911120533943176
2018-03-16_1424_left/000991	1845.036340713501	913.556884765625	1925.2050104141235	995.73779296875	3.24	0.9984062314033508
2018-03-16_1424_left/000791	985.9233555793762	865.7130737304688	1000.0406498908997	879.2588500976562	5.19	0.9456124901771545
2018-03-16_1424_left/001831	465.67683148384094	760.4789428710938	541.939213514328	837.4050903320312	4.2	0.998417854309082
2018-03-16_1424_left/001831	485.3688461780548	842.7169189453125	532.5146005153656	1027.666748046875	8.22	0.997212827205658
2018-03-16_1424_left/000298	879.867386341095	932.6741333007812	919.4840726852417	973.8543090820312	4.2	0.9349442720413208
2018-03-16_1424_left/000831	1263.7744903564453	830.3123168945312	1281.8480472564697	850.1952514648438	5.19	0.9955556988716125
2018-03-16_1424_left/000831	953.6383910179138	846.653076171875	969.8813338279724	864.798095703125	5.19	0.9765204191207886
2018-03-16_1424_left/000974	2011.0496635437012	748.2869873046875	2113.969250679016	850.552978515625	5.19	0.9998142123222351
2018-03-16_1424_left/000974	1265.8657035827637	136.37709045410156	1364.4731483459473	240.6393280029297	5.19	0.9996590614318848
2018-03-16_1424_left/000974	1672.6027364730835	936.7560424804688	1732.3288192749023	996.2160034179688	3.24	0.9994970560073853
2018-03-16_1424_left/000974	46.807552725076675	403.42156982421875	119.12971794605255	472.7977294921875	5.19	0.998722493648529
2018-03-16_1424_left/000905	1472.030553817749	911.0623779296875	1506.7309484481812	943.5107421875	5.19	0.9964566826820374
2018-03-16_1424_left/000905	702.0347399711609	738.201416015625	731.6388602256775	767.773193359375	5.19	0.986122727394104
2018-03-16_1424_left/000905	487.6404068470001	933.2264404296875	516.159779548645	962.0889892578125	5.19	0.978272020816803
2018-03-16_1424_left/000905	1225.7074642181396	705.011474609375	1259.5764513015747	736.1934814453125	5.19	0.9528352618217468
2018-03-16_1424_left/000643	1648.6001844406128	906.399169921875	1679.6384754180908	947.7109375	5.19	0.9979239702224731
2018-03-16_1424_left/000643	718.9960083961487	722.8405151367188	750.3814973831177	754.8851928710938	5.19	0.9813071489334106
2018-03-16_1424_left/000643	1355.22465133667	669.083740234375	1392.536581993103	706.2200927734375	5.19	0.97257000207901
2018-03-16_1424_left/000375	1574.6136674880981	913.5021362304688	1600.532338142395	945.4064331054688	4.1	0.9993755221366882
2018-03-16_1424_left/000375	1574.4668798446655	860.710693359375	1602.650107383728	905.7708740234375	2.4	0.9913068413734436
2018-03-16_1424_left/002245	1995.1474256515503	807.5081176757812	2100.8907051086426	908.1942749023438	3.24	0.9987180233001709
2018-03-16_1424_left/001780	856.1191592216492	884.2752075195312	894.2795691490173	920.8869018554688	4.2	0.9619320034980774
2018-03-16_1424_left/001780	861.6932229995728	927.76806640625	886.2541809082031	997.0028076171875	8.22	0.9087659120559692
2018-03-16_1424_left/000822	1261.3253545761108	831.6820678710938	1277.3018617630005	849.9420776367188	5.19	0.979454755783081
2018-03-16_1424_left/000822	963.7896466255188	843.4302978515625	979.6680278778076	861.0628662109375	5.19	0.9732664823532104
2018-03-16_1424_left/000659	1388.8397512435913	600.0985717773438	1434.4176063537598	645.7758178710938	5.19	0.9969179630279541
2018-03-16_1424_left/000659	620.9208512306213	677.7428588867188	661.6475644111633	717.7774047851562	5.19	0.9948541522026062
2018-03-16_1424_left/000659	1743.077293395996	896.8465576171875	1778.5682401657104	945.459228515625	5.19	0.9451292157173157
2018-03-16_1424_left/001605	1791.2029209136963	833.4228515625	1826.6347732543945	893.943115234375	2.4	0.9969707727432251
2018-03-16_1424_left/000684	1475.4377489089966	359.7575378417969	1548.2209281921387	433.2899475097656	5.19	0.9997922778129578
2018-03-16_1424_left/000684	2033.8250942230225	826.1865844726562	2110.344208717346	907.1943969726562	5.19	0.9990973472595215
2018-03-16_1424_left/000684	360.0157370567322	532.5846557617188	415.5651204586029	588.7532348632812	5.19	0.9968692660331726
2018-03-16_1424_left/001845	121.54807537794113	645.61328125	239.04559242725372	756.911865234375	4.2	0.9994231462478638
2018-03-16_1424_left/001845	147.03565764427185	766.9498901367188	220.86586618423462	1064.108642578125	8.22	0.9992152452468872
2018-03-16_1424_left/001818	639.3603558540344	885.577392578125	679.6051211357117	999.525390625	8.22	0.9959560036659241
2018-03-16_1424_left/001818	626.2201623916626	819.7434692382812	689.1895079612732	880.1488647460938	4.2	0.9887803792953491
2018-03-16_1424_left/001823	574.9690597057343	797.0056762695312	641.2823839187622	864.6443481445312	4.2	0.9932401180267334
2018-03-16_1424_left/001823	591.6828610897064	873.5223388671875	633.2273025512695	986.840087890625	8.22	0.9900020360946655
2018-03-16_1424_left/000339	652.0800304412842	924.7132568359375	715.9266729354858	1105.4669189453125	8.22	0.9803813099861145
2018-03-16_1424_left/000801	1251.9990863800049	841.2103271484375	1264.6279306411743	856.164794921875	5.19	0.9348138570785522
2018-03-16_1424_left/000980	1268.8277206420898	0.0	1397.0144805908203	104.04414367675781	5.19	0.9998589754104614
2018-03-16_1424_left/000980	2166.2475385665894	699.5921630859375	2285.7319507598877	824.09326171875	5.19	0.9997416138648987
2018-03-16_1424_left/000980	1722.8659772872925	932.551025390625	1789.2768802642822	994.8817138671875	3.24	0.9992719292640686
2018-03-16_1424_left/000877	2083.5671367645264	775.5451049804688	2130.191619873047	826.4463500976562	3.24	0.9975094795227051
2018-03-16_1424_left/000877	1447.7812643051147	941.85498046875	1472.1125564575195	967.1090087890625	5.19	0.9939708709716797
2018-03-16_1424_left/000877	838.58642578125	798.5111694335938	861.1132950782776	821.2968139648438	5.19	0.9838826656341553
2018-03-16_1424_left/000877	1257.0022687911987	779.3021850585938	1281.3658075332642	803.8035278320312	5.19	0.9617175459861755
2018-03-16_1424_left/000877	666.8952956199646	954.6435546875	688.0727691650391	976.60009765625	5.19	0.961169958114624
2018-03-16_1424_left/000386	1622.5017499923706	910.0712890625	1648.4558773040771	948.2147216796875	4.1	0.9991979002952576
2018-03-16_1424_left/000386	1617.0157442092896	858.8480224609375	1651.7146797180176	900.060791015625	2.4	0.9931325316429138
