ytl	xtl	ybr	xbr	class	score	frame
814	1945	887	2012	5.19	0.9999974	2018-02-16_1515_left/002058
787	578	849	616	5.19	0.9999945	2018-02-16_1515_left/002058
905	1416	934	1443	5.19	0.99962413	2018-02-16_1515_left/002058
941	914	980	946	5.19	0.9999821	2018-02-16_1515_left/003378
936	1578	971	1611	5.19	0.99956435	2018-02-16_1515_left/001876
903	1574	940	1611	5.19	0.99704796	2018-02-16_1515_left/001876
945	888	1028	958	2.1	0.9999161	2018-02-16_1515_left/003472
619	1641	795	1814	2.1	0.99411595	2018-02-16_1515_left/003472
899	1429	935	1461	2.1	0.9982932	2018-02-16_1515_left/002385
912	1466	967	1513	2.1	0.9954986	2018-02-16_1515_left/002447
936	1592	983	1641	5.19	0.9996754	2018-02-16_1515_left/002680
907	488	963	549	5.19	0.9972567	2018-02-16_1515_left/001043
946	1576	991	1622	5.19	0.99347526	2018-02-16_1515_left/002675
955	708	998	750	5.19	0.99915755	2018-02-16_1515_left/001005
925	596	977	648	5.19	0.9996394	2018-02-16_1515_left/001030
876	1932	929	1987	2.4	0.9905974	2018-02-16_1515_left/002825
772	238	941	370	5.19	0.9997676	2018-02-16_1515_left/002283
919	1712	965	1752	5.19	0.9999881	2018-02-16_1515_left/003411
771	343	885	443	2.1	0.99994874	2018-02-16_1515_left/003411
883	362	959	427	4.1	0.9926192	2018-02-16_1515_left/003411
843	207	932	281	5.19	0.99597317	2018-02-16_1515_left/001063
901	1652	964	1709	5.19	0.9999963	2018-02-16_1515_left/002694
993	1576	1019	1597	2.1	0.9975447	2018-02-16_1515_left/002694
860	1207	912	1250	4.2	0.9788229	2018-02-16_1515_left/002985
860	954	908	1000	5.19	0.99999964	2018-02-16_1515_left/002062
815	1965	891	2038	5.19	0.9999964	2018-02-16_1515_left/002062
793	551	838	583	5.19	0.99986553	2018-02-16_1515_left/002062
859	546	921	581	3.1	0.985876	2018-02-16_1515_left/002062
872	1412	903	1442	5.19	0.9806332	2018-02-16_1515_left/002062
930	1138	971	1172	5.19	0.99998415	2018-02-16_1515_left/003388
939	1250	991	1296	5.19	0.99999917	2018-02-16_1515_left/002194
688	5	845	140	5.19	0.9999589	2018-02-16_1515_left/002194
900	787	961	827	5.19	0.9989035	2018-02-16_1515_left/002194
807	1253	868	1307	2.4	0.9889538	2018-02-16_1515_left/002194
875	2092	1005	2199	2.1	0.9993649	2018-02-16_1515_left/003520
953	1187	1013	1239	5.19	0.99999845	2018-02-16_1515_left/002211
912	663	970	708	5.19	0.99997675	2018-02-16_1515_left/002211
924	1433	968	1465	2.1	0.9943844	2018-02-16_1515_left/002406
923	1630	958	1664	5.19	0.99632394	2018-02-16_1515_left/001900
892	1597	914	1621	5.19	0.9858608	2018-02-16_1515_left/001900
941	1522	973	1554	5.19	0.999521	2018-02-16_1515_left/001837
916	1523	947	1552	5.19	0.9895449	2018-02-16_1515_left/001837
801	1690	900	1800	2.1	0.9999279	2018-02-16_1515_left/002497
936	1509	967	1543	5.19	0.99551755	2018-02-16_1515_left/001831
978	1129	1022	1167	5.19	0.9999293	2018-02-16_1515_left/001111
757	615	843	688	4.2	0.9986771	2018-02-16_1515_left/003055
915	1688	965	1729	5.19	0.9999806999999998	2018-02-16_1515_left/003410
775	322	873	426	2.1	0.9999095	2018-02-16_1515_left/003410
886	340	952	409	4.1	0.9788421	2018-02-16_1515_left/003410
927	1437	975	1474	2.1	0.9965025	2018-02-16_1515_left/002417
920	1668	963	1712	5.19	0.9999299	2018-02-16_1515_left/001924
815	1666	863	1718	2.4	0.9971535	2018-02-16_1515_left/001924
903	441	925	460	5.19	0.9823614	2018-02-16_1515_left/001924
952	1105	1025	1165	5.19	0.9999982	2018-02-16_1515_left/002227
899	481	984	533	5.19	0.99997234	2018-02-16_1515_left/002227
866	1108	941	1169	4.2	0.9891726	2018-02-16_1515_left/002227
885	1499	952	1565	2.1	0.9994454	2018-02-16_1515_left/002464
977	1752	1025	1782	2.1	0.9999261	2018-02-16_1515_left/002763
772	413	930	537	5.19	0.99976784	2018-02-16_1515_left/002763
928	1618	961	1651	5.19	0.99861777	2018-02-16_1515_left/001892
899	1597	922	1628	5.19	0.9945608	2018-02-16_1515_left/001892
940	1554	970	1583	5.19	0.9996325	2018-02-16_1515_left/001848
841	622	967	720	5.19	0.9999851	2018-02-16_1515_left/002269
911	1459	966	1508	2.1	0.9985459	2018-02-16_1515_left/002443
936	675	988	726	5.19	0.99952424	2018-02-16_1515_left/001017
893	1430	927	1456	2.1	0.98808026	2018-02-16_1515_left/002350
910	1737	968	1796	5.19	0.99998176	2018-02-16_1515_left/001945
893	1625	925	1657	5.19	0.9998252	2018-02-16_1515_left/001945
903	337	928	364	5.19	0.9990509	2018-02-16_1515_left/001945
782	1735	840	1796	2.4	0.9985843	2018-02-16_1515_left/001945
951	1185	977	1220	5.19	0.99229276	2018-02-16_1515_left/001616
902	1430	943	1465	2.1	0.99873024	2018-02-16_1515_left/002394
945	806	981	839	5.19	0.99998474	2018-02-16_1515_left/003373
935	1093	976	1125	5.19	0.99992776	2018-02-16_1515_left/003386
897	1420	933	1450	2.1	0.9998266	2018-02-16_1515_left/002367
873	1384	925	1426	4.2	0.99655473	2018-02-16_1515_left/002977
874	1701	913	1740	5.19	0.9999956	2018-02-16_1515_left/001986
891	47	929	85	5.19	0.99997663	2018-02-16_1515_left/001986
851	886	880	906	5.19	0.9997825	2018-02-16_1515_left/001986
887	1117	917	1145	5.19	0.9996051	2018-02-16_1515_left/001986
874	2037	957	2131	5.19	0.9977615	2018-02-16_1515_left/001986
979	1288	1007	1319	5.19	0.98669225	2018-02-16_1515_left/001601
906	1427	944	1462	2.1	0.99406046	2018-02-16_1515_left/002392
804	498	872	558	4.2	0.9932086	2018-02-16_1515_left/003672
686	1354	835	1478	2.1	0.99809784	2018-02-16_1515_left/003114
853	1381	962	1467	4.1	0.9765445	2018-02-16_1515_left/003114
925	1595	978	1646	5.19	0.99969804	2018-02-16_1515_left/002681
938	1582	985	1631	5.19	0.99971026	2018-02-16_1515_left/002677
936	537	970	568	5.19	0.9979997	2018-02-16_1515_left/003362
1007	891	1036	917	5.19	0.9993538	2018-02-16_1515_left/001070
818	712	875	764	4.2	0.9812345	2018-02-16_1515_left/003012
835	1604	885	1646	2.4	0.9840943	2018-02-16_1515_left/001887
960	1295	1008	1340	5.19	0.999992	2018-02-16_1515_left/002182
760	242	881	361	5.19	0.9999889	2018-02-16_1515_left/002182
925	873	979	907	5.19	0.99920964	2018-02-16_1515_left/002182
883	176	918	208	5.19	0.9999713	2018-02-16_1515_left/001971
883	1885	959	1959	5.19	0.9999366	2018-02-16_1515_left/001971
699	1882	774	1966	2.4	0.99983597	2018-02-16_1515_left/001971
873	1668	911	1705	5.19	0.99956864	2018-02-16_1515_left/001971
880	1136	907	1166	5.19	0.99826175	2018-02-16_1515_left/001971
712	1012	815	1102	4.2	0.9962993	2018-02-16_1515_left/003077
937	1544	969	1576	5.19	0.9996159	2018-02-16_1515_left/001845
882	1857	940	1912	2.4	0.99713767	2018-02-16_1515_left/002815
943	294	981	329	5.19	0.99946624	2018-02-16_1515_left/003351
943	1549	976	1584	5.19	0.99649376	2018-02-16_1515_left/001850
917	1550	948	1581	5.19	0.9917133	2018-02-16_1515_left/001850
866	1968	926	2036	2.4	0.9994954	2018-02-16_1515_left/002831
941	646	1021	716	2.1	0.99997056	2018-02-16_1515_left/003461
678	1342	821	1497	2.1	0.99993753	2018-02-16_1515_left/003461
890	1469	934	1509	4.2	0.98948294	2018-02-16_1515_left/002973
943	1548	976	1584	5.19	0.99818206	2018-02-16_1515_left/001851
877	1544	916	1577	2.4	0.99416983	2018-02-16_1515_left/001851
916	1552	945	1578	5.19	0.99409676	2018-02-16_1515_left/001851
923	1271	1018	1351	2.1	0.9995028	2018-02-16_1515_left/003489
857	249	968	313	5.19	0.9999882	2018-02-16_1515_left/002240
929	1014	1010	1080	5.19	0.9999825	2018-02-16_1515_left/002240
882	1754	958	1824	5.19	0.99998	2018-02-16_1515_left/002711
912	862	969	915	5.19	0.9999715	2018-02-16_1515_left/002711
793	403	948	537	5.19	0.9999945	2018-02-16_1515_left/002278
940	749	1027	821	2.1	0.9999912	2018-02-16_1515_left/003466
634	1463	813	1630	2.1	0.9986755	2018-02-16_1515_left/003466
780	699	854	767	5.19	0.9999957	2018-02-16_1515_left/002132
811	207	870	245	5.19	0.99999547	2018-02-16_1515_left/002132
880	1370	917	1406	5.19	0.9998666	2018-02-16_1515_left/002132
866	1039	904	1071	5.19	0.99828595	2018-02-16_1515_left/002132
746	638	860	762	2.1	0.9999726	2018-02-16_1515_left/003428
906	2192	964	2245	5.19	0.9996363	2018-02-16_1515_left/003428
871	669	947	739	4.1	0.99698406	2018-02-16_1515_left/003428
736	1067	836	1142	4.2	0.9771737	2018-02-16_1515_left/003428
917	1632	954	1673	5.19	0.9999075	2018-02-16_1515_left/001906
892	1595	914	1623	5.19	0.9988311	2018-02-16_1515_left/001906
820	1629	868	1679	2.4	0.9975727	2018-02-16_1515_left/001906
720	889	840	1013	2.1	0.99990225	2018-02-16_1515_left/003442
856	914	940	994	4.1	0.99137646	2018-02-16_1515_left/003442
758	539	871	649	2.1	0.999979	2018-02-16_1515_left/003422
910	2022	967	2068	5.19	0.99996626	2018-02-16_1515_left/003422
883	560	956	626	4.1	0.99507624	2018-02-16_1515_left/003422
906	1644	964	1696	5.19	0.9997578	2018-02-16_1515_left/002692
929	938	972	984	5.19	0.9992749	2018-02-16_1515_left/002692
987	1799	1032	1832	2.1	0.99996495	2018-02-16_1515_left/002774
813	1644	870	1696	2.4	0.9975223	2018-02-16_1515_left/001918
921	1651	958	1689	5.19	0.9931792	2018-02-16_1515_left/001918
877	694	964	779	5.19	0.9999969	2018-02-16_1515_left/002738
803	2104	926	2212	5.19	0.99972314	2018-02-16_1515_left/002738
891	161	924	194	5.19	0.9999697	2018-02-16_1515_left/001972
878	1672	915	1707	5.19	0.99994993	2018-02-16_1515_left/001972
885	1903	962	1978	5.19	0.99985147	2018-02-16_1515_left/001972
696	1902	778	1981	2.4	0.99984837	2018-02-16_1515_left/001972
746	2287	863	2405	5.19	0.9999975	2018-02-16_1515_left/002110
853	346	899	377	5.19	0.99998975	2018-02-16_1515_left/002110
828	798	895	858	5.19	0.9999895	2018-02-16_1515_left/002110
712	170	797	226	5.19	0.9999825	2018-02-16_1515_left/002110
901	1084	932	1109	5.19	0.9992353	2018-02-16_1515_left/002110
911	1388	943	1420	5.19	0.99825734	2018-02-16_1515_left/002110
813	1388	860	1429	2.4	0.97663647	2018-02-16_1515_left/002110
858	1558	936	1636	2.1	0.99847895	2018-02-16_1515_left/002479
906	1472	961	1520	2.1	0.9980578	2018-02-16_1515_left/002449
951	1496	983	1526	5.19	0.99946195	2018-02-16_1515_left/003604
960	913	987	937	5.19	0.9800464	2018-02-16_1515_left/003604
986	793	1019	824	5.19	0.9918727	2018-02-16_1515_left/000987
940	424	971	455	5.19	0.9979721	2018-02-16_1515_left/003357
952	2117	983	2144	5.19	0.9954905	2018-02-16_1515_left/002906
714	872	848	994	2.1	0.99978787	2018-02-16_1515_left/003441
917	212	1011	279	2.1	0.9976835	2018-02-16_1515_left/003441
922	1434	968	1469	2.1	0.99825126	2018-02-16_1515_left/002409
933	1215	989	1266	5.19	0.99999857	2018-02-16_1515_left/002203
893	723	960	763	5.19	0.9999417	2018-02-16_1515_left/002203
797	1215	855	1271	2.4	0.98998463	2018-02-16_1515_left/002203
894	1942	1016	2045	2.1	0.99978644	2018-02-16_1515_left/003515
946	798	1021	866	2.1	0.99995697	2018-02-16_1515_left/003468
627	1526	803	1699	2.1	0.998852	2018-02-16_1515_left/003468
897	768	972	838	5.19	0.9999738	2018-02-16_1515_left/002728
845	1927	946	2024	5.19	0.99995947	2018-02-16_1515_left/002728
996	1621	1029	1647	2.1	0.98321784	2018-02-16_1515_left/002728
800	769	885	839	4.2	0.98286325	2018-02-16_1515_left/002728
817	1637	866	1682	2.4	0.99984753	2018-02-16_1515_left/001911
919	1636	955	1676	5.19	0.9988016	2018-02-16_1515_left/001911
892	1589	918	1616	5.19	0.987129	2018-02-16_1515_left/001911
893	1547	942	1585	4.2	0.98565847	2018-02-16_1515_left/002969
982	1225	1026	1262	5.19	0.9999523	2018-02-16_1515_left/001119
868	1802	921	1851	5.19	0.9999957	2018-02-16_1515_left/002024
846	750	886	780	5.19	0.9999168	2018-02-16_1515_left/002024
895	1052	931	1088	5.19	0.9998202	2018-02-16_1515_left/002024
923	1425	953	1449	5.19	0.98848885	2018-02-16_1515_left/002024
915	955	1003	1029	5.19	0.99999595	2018-02-16_1515_left/002246
840	99	943	181	5.19	0.99995565	2018-02-16_1515_left/002246
810	960	896	1031	4.2	0.9792844	2018-02-16_1515_left/002246
696	1060	843	1197	2.1	0.9997731	2018-02-16_1515_left/003450
940	399	1024	466	2.1	0.99529064	2018-02-16_1515_left/003450
932	1550	980	1592	5.19	0.99997306	2018-02-16_1515_left/001137
969	1301	1015	1337	5.19	0.99998033	2018-02-16_1515_left/001125
876	1520	950	1592	2.1	0.9998373	2018-02-16_1515_left/002470
946	666	1023	731	2.1	0.99999225	2018-02-16_1515_left/003462
668	1362	818	1527	2.1	0.9997496	2018-02-16_1515_left/003462
961	620	988	649	5.19	0.9893239	2018-02-16_1515_left/003575
945	639	995	690	5.19	0.99513406	2018-02-16_1515_left/001024
933	601	969	633	5.19	0.99977154	2018-02-16_1515_left/003364
788	1710	851	1771	2.4	0.99980694	2018-02-16_1515_left/001940
916	1713	974	1767	5.19	0.99945253	2018-02-16_1515_left/001940
899	1618	925	1646	5.19	0.99898666	2018-02-16_1515_left/001940
792	713	869	778	5.19	0.9999758	2018-02-16_1515_left/002129
886	1371	925	1406	5.19	0.99991405	2018-02-16_1515_left/002129
822	225	878	264	5.19	0.99988973	2018-02-16_1515_left/002129
647	1	744	22	5.19	0.9988148	2018-02-16_1515_left/002129
871	1048	905	1075	5.19	0.9984567	2018-02-16_1515_left/002129
795	454	861	492	5.19	0.9999987	2018-02-16_1515_left/002076
879	914	933	964	5.19	0.99999416	2018-02-16_1515_left/002076
825	2039	910	2126	5.19	0.9999933	2018-02-16_1515_left/002076
939	1407	969	1434	5.19	0.9998136	2018-02-16_1515_left/002076
895	518	934	544	5.19	0.9850434	2018-02-16_1515_left/002076
921	1555	947	1583	5.19	0.9920018	2018-02-16_1515_left/001860
949	1552	980	1587	5.19	0.9904027	2018-02-16_1515_left/001860
939	1476	988	1516	5.19	0.99995077	2018-02-16_1515_left/001134
690	1252	832	1382	2.1	0.994582	2018-02-16_1515_left/003110
858	1286	962	1370	4.1	0.9936773	2018-02-16_1515_left/003110
985	959	1015	991	5.19	0.9965312	2018-02-16_1515_left/001091
832	591	931	676	5.19	0.99999726	2018-02-16_1515_left/002154
868	53	940	98	5.19	0.9999931	2018-02-16_1515_left/002154
969	1366	1013	1406	5.19	0.99998975	2018-02-16_1515_left/002154
951	1007	991	1038	5.19	0.99956745	2018-02-16_1515_left/002154
862	1366	910	1415	2.4	0.99102247	2018-02-16_1515_left/002154
861	1552	941	1629	2.1	0.99911934	2018-02-16_1515_left/002477
834	1905	895	1968	5.19	0.99999726	2018-02-16_1515_left/002050
813	628	860	658	5.19	0.9999886999999998	2018-02-16_1515_left/002050
873	994	919	1034	5.19	0.9999622	2018-02-16_1515_left/002050
919	1418	944	1446	5.19	0.9880079	2018-02-16_1515_left/002050
839	1419	875	1454	2.4	0.980702	2018-02-16_1515_left/002050
829	578	940	691	5.19	0.9999825	2018-02-16_1515_left/002752
977	1700	1020	1732	2.1	0.9990583	2018-02-16_1515_left/002752
706	948	840	1084	2.1	0.99959785	2018-02-16_1515_left/003445
928	286	1015	361	2.1	0.99957496	2018-02-16_1515_left/003445
855	2011	918	2083	2.4	0.99763227	2018-02-16_1515_left/002836
823	333	893	398	4.2	0.9955324	2018-02-16_1515_left/003658
897	343	1081	388	8.22	0.9824782	2018-02-16_1515_left/003658
967	2423	993	2448	5.19	0.981739	2018-02-16_1515_left/003658
846	1868	909	1930	5.19	0.999995	2018-02-16_1515_left/002041
829	674	875	704	5.19	0.99999475	2018-02-16_1515_left/002041
882	1015	925	1057	5.19	0.9999877	2018-02-16_1515_left/002041
923	1424	948	1452	5.19	0.9963457	2018-02-16_1515_left/002041
941	1587	973	1621	5.19	0.99155176	2018-02-16_1515_left/003607
948	1090	970	1106	5.19	0.98451346	2018-02-16_1515_left/003610
1017	1806	1044	1838	5.19	0.99989355	2018-02-16_1515_left/003482
932	1117	1023	1188	2.1	0.9997887	2018-02-16_1515_left/003482
751	611	859	708	2.1	0.9999621	2018-02-16_1515_left/003426
904	2134	963	2186	5.19	0.9994116	2018-02-16_1515_left/003426
870	629	948	700	4.1	0.9950405	2018-02-16_1515_left/003426
932	1433	977	1471	2.1	0.99831045	2018-02-16_1515_left/002419
937	673	973	706	5.19	0.99998677	2018-02-16_1515_left/003367
743	883	863	989	2.1	0.99945	2018-02-16_1515_left/003095
873	908	971	977	4.1	0.99470586	2018-02-16_1515_left/003095
941	848	981	885	5.19	0.9999614	2018-02-16_1515_left/003375
822	766	892	831	5.19	0.99999225	2018-02-16_1515_left/002117
851	302	902	334	5.19	0.99998605	2018-02-16_1515_left/002117
695	86	787	150	5.19	0.9999806999999998	2018-02-16_1515_left/002117
909	1379	947	1414	5.19	0.9999647	2018-02-16_1515_left/002117
736	2360	848	2446	5.19	0.9998603	2018-02-16_1515_left/002117
806	87	903	147	3.1	0.9871537	2018-02-16_1515_left/002117
890	236	922	261	5.19	0.9999927	2018-02-16_1515_left/001963
886	1835	959	1905	5.19	0.99995506	2018-02-16_1515_left/001963
878	1657	912	1691	5.19	0.9999399	2018-02-16_1515_left/001963
732	1833	796	1904	2.4	0.9997074	2018-02-16_1515_left/001963
883	1152	909	1176	5.19	0.990396	2018-02-16_1515_left/001963
951	1319	982	1349	5.19	0.99945015	2018-02-16_1515_left/003599
842	907	899	958	4.2	0.9980578	2018-02-16_1515_left/002999
894	1478	948	1532	2.1	0.99970275	2018-02-16_1515_left/002454
798	471	930	603	5.19	0.99988556	2018-02-16_1515_left/002759
985	1739	1022	1765	2.1	0.99834967	2018-02-16_1515_left/002759
935	514	972	545	5.19	0.9922593	2018-02-16_1515_left/003361
985	1189	1026	1226	5.19	0.9999974	2018-02-16_1515_left/001116
910	289	1063	335	8.22	0.99736375	2018-02-16_1515_left/003655
829	283	897	337	4.2	0.98125076	2018-02-16_1515_left/003655
1022	890	1050	911	5.19	0.9967769	2018-02-16_1515_left/001065
825	2002	903	2082	5.19	0.99999523	2018-02-16_1515_left/002070
872	931	923	980	5.19	0.99999344	2018-02-16_1515_left/002070
794	494	848	532	5.19	0.99996734	2018-02-16_1515_left/002070
928	1405	958	1435	5.19	0.9989048	2018-02-16_1515_left/002070
887	544	925	567	5.19	0.9948147	2018-02-16_1515_left/002070
866	490	937	532	3.1	0.98738503	2018-02-16_1515_left/002070
750	1800	889	1918	2.1	0.9997042	2018-02-16_1515_left/002506
947	1559	981	1594	5.19	0.9979393	2018-02-16_1515_left/003606
769	2236	875	2347	5.19	0.99999607	2018-02-16_1515_left/002104
842	819	910	877	5.19	0.99999356	2018-02-16_1515_left/002104
727	225	817	283	5.19	0.99999356	2018-02-16_1515_left/002104
865	379	909	407	5.19	0.9999708	2018-02-16_1515_left/002104
922	1390	953	1424	5.19	0.99958414	2018-02-16_1515_left/002104
907	1095	939	1122	5.19	0.99634403	2018-02-16_1515_left/002104
827	224	916	278	3.1	0.9890666	2018-02-16_1515_left/002104
933	1458	954	1479	5.19	0.97730196	2018-02-16_1515_left/001787
969	775	1007	812	5.19	0.98540884	2018-02-16_1515_left/000988
802	1681	920	1786	2.1	0.9992761999999998	2018-02-16_1515_left/002496
937	694	984	739	5.19	0.9962446	2018-02-16_1515_left/001014
798	2149	927	2264	5.19	0.99995744	2018-02-16_1515_left/002740
867	678	964	763	5.19	0.9998642	2018-02-16_1515_left/002740
993	1653	1030	1678	2.1	0.9843047	2018-02-16_1515_left/002740
851	959	903	1004	4.2	0.9961809	2018-02-16_1515_left/002996
924	997	1004	1066	5.19	0.9999945	2018-02-16_1515_left/002242
855	202	950	271	5.19	0.9999906	2018-02-16_1515_left/002242
826	1003	906	1063	4.2	0.9871524	2018-02-16_1515_left/002242
954	1551	984	1588	5.19	0.99975616	2018-02-16_1515_left/001861
922	1556	952	1588	5.19	0.97741514	2018-02-16_1515_left/001861
791	1702	904	1811	2.1	0.999315	2018-02-16_1515_left/002498
